LEVEL,Div Num,Div Name,Sch Num,Sch Name,Sch Type,Low Grade,High Grade,Subject,Grade,Test,2018-2019 Pass Rate,2019-2020 Pass Rate,2020-2021 Pass Rate,2018-2019 Adv Pass Rate,2019-2020 Adv Pass Rate,2020-2021 Adv Pass Rate,address,latitude,longitude,geoid_sd
SCH,53,Loudoun County,720,Guilford Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,39,NA,31,1,NA,0,Guilford Elementary Loudoun County,39.001286,-77.415649,5102250
SCH,53,Loudoun County,230,Hamilton Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,67,NA,75,23,NA,4,Hamilton Elementary Loudoun County,39.132285,-77.662773,5102250
SCH,53,Loudoun County,111,Hillsboro Charter Academy,Elem,PK,5,English: Reading,Gr 3,English Reading,63,NA,95,8,NA,23,Hillsboro Charter Academy Loudoun County,39.1988639,-77.7198104,5102250
SCH,53,Loudoun County,400,Hillside Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,76,NA,76,16,NA,6,Hillside Elementary Loudoun County,39.0208457,-77.5140046,5102250
SCH,53,Loudoun County,820,Horizon Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,69,NA,72,16,NA,10,Horizon Elementary Loudoun County,39.04481,-77.385388,5102250
SCH,53,Loudoun County,960,Hutchison Farm Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,76,NA,65,16,NA,7,Hutchison Farm Elementary Loudoun County,38.9137335,-77.5224192,5102250
SCH,53,Loudoun County,950,John W. Tolbert Jr. Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,82,NA,77,24,NA,11,John W. Tolbert Jr. Elementary Loudoun County,39.0962159,-77.5252725,5102250
SCH,53,Loudoun County,600,Kenneth W.Culbert Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,78,NA,75,26,NA,5,Kenneth W.Culbert Elementary Loudoun County,39.1405517,-77.6818375,5102250
SCH,53,Loudoun County,80,Leesburg Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,52,NA,61,9,NA,13,Leesburg Elementary Loudoun County,39.1200046,-77.5493222,5102250
SCH,53,Loudoun County,430,Legacy Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,83,NA,92,19,NA,18,Legacy Elementary Loudoun County,38.9798848,-77.5262149,5102250
SCH,53,Loudoun County,560,Liberty Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,79,NA,80,17,NA,8,Liberty Elementary Loudoun County,38.912784,-77.538942,5102250
SCH,53,Loudoun County,290,Lincoln Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,100,NA,76,28,NA,12,Lincoln Elementary Loudoun County,39.1185251,-77.6966462,5102250
SCH,53,Loudoun County,860,Little River Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,85,NA,85,17,NA,11,Little River Elementary Loudoun County,38.8981807,-77.4994683,5102250
SCH,53,Loudoun County,780,Lovettsville Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,83,NA,76,10,NA,4,Lovettsville Elementary Loudoun County,39.2655653,-77.6403421,5102250
SCH,53,Loudoun County,500,Lowes Island Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,85,NA,86,34,NA,14,Lowes Island Elementary Loudoun County,39.0418647,-77.3496303,5102250
SCH,53,Loudoun County,130,Lucketts Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,78,NA,70,11,NA,9,Lucketts Elementary Loudoun County,39.213431,-77.5342919,5102250
SCH,53,Loudoun County,1030,Madison's Trust Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,84,NA,92,32,NA,15,Madison's Trust Elementary Loudoun County,38.9777078,-77.5445914,5102250
SCH,53,Loudoun County,70,Meadowland Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,59,NA,63,19,NA,7,Meadowland Elementary Loudoun County,39.0363147,-77.3712923,5102250
SCH,53,Loudoun County,1200,Middleburg Community Charter,Elem,KG,5,English: Reading,Gr 3,English Reading,90,NA,81,20,NA,0,Middleburg Community Charter Loudoun County,38.9711788,-77.735143,5102250
SCH,53,Loudoun County,910,Mill Run Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,88,NA,82,25,NA,20,Mill Run Elementary Loudoun County,39.0118285,-77.5156418,5102250
SCH,53,Loudoun County,380,Moorefield Station Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,82,NA,84,19,NA,9,Moorefield Station Elementary Loudoun County,38.9995258,-77.5057754,5102250
SCH,53,Loudoun County,980,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,72,NA,65,4,NA,3,Mountain View Elementary Loudoun County,39.156737,-77.731254,5102250
SCH,53,Loudoun County,270,Newton-Lee Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,82,NA,85,16,NA,5,Newton-Lee Elementary Loudoun County,39.0570604,-77.5034822,5102250
SCH,53,Loudoun County,340,Pinebrook Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,83,NA,82,19,NA,10,Pinebrook Elementary Loudoun County,38.912398,-77.5562114,5102250
SCH,53,Loudoun County,250,Potowmack Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,63,NA,66,11,NA,14,Potowmack Elementary Loudoun County,39.03947,-77.3951391,5102250
SCH,53,Loudoun County,40,Rolling Ridge Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,59,NA,39,8,NA,1,Rolling Ridge Elementary Loudoun County,39.0150252,-77.3844556,5102250
SCH,53,Loudoun County,550,Rosa Lee Carter Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,80,NA,84,20,NA,12,Rosa Lee Carter Elementary Loudoun County,38.9764341,-77.50332,5102250
SCH,53,Loudoun County,180,Round Hill Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,80,NA,76,16,NA,13,Round Hill Elementary Loudoun County,39.1444979,-77.7624685,5102250
SCH,53,Loudoun County,240,Sanders Corner Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,79,NA,83,20,NA,13,Sanders Corner Elementary Loudoun County,39.037795,-77.510445,5102250
SCH,53,Loudoun County,870,Seldens Landing Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,NA,69,20,NA,13,Seldens Landing Elementary Loudoun County,39.0836029,-77.501185,5102250
SCH,53,Loudoun County,690,Sterling Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,51,NA,49,3,NA,2,Sterling Elementary Loudoun County,39.0090064,-77.4024716,5102250
SCH,53,Loudoun County,350,Steuart W. Weller Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,82,NA,69,16,NA,9,Steuart W. Weller Elementary Loudoun County,39.041823,-77.454728,5102250
SCH,53,Loudoun County,10,Sugarland Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,61,NA,34,13,NA,0,Sugarland Elementary Loudoun County,39.0363224,-77.3831419,5102250
SCH,53,Loudoun County,750,Sully Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,33,NA,32,4,NA,6,Sully Elementary Loudoun County,38.9966352,-77.3984388,5102250
SCH,53,Loudoun County,280,Sycolin Creek Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,86,NA,76,30,NA,10,Sycolin Creek Elementary Loudoun County,39.0379039,-77.5776267,5102250
SCH,53,Loudoun County,700,Waterford Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,90,NA,78,28,NA,11,Waterford Elementary Loudoun County,39.187505,-77.605984,5102250
SCH,53,Loudoun County,1140,Waxpool Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,NA,NA,91,NA,NA,14,Waxpool Elementary Loudoun County,39.0160944,-77.5304006,5102250
SCH,54,Louisa County,660,Jouett Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,73,NA,66,13,NA,7,Jouett Elementary Louisa County,37.8973955,-77.8431102,5102280
SCH,54,Louisa County,80,Moss-Nuckols Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,72,NA,72,21,NA,13,Moss-Nuckols Elementary Louisa County,37.9560309,-78.0890769,5102280
SCH,54,Louisa County,610,Thomas Jefferson Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,NA,70,20,NA,7,Thomas Jefferson Elementary Louisa County,37.994428,-77.9624613,5102280
SCH,54,Louisa County,641,Trevilians Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,69,NA,71,10,NA,4,Trevilians Elementary Louisa County,38.0755767,-78.0999298,5102280
SCH,55,Lunenburg County,240,Kenbridge Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,61,NA,52,9,NA,2,Kenbridge Elementary Lunenburg County,36.9674377,-78.1232528,5102310
SCH,55,Lunenburg County,140,Victoria Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,83,NA,46,12,NA,0,Victoria Elementary Lunenburg County,36.9955093,-78.2248878,5102310
SCH,115,Lynchburg City,290,Bedford Hills Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,53,NA,49,13,NA,6,Bedford Hills Elementary Lynchburg City,37.4384561,-79.2110841,5102340
SCH,115,Lynchburg City,70,Dearington Elementary/Innovation,Elem,KG,5,English: Reading,Gr 3,English Reading,41,NA,43,9,NA,0,Dearington Elementary/Innovation Lynchburg City,37.4135027,-79.1634211,5102340
SCH,115,Lynchburg City,1102,Heritage Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,60,NA,45,6,NA,2,Heritage Elementary Lynchburg City,37.3621854,-79.2080683,5102340
SCH,115,Lynchburg City,360,Linkhorne Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,68,NA,35,8,NA,2,Linkhorne Elementary Lynchburg City,37.4185854,-79.1952216,5102340
SCH,115,Lynchburg City,330,Paul Munro Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,93,NA,76,34,NA,9,Paul Munro Elementary Lynchburg City,37.4514851,-79.2076192,5102340
SCH,115,Lynchburg City,270,Perrymont Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,61,NA,36,5,NA,8,Perrymont Elementary Lynchburg City,37.3894295,-79.1883012,5102340
SCH,115,Lynchburg City,190,Robert S. Payne Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,71,NA,61,32,NA,26,Robert S. Payne Elementary Lynchburg City,37.4055777,-79.151134,5102340
SCH,115,Lynchburg City,370,Sandusky Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,79,NA,57,23,NA,7,Sandusky Elementary Lynchburg City,37.3806976,-79.2037584,5102340
SCH,115,Lynchburg City,300,Sheffield Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,69,NA,46,8,NA,5,Sheffield Elementary Lynchburg City,37.3662035,-79.1897018,5102340
SCH,115,Lynchburg City,90,T.C. Miller Elementary for Innovation,Elem,KG,5,English: Reading,Gr 3,English Reading,58,NA,28,11,NA,6,T.C. Miller Elementary for Innovation Lynchburg City,37.3977732,-79.1668446,5102340
SCH,115,Lynchburg City,250,William M. Bass Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,68,NA,42,6,NA,3,William M. Bass Elementary Lynchburg City,37.3918131,-79.141076,5102340
SCH,56,Madison County,200,Waverly Yowell Elementary,Elem,3,5,English: Reading,Gr 3,English Reading,63,NA,51,7,NA,4,Waverly Yowell Elementary Madison County,38.3846369,-78.2523649,5102370
SCH,143,Manassas City,470,Baldwin Elementary,Elem,PK,4,English: Reading,Gr 3,English Reading,58,NA,37,17,NA,2,Baldwin Elementary Manassas City,38.7488932,-77.4692809,5102360
SCH,143,Manassas City,60,George Carr Round Elementary,Elem,PK,4,English: Reading,Gr 3,English Reading,49,NA,40,14,NA,3,George Carr Round Elementary Manassas City,38.7353469,-77.497352,5102360
SCH,143,Manassas City,310,Jennie Dean Elementary,Elem,PK,4,English: Reading,Gr 3,English Reading,41,NA,38,5,NA,2,Jennie Dean Elementary Manassas City,38.7457028,-77.4891593,5102360
SCH,143,Manassas City,20,Richard C. Haydon Elementary,Elem,PK,4,English: Reading,Gr 3,English Reading,52,NA,37,8,NA,2,Richard C. Haydon Elementary Manassas City,38.7620446,-77.4906736,5102360
SCH,143,Manassas City,10,Weems Elementary,Elem,PK,4,English: Reading,Gr 3,English Reading,53,NA,34,7,NA,2,Weems Elementary Manassas City,38.766346,-77.467625,5102360
SCH,144,Manassas Park City,420,Manassas Park Elementary,Elem,3,5,English: Reading,Gr 3,English Reading,61,NA,43,12,NA,6,Manassas Park Elementary Manassas Park City,38.7614935,-77.4229239,5102390
SCH,116,Martinsville City,222,Albert Harris Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,42,NA,31,3,NA,2,Albert Harris Elementary Martinsville City,36.692185,-79.8858406,5102400
SCH,116,Martinsville City,223,Patrick Henry Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,71,NA,28,14,NA,0,Patrick Henry Elementary Martinsville City,36.6852569,-79.8562088,5102400
SCH,57,Mathews County,291,Mathews Elementary,Elem,KG,4,English: Reading,Gr 3,English Reading,72,NA,70,31,NA,15,Mathews Elementary Mathews County,37.4346008,-76.3277406,5102430
SCH,58,Mecklenburg County,910,Chase City Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,61,NA,62,7,NA,4,Chase City Elementary Mecklenburg County,36.815567,-78.4694671,5102460
SCH,58,Mecklenburg County,1000,Clarksville Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,70,NA,71,17,NA,6,Clarksville Elementary Mecklenburg County,36.6014287,-78.563601,5102460
SCH,58,Mecklenburg County,1020,LaCrosse Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,64,NA,77,5,NA,6,LaCrosse Elementary Mecklenburg County,36.6781255,-78.0812017,5102460
SCH,58,Mecklenburg County,190,South Hill Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,78,NA,70,21,NA,12,South Hill Elementary Mecklenburg County,36.7193206,-78.1603623,5102460
SCH,59,Middlesex County,291,Middlesex Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,63,NA,43,17,NA,0,Middlesex Elementary Middlesex County,37.5890579,-76.5034332,5102490
SCH,60,Montgomery County,902,Auburn Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,79,NA,55,18,NA,12,Auburn Elementary Montgomery County,37.0609322,-80.446096,5102520
SCH,60,Montgomery County,700,Belview Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,66,NA,49,18,NA,4,Belview Elementary Montgomery County,37.1707267,-80.511238,5102520
SCH,60,Montgomery County,740,Christiansburg Elementary,Elem,3,5,English: Reading,Gr 3,English Reading,64,NA,69,8,NA,7,Christiansburg Elementary Montgomery County,37.134667,-80.4165367,5102520
SCH,60,Montgomery County,30,Eastern Montgomery Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,57,NA,21,16,NA,2,Eastern Montgomery Elementary Montgomery County,37.1992599,-80.2330585,5102520
SCH,60,Montgomery County,600,Falling Branch Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,83,NA,63,17,NA,9,Falling Branch Elementary Montgomery County,37.1257715,-80.3716592,5102520
SCH,60,Montgomery County,750,Gilbert Linkous Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,83,NA,73,29,NA,14,Gilbert Linkous Elementary Montgomery County,37.2370834,-80.4257431,5102520
SCH,60,Montgomery County,10,Harding Avenue Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,74,NA,89,13,NA,20,Harding Avenue Elementary Montgomery County,37.2344678,-80.4111121,5102520
SCH,60,Montgomery County,901,Kipps Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,84,NA,71,23,NA,15,Kipps Elementary Montgomery County,37.2162879,-80.4564002,5102520
SCH,60,Montgomery County,730,Margaret Beeks Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,NA,73,23,NA,15,Margaret Beeks Elementary Montgomery County,37.214363,-80.4059933,5102520
SCH,60,Montgomery County,210,Prices Fork Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,62,NA,69,10,NA,15,Prices Fork Elementary Montgomery County,37.2100106,-80.4866696,5102520
SCH,62,Nelson County,10,Rockfish River Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,65,NA,44,22,NA,4,Rockfish River Elementary Nelson County,37.9448245,-78.8381964,5102580
SCH,62,Nelson County,20,Tye River Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,54,NA,46,16,NA,4,Tye River Elementary Nelson County,37.7100373,-78.9126583,5102580
SCH,63,New Kent County,180,George W. Watkins Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,NA,67,12,NA,6,George W. Watkins Elementary New Kent County,37.5294873,-77.0981794,5102610
SCH,63,New Kent County,10,New Kent Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,78,NA,69,21,NA,9,New Kent Elementary New Kent County,37.5142745,-76.9835983,5102610
SCH,117,Newport News City,1404,Achievable Dream Academy,Elem,PK,5,English: Reading,Gr 3,English Reading,63,NA,36,6,NA,3,Achievable Dream Academy Newport News City,36.9761153,-76.4129329,5102640
SCH,117,Newport News City,1250,B.C. Charles Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,54,NA,48,20,NA,4,B.C. Charles Elementary Newport News City,37.0943755,-76.5347428,5102640
SCH,117,Newport News City,1170,Carver Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,47,NA,25,11,NA,0,Carver Elementary Newport News City,37.0275501,-76.4459415,5102640
SCH,117,Newport News City,50,David A. Dutrow Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,54,NA,56,2,NA,5,David A. Dutrow Elementary Newport News City,37.1429283,-76.5535869,5102640
SCH,117,Newport News City,1398,Deer Park Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,87,NA,56,19,NA,6,Deer Park Elementary Newport News City,37.0726623,-76.4753637,5102640
SCH,117,Newport News City,130,Discovery STEM Academy,Elem,KG,5,English: Reading,Gr 3,English Reading,40,NA,33,3,NA,0,Discovery STEM Academy Newport News City,36.9827446,-76.4032892,5102640
SCH,117,Newport News City,1407,General Stanford Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,77,NA,69,17,NA,9,General Stanford Elementary Newport News City,37.1573354,-76.5706449,5102640
SCH,117,Newport News City,70,George J. McIntosh Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,44,NA,33,7,NA,4,George J. McIntosh Elementary Newport News City,37.1478336,-76.5291254,5102640
SCH,117,Newport News City,1210,Hidenwood Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,46,NA,42,7,NA,1,Hidenwood Elementary Newport News City,37.0654765,-76.5091152,5102640
SCH,117,Newport News City,1080,Hilton Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,80,NA,66,24,NA,5,Hilton Elementary Newport News City,37.0287788,-76.464249,5102640
SCH,117,Newport News City,300,Joseph H. Saunders Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,39,NA,25,9,NA,1,Joseph H. Saunders Elementary Newport News City,37.0868055,-76.4544323,5102640
SCH,117,Newport News City,1180,Katherine Johnson Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,49,NA,32,5,NA,1,Katherine Johnson Elementary Newport News City,37.18858,-76.570189,5102640
SCH,117,Newport News City,1290,Kiln Creek Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,72,NA,41,16,NA,6,Kiln Creek Elementary Newport News City,37.1221539,-76.4884694,5102640
SCH,117,Newport News City,310,Knollwood Meadows Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,76,NA,58,26,NA,13,Knollwood Meadows Elementary Newport News City,37.1277549,-76.5631525,5102640
SCH,117,Newport News City,200,L.F. Palmer Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,47,NA,40,5,NA,2,L.F. Palmer Elementary Newport News City,37.1073106,-76.4894733,5102640
SCH,117,Newport News City,1120,Newsome Park Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,26,NA,17,1,NA,4,Newsome Park Elementary Newport News City,36.9960279,-76.4230288,5102640
SCH,117,Newport News City,150,Oliver C. Greenwood Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,52,NA,51,13,NA,3,Oliver C. Greenwood Elementary Newport News City,37.1758266,-76.5267123,5102640
SCH,117,Newport News City,270,Richard T. Yates Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,67,NA,56,11,NA,7,Richard T. Yates Elementary Newport News City,37.0900177,-76.5036896,5102640
SCH,117,Newport News City,1230,Richneck Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,67,NA,52,12,NA,4,Richneck Elementary Newport News City,37.1564338,-76.5236922,5102640
SCH,117,Newport News City,1150,Riverside Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,59,NA,53,11,NA,6,Riverside Elementary Newport News City,37.055231,-76.4969923,5102640
SCH,117,Newport News City,250,Sedgefield Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,41,NA,30,7,NA,0,Sedgefield Elementary Newport News City,37.041402,-76.450752,5102640
SCH,117,Newport News City,1240,Stony Run Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,38,NA,23,4,NA,0,Stony Run Elementary Newport News City,37.1312493,-76.55081,5102640
SCH,117,Newport News City,290,T. Ryland Sanford Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,54,NA,41,8,NA,0,T. Ryland Sanford Elementary Newport News City,37.1114407,-76.5441719,5102640
SCH,117,Newport News City,320,Willis A. Jenkins Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,52,NA,34,2,NA,2,Willis A. Jenkins Elementary Newport News City,37.1075896,-76.5218165,5102640
SCH,118,Norfolk City,185,Academy for Discovery at Lakewood,Combined,3,8,English: Reading,Gr 3,English Reading,90,NA,84,31,NA,14,Academy for Discovery at Lakewood Norfolk City,36.883767,-76.2631129,5102670
SCH,118,Norfolk City,250,Bay View Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,81,NA,64,28,NA,4,Bay View Elementary Norfolk City,36.9355756,-76.2358061,5102670
SCH,118,Norfolk City,40,Camp Allen Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,67,NA,44,6,NA,2,Camp Allen Elementary Norfolk City,36.9285864,-76.2967778,5102670
SCH,118,Norfolk City,220,Chesterfield Academy Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,49,NA,36,4,NA,0,Chesterfield Academy Elementary Norfolk City,36.8441856,-76.2513984,5102670
SCH,118,Norfolk City,550,Coleman Place Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,53,NA,39,6,NA,3,Coleman Place Elementary Norfolk City,36.8695068,-76.2408835,5102670
SCH,118,Norfolk City,560,Crossroads Elementary,Combined,PK,8,English: Reading,Gr 3,English Reading,54,NA,44,10,NA,8,Crossroads Elementary Norfolk City,36.9182422,-76.2513672,5102670
SCH,118,Norfolk City,90,Ghent K-8,Combined,KG,8,English: Reading,Gr 3,English Reading,95,NA,67,21,NA,17,Ghent K-8 Norfolk City,36.864525,-76.2998572,5102670
SCH,118,Norfolk City,420,Granby Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,61,NA,40,7,NA,4,Granby Elementary Norfolk City,36.9079409,-76.2811281,5102670
SCH,118,Norfolk City,610,Ingleside Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,69,NA,42,17,NA,4,Ingleside Elementary Norfolk City,36.8535271,-76.2381105,5102670
SCH,118,Norfolk City,430,Jacox Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,36,NA,22,0,NA,0,Jacox Elementary Norfolk City,36.8690709,-76.2700385,5102670
SCH,118,Norfolk City,131,James Monroe Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,29,NA,19,0,NA,3,James Monroe Elementary Norfolk City,36.8756894,-76.2902212,5102670
SCH,118,Norfolk City,790,Lake Taylor,Combined,KG,8,English: Reading,Gr 3,English Reading,NA,NA,52,NA,NA,4,Lake Taylor Norfolk City,36.8635067,-76.2039509,5102670
SCH,118,Norfolk City,210,Larchmont Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,93,NA,72,42,NA,23,Larchmont Elementary Norfolk City,36.8907724,-76.300502,5102670
SCH,118,Norfolk City,670,Larrymore Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,81,NA,55,25,NA,9,Larrymore Elementary Norfolk City,36.9123004,-76.2215189,5102670
SCH,118,Norfolk City,520,Lindenwood Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,22,NA,30,2,NA,0,Lindenwood Elementary Norfolk City,36.8690709,-76.2700385,5102670
SCH,118,Norfolk City,682,Little Creek Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,66,NA,46,9,NA,2,Little Creek Elementary Norfolk City,36.9174407,-76.2075626,5102670
SCH,118,Norfolk City,460,Mary Calcott Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,72,NA,70,22,NA,15,Mary Calcott Elementary Norfolk City,36.9357161,-76.258412,5102670
SCH,118,Norfolk City,620,Norview Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,69,NA,31,10,NA,0,Norview Elementary Norfolk City,36.8971173,-76.2394995,5102670
SCH,118,Norfolk City,190,Ocean View Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,61,NA,53,7,NA,6,Ocean View Elementary Norfolk City,36.9550829,-76.2616567,5102670
SCH,118,Norfolk City,630,Oceanair Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,51,NA,37,9,NA,1,Oceanair Elementary Norfolk City,36.941896,-76.2512283,5102670
SCH,118,Norfolk City,480,Richard Bowling Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,31,NA,19,0,NA,1,Richard Bowling Elementary Norfolk City,36.8562383,-76.2564435,5102670
SCH,118,Norfolk City,850,Sewells Point Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,80,NA,57,21,NA,13,Sewells Point Elementary Norfolk City,36.9226043,-76.3142376,5102670
SCH,118,Norfolk City,650,Sherwood Forest Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,67,NA,46,9,NA,0,Sherwood Forest Elementary Norfolk City,36.8769141,-76.238223,5102670
SCH,118,Norfolk City,770,Southside STEM Academy at Campostella,Combined,KG,8,English: Reading,Gr 3,English Reading,40,NA,25,2,NA,0,Southside STEM Academy at Campostella Norfolk City,36.8301082,-76.2597801,5102670
SCH,118,Norfolk City,820,St. Helena Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,40,NA,22,7,NA,0,St. Helena Elementary Norfolk City,36.831314,-76.2845382,5102670
SCH,118,Norfolk City,500,Suburban Park Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,66,NA,37,18,NA,8,Suburban Park Elementary Norfolk City,36.905775,-76.2680076,5102670
SCH,118,Norfolk City,100,Tanners Creek Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,67,NA,37,10,NA,0,Tanners Creek Elementary Norfolk City,36.9001683,-76.2330677,5102670
SCH,118,Norfolk City,800,Tarrallton Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,70,NA,49,11,NA,5,Tarrallton Elementary Norfolk City,36.9259016,-76.2213047,5102670
SCH,118,Norfolk City,780,Tidewater Park Elementary,Elem,3,5,English: Reading,Gr 3,English Reading,53,NA,20,2,NA,0,Tidewater Park Elementary Norfolk City,36.8502763,-76.2775755,5102670
SCH,118,Norfolk City,150,Walter Herron Taylor Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,89,NA,67,32,NA,14,Walter Herron Taylor Elementary Norfolk City,36.8688383,-76.3045574,5102670
SCH,118,Norfolk City,471,Willard Model Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,68,NA,36,13,NA,0,Willard Model Elementary Norfolk City,36.888091,-76.2669471,5102670
