LEVEL,Div Num,Div Name,Sch Num,Sch Name,Sch Type,Low Grade,High Grade,Subject,Grade,Test,2018-2019 Pass Rate,2019-2020 Pass Rate,2020-2021 Pass Rate,2018-2019 Adv Pass Rate,2019-2020 Adv Pass Rate,2020-2021 Adv Pass Rate,address,latitude,longitude,geoid_sd
SCH,29,Fairfax County,1920,Fort Hunt Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,80,NA,68,19,NA,7,Fort Hunt Elementary Fairfax County,38.7189908,-77.0663662,5101260
SCH,29,Fairfax County,390,Fox Mill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,84,NA,85,23,NA,14,Fox Mill Elementary Fairfax County,38.928058299999996,-77.3820567,5101260
SCH,29,Fairfax County,320,Franconia Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,69,NA,62,14,NA,5,Franconia Elementary Fairfax County,38.7813138,-77.1454395,5101260
SCH,29,Fairfax County,490,Freedom Hill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,66,NA,54,12,NA,11,Freedom Hill Elementary Fairfax County,38.9113061,-77.2297543,5101260
SCH,29,Fairfax County,630,Garfield Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,52,NA,45,13,NA,2,Garfield Elementary Fairfax County,38.7774696,-77.1905136,5101260
SCH,29,Fairfax County,970,Glen Forest Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,46,NA,37,4,NA,1,Glen Forest Elementary Fairfax County,38.8562469,-77.1284942,5101260
SCH,29,Fairfax County,530,Graham Road Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,37,NA,19,4,NA,2,Graham Road Elementary Fairfax County,38.8764701,-77.1909634,5101260
SCH,29,Fairfax County,570,Great Falls Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,92,NA,86,27,NA,25,Great Falls Elementary Fairfax County,39.0016413,-77.2918263,5101260
SCH,29,Fairfax County,1840,Greenbriar East Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,64,NA,68,11,NA,2,Greenbriar East Elementary Fairfax County,38.8718565,-77.3943848,5101260
SCH,29,Fairfax County,1500,Greenbriar West Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,86,NA,80,32,NA,24,Greenbriar West Elementary Fairfax County,38.8762897,-77.4054985,5101260
SCH,29,Fairfax County,330,Groveton Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,49,NA,31,6,NA,1,Groveton Elementary Fairfax County,38.7688016,-77.0938831,5101260
SCH,29,Fairfax County,690,Gunston Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,57,NA,61,13,NA,9,Gunston Elementary Fairfax County,38.6849252,-77.2096823,5101260
SCH,29,Fairfax County,2210,Halley Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,63,NA,62,6,NA,6,Halley Elementary Fairfax County,38.7177804,-77.2598232,5101260
SCH,29,Fairfax County,750,Haycock Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,94,NA,99,42,NA,36,Haycock Elementary Fairfax County,38.904091,-77.1735895,5101260
SCH,29,Fairfax County,1740,Hayfield Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,78,NA,61,13,NA,4,Hayfield Elementary Fairfax County,38.7490518,-77.1405842,5101260
SCH,29,Fairfax County,1250,Herndon Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,44,NA,29,4,NA,0,Herndon Elementary Fairfax County,38.9759363,-77.3766618,5101260
SCH,29,Fairfax County,1330,Hollin Meadows Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,57,NA,43,13,NA,0,Hollin Meadows Elementary Fairfax County,38.7502067,-77.0716958,5101260
SCH,29,Fairfax County,1880,Hunt Valley Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,84,NA,81,26,NA,12,Hunt Valley Elementary Fairfax County,38.7620579,-77.2436992,5101260
SCH,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,Elem,PK,6,English: Reading,Gr 3,English Reading,72,NA,65,20,NA,16,Hunters Woods Elementary School for the Arts and Sciences Fairfax County,38.9325357,-77.3613519,5101260
SCH,29,Fairfax County,1980,Hutchison Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,28,NA,21,2,NA,2,Hutchison Elementary Fairfax County,38.9613616,-77.4069006,5101260
SCH,29,Fairfax County,1420,Hybla Valley Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,49,NA,17,6,NA,2,Hybla Valley Elementary Fairfax County,38.7586175,-77.0898197,5101260
SCH,29,Fairfax County,2235,Island Creek Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,73,NA,74,18,NA,9,Island Creek Elementary Fairfax County,38.7452108,-77.1681599,5101260
SCH,29,Fairfax County,1240,Keene Mill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,93,NA,88,39,NA,24,Keene Mill Elementary Fairfax County,38.781498,-77.221334,5101260
SCH,29,Fairfax County,980,Kent Gardens Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,89,NA,93,33,NA,27,Kent Gardens Elementary Fairfax County,38.9213945,-77.175277500000007,5101260
SCH,29,Fairfax County,1901,Key Center,Combined,PK,12,English: Reading,Gr 3,English Reading,<,NA,NA,<,NA,NA,Key Center Fairfax County,38.7796557,-77.1606296,5101260
SCH,29,Fairfax County,1761,Kilmer Center,Combined,PK,12,English: Reading,Gr 3,English Reading,<,NA,NA,<,NA,NA,Kilmer Center Fairfax County,38.9048245,-77.2258505,5101260
SCH,29,Fairfax County,1440,Kings Park Elementary,Elem,PK,3,English: Reading,Gr 3,English Reading,72,NA,64,14,NA,11,Kings Park Elementary Fairfax County,38.8049523,-77.2418624,5101260
SCH,29,Fairfax County,1570,Lake Anne Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,62,NA,58,18,NA,8,Lake Anne Elementary Fairfax County,38.965278,-77.34678,5101260
SCH,29,Fairfax County,2209,Lane Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,81,NA,68,16,NA,3,Lane Elementary Fairfax County,38.7613868,-77.1576409,5101260
SCH,29,Fairfax County,2348,Laurel Hill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,75,NA,73,17,NA,9,Laurel Hill Elementary Fairfax County,38.7174776,-77.2333503,5101260
SCH,29,Fairfax County,1970,Laurel Ridge Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,82,NA,78,23,NA,11,Laurel Ridge Elementary Fairfax County,38.8140544,-77.2956951,5101260
SCH,29,Fairfax County,1850,Lees Corner Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,80,NA,78,22,NA,15,Lees Corner Elementary Fairfax County,38.8904107,-77.4111217,5101260
SCH,29,Fairfax County,770,Lemon Road Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,81,NA,80,27,NA,23,Lemon Road Elementary Fairfax County,38.903948,-77.1950682,5101260
SCH,29,Fairfax County,1400,Little Run Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,81,NA,74,24,NA,0,Little Run Elementary Fairfax County,38.8260973,-77.2670381,5101260
SCH,29,Fairfax County,1830,London Towne Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,62,NA,47,9,NA,4,London Towne Elementary Fairfax County,38.839628,-77.456533,5101260
SCH,29,Fairfax County,2236,Lorton Station Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,71,NA,64,18,NA,8,Lorton Station Elementary Fairfax County,38.7065961,-77.2185407,5101260
SCH,29,Fairfax County,890,Lynbrook Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,39,NA,22,1,NA,3,Lynbrook Elementary Fairfax County,38.7919371,-77.1857679,5101260
SCH,29,Fairfax County,1210,Mantua Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,89,NA,72,34,NA,11,Mantua Elementary Fairfax County,38.8474582,-77.259379,5101260
SCH,29,Fairfax County,1200,Marshall Road Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,71,NA,73,17,NA,8,Marshall Road Elementary Fairfax County,38.8839379,-77.2607619,5101260
SCH,29,Fairfax County,2410,Mason Crest Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,73,NA,43,15,NA,1,Mason Crest Elementary Fairfax County,38.8425505,-77.1964102,5101260
SCH,29,Fairfax County,2231,McNair Elementary,Elem,PK,2,English: Reading,Gr 3,English Reading,85,NA,NA,25,NA,NA,McNair Elementary Fairfax County,38.946669,-77.404418,5101260
SCH,29,Fairfax County,2200,McNair Upper Elementary,Elem,3,6,English: Reading,Gr 3,English Reading,NA,NA,67,NA,NA,10,McNair Upper Elementary Fairfax County,38.946669,-77.404418,5101260
SCH,29,Fairfax County,1390,Mosaic Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,90,NA,79,29,NA,17,Mosaic Elementary Fairfax County,38.8695701,-77.2861631,5101260
SCH,29,Fairfax County,510,Mount Eagle Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,29,NA,14,2,NA,0,Mount Eagle Elementary Fairfax County,38.7848667,-77.0784695,5101260
SCH,29,Fairfax County,1640,Mount Vernon Woods Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,50,NA,35,3,NA,0,Mount Vernon Woods Elementary Fairfax County,38.7423644,-77.099965,5101260
SCH,29,Fairfax County,800,Navy Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,88,NA,95,27,NA,25,Navy Elementary Fairfax County,38.8893374,-77.3790091,5101260
SCH,29,Fairfax County,470,Newington Forest Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,61,NA,63,5,NA,6,Newington Forest Elementary Fairfax County,38.739404,-77.2402089,5101260
SCH,29,Fairfax County,930,North Springfield Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,78,NA,66,11,NA,7,North Springfield Elementary Fairfax County,38.8018659,-77.2074307,5101260
SCH,29,Fairfax County,430,Oak Hill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,87,NA,85,27,NA,29,Oak Hill Elementary Fairfax County,38.9131503,-77.4087839,5101260
SCH,29,Fairfax County,1860,Oak View Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,82,NA,80,17,NA,26,Oak View Elementary Fairfax County,38.818833,-77.309889,5101260
SCH,29,Fairfax County,140,Oakton Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,95,NA,74,38,NA,13,Oakton Elementary Fairfax County,38.8800619,-77.3043356,5101260
SCH,29,Fairfax County,1650,Olde Creek Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,69,NA,79,18,NA,12,Olde Creek Elementary Fairfax County,38.83125,-77.2766615,5101260
SCH,29,Fairfax County,150,Orange Hunt Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,80,NA,76,15,NA,7,Orange Hunt Elementary Fairfax County,38.765951,-77.2554343,5101260
SCH,29,Fairfax County,1030,Parklawn Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,54,NA,32,4,NA,6,Parklawn Elementary Fairfax County,38.8336883,-77.1531567,5101260
SCH,29,Fairfax County,820,Pine Spring Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,41,NA,34,7,NA,5,Pine Spring Elementary Fairfax County,38.8707083,-77.2088429,5101260
SCH,29,Fairfax County,2080,Poplar Tree Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,93,NA,95,43,NA,38,Poplar Tree Elementary Fairfax County,38.863136,-77.414751,5101260
SCH,29,Fairfax County,2237,Powell Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,80,NA,72,17,NA,15,Powell Elementary Fairfax County,38.8461461,-77.4077634,5101260
SCH,29,Fairfax County,2230,Providence Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,57,NA,48,9,NA,8,Providence Elementary Fairfax County,38.8639186,-77.3260709,5101260
SCH,29,Fairfax County,1310,Ravensworth Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,76,NA,71,16,NA,6,Ravensworth Elementary Fairfax County,38.8031826,-77.2231692,5101260
SCH,29,Fairfax County,1820,Riverside Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,48,NA,36,10,NA,4,Riverside Elementary Fairfax County,38.7298211,-77.0945461,5101260
SCH,29,Fairfax County,1770,Rolling Valley Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,72,NA,71,12,NA,17,Rolling Valley Elementary Fairfax County,38.768747,-77.230982,5101260
SCH,29,Fairfax County,950,Rose Hill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,55,NA,45,8,NA,7,Rose Hill Elementary Fairfax County,38.7817769,-77.1178312,5101260
SCH,29,Fairfax County,2030,Sangster Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,95,NA,92,34,NA,38,Sangster Elementary Fairfax County,38.7551773,-77.27237,5101260
SCH,29,Fairfax County,2040,Saratoga Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,65,NA,58,9,NA,6,Saratoga Elementary Fairfax County,38.7357496,-77.2135902,5101260
SCH,29,Fairfax County,80,Sherman Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,93,NA,79,30,NA,26,Sherman Elementary Fairfax County,38.9352388,-77.1744371,5101260
SCH,29,Fairfax County,1660,Shrevewood Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,73,NA,77,26,NA,13,Shrevewood Elementary Fairfax County,38.888895,-77.2059342,5101260
SCH,29,Fairfax County,1680,Silverbrook Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,88,NA,86,22,NA,17,Silverbrook Elementary Fairfax County,38.72899,-77.2693292,5101260
SCH,29,Fairfax County,710,Sleepy Hollow Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,61,NA,46,19,NA,8,Sleepy Hollow Elementary Fairfax County,38.8553759,-77.1674691,5101260
SCH,29,Fairfax County,1620,Spring Hill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,93,NA,88,34,NA,27,Spring Hill Elementary Fairfax County,38.9393946,-77.2283906,5101260
SCH,29,Fairfax County,960,Springfield Estates Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,87,NA,75,22,NA,18,Springfield Estates Elementary Fairfax County,38.783945,-77.1643678,5101260
SCH,29,Fairfax County,1380,Stenwood Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,84,NA,81,33,NA,40,Stenwood Elementary Fairfax County,38.8847931,-77.2292338,5101260
SCH,29,Fairfax County,1350,Stratford Landing Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,76,NA,77,20,NA,10,Stratford Landing Elementary Fairfax County,38.7282402,-77.0687684,5101260
SCH,29,Fairfax County,280,Sunrise Valley Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,89,NA,78,31,NA,22,Sunrise Valley Elementary Fairfax County,38.940237,-77.320232,5101260
SCH,29,Fairfax County,170,Terra Centre Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,80,NA,86,16,NA,22,Terra Centre Elementary Fairfax County,38.7853868,-77.2971891,5101260
SCH,29,Fairfax County,250,Terraset Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,70,NA,77,13,NA,7,Terraset Elementary Fairfax County,38.9363852,-77.3435943,5101260
SCH,29,Fairfax County,830,Timber Lane Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,60,NA,45,14,NA,4,Timber Lane Elementary Fairfax County,38.8797504,-77.1979068,5101260
SCH,29,Fairfax County,1540,Union Mill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,77,NA,62,24,NA,8,Union Mill Elementary Fairfax County,38.8204851,-77.4176009,5101260
SCH,29,Fairfax County,120,Vienna Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,81,NA,92,19,NA,18,Vienna Elementary Fairfax County,38.9010831,-77.2631562,5101260
SCH,29,Fairfax County,2050,Virginia Run Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,58,NA,53,6,NA,9,Virginia Run Elementary Fairfax County,38.8520741,-77.4855589,5101260
SCH,29,Fairfax County,850,Wakefield Forest Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,88,NA,77,33,NA,10,Wakefield Forest Elementary Fairfax County,38.8357679,-77.2471589,5101260
SCH,29,Fairfax County,2100,Waples Mill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,82,NA,74,14,NA,9,Waples Mill Elementary Fairfax County,38.8762924,-77.3447978,5101260
SCH,29,Fairfax County,1320,Washington Mill Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,54,NA,39,12,NA,4,Washington Mill Elementary Fairfax County,38.7099288,-77.1047298,5101260
SCH,29,Fairfax County,1080,Waynewood Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,85,NA,82,33,NA,19,Waynewood Elementary Fairfax County,38.7251172,-77.0558749,5101260
SCH,29,Fairfax County,1430,West Springfield Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,78,NA,92,19,NA,11,West Springfield Elementary Fairfax County,38.7691441,-77.2192289,5101260
SCH,29,Fairfax County,1580,Westbriar Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,85,NA,94,33,NA,22,Westbriar Elementary Fairfax County,38.9209466,-77.2451852,5101260
SCH,29,Fairfax County,1670,Westgate Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,65,NA,52,10,NA,8,Westgate Elementary Fairfax County,38.9194328,-77.2053176,5101260
SCH,29,Fairfax County,580,Westlawn Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,48,NA,28,5,NA,3,Westlawn Elementary Fairfax County,38.8631061,-77.183351,5101260
SCH,29,Fairfax County,520,Weyanoke Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,39,NA,20,1,NA,1,Weyanoke Elementary Fairfax County,38.8195185,-77.1653286,5101260
SCH,29,Fairfax County,400,White Oaks Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,81,NA,73,25,NA,10,White Oaks Elementary Fairfax County,38.7831764,-77.2703456,5101260
SCH,29,Fairfax County,2060,Willow Springs Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,83,NA,81,24,NA,24,Willow Springs Elementary Fairfax County,38.8319262,-77.3791396,5101260
SCH,29,Fairfax County,1810,Wolftrap Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,91,NA,89,36,NA,21,Wolftrap Elementary Fairfax County,38.9175151,-77.2663853,5101260
SCH,29,Fairfax County,650,Woodburn Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,54,NA,42,23,NA,6,Woodburn Elementary Fairfax County,38.8520064,-77.2137028,5101260
SCH,29,Fairfax County,380,Woodlawn Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,48,NA,51,2,NA,10,Woodlawn Elementary Fairfax County,38.7264382,-77.1181351,5101260
SCH,29,Fairfax County,590,Woodley Hills Elementary,Elem,PK,6,English: Reading,Gr 3,English Reading,62,NA,23,15,NA,5,Woodley Hills Elementary Fairfax County,38.7202136,-77.0971436,5101260
SCH,109,Falls Church City,260,Oak Street Elementary,Elem,3,5,English: Reading,Gr 3,English Reading,88,NA,86,40,NA,27,Oak Street Elementary Falls Church City,38.8834002,-77.1841914,5101290
SCH,30,Fauquier County,460,C. Hunter Ritchie Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,76,NA,77,21,NA,13,C. Hunter Ritchie Elementary Fauquier County,38.7608705,-77.6950496,5101320
SCH,30,Fauquier County,730,C.M. Bradley Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,79,NA,72,20,NA,9,C.M. Bradley Elementary Fauquier County,38.7345363,-77.7998172,5101320
SCH,30,Fauquier County,120,Claude Thompson Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,42,NA,23,0,NA,3,Claude Thompson Elementary Fauquier County,38.9105363,-77.8486319,5101320
SCH,30,Fauquier County,450,Grace Miller Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,77,NA,67,16,NA,11,Grace Miller Elementary Fauquier County,38.5865575,-77.7626688,5101320
SCH,30,Fauquier County,511,Greenville Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,77,NA,68,18,NA,11,Greenville Elementary Fauquier County,38.7293734,-77.6753139,5101320
SCH,30,Fauquier County,750,H.M. Pearson Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,63,NA,59,8,NA,6,H.M. Pearson Elementary Fauquier County,38.6487331,-77.6773303,5101320
SCH,30,Fauquier County,853,James G. Brumfield Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,66,NA,63,16,NA,10,James G. Brumfield Elementary Fauquier County,38.7004823,-77.794168,5101320
SCH,30,Fauquier County,530,Margaret M. Pierce Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,49,NA,55,5,NA,7,Margaret M. Pierce Elementary Fauquier County,38.538766,-77.807365,5101320
SCH,30,Fauquier County,20,Mary Walter Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,58,NA,61,16,NA,3,Mary Walter Elementary Fauquier County,38.5027337,-77.7023901,5101320
SCH,30,Fauquier County,720,P.B. Smith Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,75,NA,72,18,NA,7,P.B. Smith Elementary Fauquier County,38.736799,-77.760154,5101320
SCH,30,Fauquier County,740,W.G. Coleman Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,55,NA,67,14,NA,2,W.G. Coleman Elementary Fauquier County,38.8710257,-77.8182926,5101320
SCH,31,Floyd County,90,Check Elementary,Elem,PK,7,English: Reading,Gr 3,English Reading,66,NA,55,7,NA,6,Check Elementary Floyd County,37.0347346,-80.1642809,5101350
SCH,31,Floyd County,360,Floyd Elementary,Elem,PK,7,English: Reading,Gr 3,English Reading,60,NA,58,15,NA,6,Floyd Elementary Floyd County,36.9105096,-80.307666,5101350
SCH,31,Floyd County,650,Indian Valley Elementary,Elem,KG,7,English: Reading,Gr 3,English Reading,71,NA,62,10,NA,15,Indian Valley Elementary Floyd County,36.916542,-80.53917,5101350
SCH,31,Floyd County,500,Willis Elementary,Elem,PK,7,English: Reading,Gr 3,English Reading,78,NA,67,26,NA,0,Willis Elementary Floyd County,36.863591,-80.466381,5101350
SCH,32,Fluvanna County,300,Carysbrook Elementary,Elem,3,4,English: Reading,Gr 3,English Reading,65,NA,57,17,NA,11,Carysbrook Elementary Fluvanna County,37.8137413,-78.2442089,5101380
SCH,135,Franklin City,10,S.P. Morton Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,42,NA,32,5,NA,3,S.P. Morton Elementary Franklin City,36.6635075,-76.9251155,5101410
SCH,33,Franklin County,1370,Boones Mill Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,75,NA,74,21,NA,17,Boones Mill Elementary Franklin County,37.0907483,-79.9293018,5101440
SCH,33,Franklin County,1320,Burnt Chimney Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,70,NA,76,18,NA,12,Burnt Chimney Elementary Franklin County,37.1015538,-79.8160074,5101440
SCH,33,Franklin County,350,Callaway Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,83,NA,64,9,NA,0,Callaway Elementary Franklin County,37.0117886,-80.0476856,5101440
SCH,33,Franklin County,20,Dudley Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,NA,68,14,NA,12,Dudley Elementary Franklin County,37.0791855,-79.750063,5101440
SCH,33,Franklin County,1360,Ferrum Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,71,NA,64,16,NA,8,Ferrum Elementary Franklin County,36.9228935,-80.027275,5101440
SCH,33,Franklin County,690,Glade Hill Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,77,NA,69,14,NA,11,Glade Hill Elementary Franklin County,36.9875641,-79.7486469,5101440
SCH,33,Franklin County,10,Henry Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,69,NA,46,10,NA,4,Henry Elementary Franklin County,36.8490314,-79.928483,5101440
SCH,33,Franklin County,660,Lee M. Waid Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,NA,66,20,NA,11,Lee M. Waid Elementary Franklin County,36.9959102,-79.8791829,5101440
SCH,33,Franklin County,1380,Rocky Mount Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,65,NA,48,13,NA,4,Rocky Mount Elementary Franklin County,37.0194814,-79.8654127,5101440
SCH,33,Franklin County,1170,Snow Creek Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,78,NA,96,19,NA,15,Snow Creek Elementary Franklin County,35.780977300000004,-81.2676276,NA
SCH,33,Franklin County,960,Sontag Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,79,NA,69,11,NA,0,Sontag Elementary Franklin County,36.9270907,-79.8403342,5101440
SCH,33,Franklin County,980,Windy Gap Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,81,NA,79,27,NA,19,Windy Gap Elementary Franklin County,37.1690168,-79.8661289,5101440
SCH,34,Frederick County,10,Apple Pie Ridge Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,72,NA,50,21,NA,6,Apple Pie Ridge Elementary Frederick County,39.214822,-78.1796765,5101470
SCH,34,Frederick County,320,Armel Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,63,NA,68,18,NA,12,Armel Elementary Frederick County,39.1025182,-78.155949,5101470
SCH,34,Frederick County,20,Bass-Hoover Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,61,NA,66,12,NA,11,Bass-Hoover Elementary Frederick County,39.0929568,-78.1985919,5101470
SCH,34,Frederick County,587,Evendale Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,52,NA,50,11,NA,7,Evendale Elementary Frederick County,39.1264052,-78.1463523,5101470
SCH,34,Frederick County,380,Gainesboro Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,70,NA,53,14,NA,8,Gainesboro Elementary Frederick County,39.2694948,-78.2478046,5101470
SCH,34,Frederick County,590,Greenwood Mill Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,78,NA,67,22,NA,10,Greenwood Mill Elementary Frederick County,39.170086,-78.105403,5101470
SCH,34,Frederick County,40,Indian Hollow Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,68,NA,43,13,NA,6,Indian Hollow Elementary Frederick County,39.2404594,-78.2871726,5101470
SCH,34,Frederick County,591,Jordan Springs Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,NA,NA,57,NA,NA,7,Jordan Springs Elementary Frederick County,39.2280816,-78.1018569,5101470
SCH,34,Frederick County,340,Middletown Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,76,NA,47,28,NA,5,Middletown Elementary Frederick County,39.4440172,-77.5380197,NA
SCH,34,Frederick County,583,Orchard View Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,78,NA,63,23,NA,7,Orchard View Elementary Frederick County,39.1257705,-78.2375335,5101470
SCH,34,Frederick County,582,Redbud Run Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,58,NA,55,12,NA,10,Redbud Run Elementary Frederick County,39.1908569,-78.1127929,5101470
SCH,34,Frederick County,410,Stonewall Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,66,NA,40,13,NA,5,Stonewall Elementary Frederick County,39.249801,-78.10299,5101470
SCH,110,Fredericksburg City,272,Lafayette Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,50,NA,46,10,NA,4,Lafayette Elementary Fredericksburg City,38.2750854,-77.4902877,5101510
SCH,111,Galax City,10,Galax Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,NA,56,18,NA,2,Galax Elementary Galax City,36.6584348,-80.924911,5101560
SCH,35,Giles County,10,Eastern Elementary/Middle,Elem,PK,7,English: Reading,Gr 3,English Reading,80,NA,69,24,NA,17,Eastern Elementary/Middle Giles County,37.3136684,-80.5803533,NA
