"","Tract","GEOID","NAME","ChildcareAware-0yr-min","ChildcareAware-1yr-min","ChildcareAware-2-3yr-min","ChildcareAware-4-5yr-min","ChildcareAware-5-12yr-min","ChildcareAware-0yr-avg","ChildcareAware-1yr-avg","ChildcareAware-2-3yr-avg","ChildcareAware-4-5yr-avg","ChildcareAware-5-12yr-avg","ChildcareAware-0yr-max","ChildcareAware-1yr-max","ChildcareAware-2-3yr-max","ChildcareAware-4-5yr-max","ChildcareAware-5-12yr-max"
"1157","51810042000","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1158","51153901505","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1159","51580060200","51580","Covington",600,560,480,480,400,600,560,480,480,400,600,560,480,480,400
"1160","51161030205","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"1161","51195931600","51195","Wise",595,560,543.333333333333,513.333333333333,468.333333333333,596.666666666667,562.666666666667,545,516.666666666667,470,600,566.666666666667,546.666666666667,520,471.666666666667
"1162","51031020102","51031","Campbell",560,500,440,420,440,608,544,500,472,500,704,640,560,560,560
"1163","51133020301","51133","Northumberland",834.69876814059,752.171018707483,528.107794784581,492.389591836735,520.865,868.36720521542,771.065136054422,617.065986394558,557.937811791383,550.057407407407,907.26804138322,789.896513605442,691.037641723356,629.46862244898,582.736759259259
"1164","51059482001","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1165","51830370200","51830","Williamsburg",1091,1041,989,883,514.747724867725,1088,1040,988,880,589.675220458554,1091,1041,989,883,674.258880070547
"1166","51141030301","51141","Patrick",500,400,400,400,400,500,400,400,400,400,500,400,400,400,400
"1167","51013102901","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1168","51107611101","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1169","51740213200","51740","Portsmouth",696.833333333333,613.333333333333,503.333333333333,480,425.333333333333,890,813.333333333333,704,665.333333333333,568,1082,1002,907.333333333333,851.333333333333,725
"1170","51177020309","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"1171","51740211100","51740","Portsmouth",696.833333333333,613.333333333333,503.333333333333,480,425.333333333333,890,813.333333333333,704,665.333333333333,568,1082,1002,907.333333333333,851.333333333333,725
"1172","51007930200","51007","Amelia",703.54,693.54,558,538,518,860,830,756,706,626,1024,990,914,870,730
"1173","51063920103","51063","Floyd",556,514,458.888888888889,445.555555555555,477.666666666667,796,729.2,570.222222222222,532.222222222222,477.666666666667,960,878,676.222222222222,610.388888888889,478.333333333333
"1174","51013100200","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1175","51009010401","51009","Amherst",600,500,460,400,400,652,568,508,480,480,704,640,560,560,560
"1176","51059980300","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1177","51107611013","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1178","51061930705","51061","Fauquier",1216,1216,708,708,519.857142857143,1216,1216,800,764,696.714285714286,1216,1216,896,820,862
"1179","51153901012","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1180","51187020601","51187","Warren",540,500,500,480,420,552,544,528,504,448,560,560,540,520,480
"1181","51660000101","51660","Harrisonburg",640,640,560,560,300,668,660,588,580,300,700,680,620,600,300
"1182","51550020002","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1183","51660000204","51660","Harrisonburg",640,640,560,560,300,668,660,588,580,300,700,680,620,600,300
"1184","51059421900","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1185","51137110107","51137","Orange",700,700,512,512,532,840,748,644,596,544,980,800,760,688,560
"1186","51710000100","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"1187","51680000901","51680","Lynchburg",420,420,320,320,320,660,636,516,496,464,796,796,744,652,560
"1188","51810046216","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1189","51191010301","51191","Washington",700,700,700,580,240,700,700,700,580,240,700,700,700,580,240
"1190","51740212900","51740","Portsmouth",696.833333333333,613.333333333333,503.333333333333,480,425.333333333333,890,813.333333333333,704,665.333333333333,568,1082,1002,907.333333333333,851.333333333333,725
"1191","51680000100","51680","Lynchburg",420,420,320,320,320,660,636,516,496,464,796,796,744,652,560
"1192","51013101200","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1193","51059491602","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1194","51087200137","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1195","51033030501","51033","Caroline",750,600,134,134,520,858,600,388,324,520,973,600,520,520,520
"1196","51099040301","51099","King George",780,760,184.6,313.84,486.666666666667,780,760,432,464,545.333333333333,780,760,680,620,606.666666666667
"1197","51810040404","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1198","51590000500","51590","Danville",550.921833333333,510.005166666667,472.8,408.8,416.716666666667,649,599.083333333333,512.4,442,464.183333333333,769.033333333333,714.85,555.2,481.2,509.583333333333
"1199","51057950800","51057","Essex",803.333333333333,720,332.866666666667,349.28,520,839.333333333333,720,500,462.666666666667,520,877.666666666667,720,626.666666666667,580,520
"1200","51510200104","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"1201","51600300100","51600","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1202","51061930305","51061","Fauquier",1216,1216,708,708,519.857142857143,1216,1216,800,764,696.714285714286,1216,1216,896,820,862
"1203","51107611813","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1204","51760070700","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1205","51770002800","51770","Roanoke",220,220,192,200,340,1084,980,708,656,516,1480,1360,932,860,640
"1206","51810040405","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1207","51093280101","51093","Isle of Wight",1100,1100,400,400,468,1100,1100,700,588,468,1100,1100,1000,780,468
"1208","51660000203","51660","Harrisonburg",640,640,560,560,300,668,660,588,580,300,700,680,620,600,300
"1209","51660000207","51660","Harrisonburg",640,640,560,560,300,668,660,588,580,300,700,680,620,600,300
"1210","51003011103","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1211","51087200142","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1212","51049930101","51049","Cumberland",722.551666666667,670.718333333333,584.933333333333,555.6,530.366666666667,819.6,761.766666666667,671.466666666667,637.066666666667,588.5,914.866666666667,859.7,744.533333333333,720.8,642.5
"1213","51001090202","51001","Accomack",600,600,560,560,560,600,600,560,560,560,600,600,560,560,560
"1214","51510200900","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"1215","51510980000","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"1216","51153901602","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1217","51059450900","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1218","51059420300","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1219","51161030207","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"1220","51069050500","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"1221","51550021005","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1222","51059432402","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1223","51015070602","51015","Augusta",700,700,680,660,465,700,700,680,660,484.333333333333,700,700,680,660,504
"1224","51153900408","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1225","51153901507","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1226","51107610702","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1227","51750010201","51750","Radford",554.2,532.1,512.472222222222,478.138888888889,469.416666666667,688.6,657.46,586.555555555556,541.055555555556,469.416666666667,787.4,753.3,660.555555555556,602.159722222222,469.583333333333
"1228","51163930302","51163","Rockbridge",664.505198412698,596.667896825397,552.323809523809,521.561904761905,428.19126984127,681.190476190476,636.353174603175,573.495238095238,549.67619047619,450.899206349206,697.579365079365,677.916666666667,594.361904761905,577.733333333333,473.335714285714
"1229","51059482503","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1230","51027010400","51027","Buchanan",600,560,540,520,500,600,560,540,520,500,600,560,540,520,500
"1231","51810045433","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1232","51059420502","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1233","51650010103","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"1234","51153900503","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1235","51550021503","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1236","51161030502","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"1237","51013103700","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1238","51179010301","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1239","51650010311","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"1240","51165010600","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"1241","51119951100","51119","Middlesex",825.513580498866,742.575598639456,552.099433106576,511.04693877551,520.808333333333,879.000566893424,784.184353741496,648.71156462585,588.709977324263,567.861111111111,943.252324263039,825.73843537415,736.304535147392,676.845918367347,620.134722222222
"1242","51153901224","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1243","51107611601","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1244","51109950400","51109","Louisa",805.784479166667,743.044895833333,578.75,517.25,513.047916666667,895.55,803.935416666667,683.5,624.5,567.697916666667,998.704166666667,862.75625,765,729.5,620.78125
"1245","51127700301","51127","New Kent",756,676,676,596,596,756,676,676,596,596,756,676,676,596,596
"1246","51065020103","51065","Fluvanna",836.275833333333,764.359166666667,600,600,540.383333333333,914.4,835.483333333333,600,600,584.25,992.633333333333,910.05,600,600,626.25
"1247","51087200302","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1248","51139030402","51139","Page",678,644.666666666667,609.333333333333,550,527.791666666667,729.833333333333,698,672,592.666666666667,555.708333333333,801.333333333333,762.666666666667,749.333333333333,653.333333333333,584.583333333333
"1249","51015071000","51015","Augusta",700,700,680,660,465,700,700,680,660,484.333333333333,700,700,680,660,504
"1250","51153901226","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1251","51135000200","51135","Nottoway",723.234513888889,694.477569444444,540.937666666667,527.701,526.084722222222,842.983333333333,799.643055555556,637.271333333333,612.762333333333,616.895833333333,967.647222222222,923.195833333333,718.523666666667,696.433,702.8125
"1252","51025930100","51025","Brunswick",737.841041732804,709.787992791005,484,484,505.014308767952,855.668849206349,811.991117724868,484,484,584.329359410431,983.842466931217,936.115218253968,484,484,661.236765306122
"1253","51650010504","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"1254","51660000205","51660","Harrisonburg",640,640,560,560,300,668,660,588,580,300,700,680,620,600,300
"1255","51107611208","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1256","51199050207","51199","York",813.33937281746,730.30943234127,628.41263640873,578.119944940476,490.980423280423,906.17876984127,836.475257936508,734.315758928571,673.671609623016,574.23897707231,1015.08906746032,941.491845238095,849.456669146826,784.521450892857,671.005996472663
"1257","51730811200","51730","Petersburg",788.079098809524,764.281783994709,586.672580073696,567.72097718254,542.499442176871,931.341666666667,885.762288359788,745.45064484127,717.648224914966,652.762562358277,1109.87945767196,1044.32297619048,916.175010629252,899.770673894558,773.098716553288
"1258","51059491802","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1259","51059421701","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1260","51095080304","51095","James City",740,740,700,660,580,896,868,756,720,636,1055,1005,880,820,696
"1261","51121021102","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1262","51760030200","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1263","51143010200","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"1264","51059431602","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1265","51107611209","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1266","51059461700","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1267","51059452101","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1268","51678930501","51678","Lexington",652.617464726632,581.557059082892,534.580952380952,496.316402116402,417.32266313933,673.010582010582,623.542768959436,559.86455026455,530.085714285714,442.069400352734,693.041446208113,667.527777777778,584.479365079365,563.488888888889,466.343650793651
"1269","51810045422","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1270","51179010210","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1271","51109950303","51109","Louisa",805.784479166667,743.044895833333,578.75,517.25,513.047916666667,895.55,803.935416666667,683.5,624.5,567.697916666667,998.704166666667,862.75625,765,729.5,620.78125
"1272","51710007002","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"1273","51173030301","51173","Smyth",400,400,360,360,376.25,400,400,360,360,376.25,400,400,360,360,376.25
"1274","51810044006","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1275","51059481103","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1276","51009010505","51009","Amherst",600,500,460,400,400,652,568,508,480,480,704,640,560,560,560
"1277","51083930800","51083","Halifax",571.536388888889,513.341944444444,510,410,428.972222222222,640.333333333333,577.805555555556,508,408,498.083333333333,737.722222222222,678.083333333333,510,410,563.75
"1278","51683910402","51683","Manassas",1080,940,940,940,586.16,1652,1580,1484,1436,1036,3500,3400,3200,3160,2600
"1279","51099040500","51099","King George",780,760,184.6,313.84,486.666666666667,780,760,432,464,545.333333333333,780,760,680,620,606.666666666667
"1280","51003010303","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1281","51179010304","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1282","51760010600","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1283","51107610102","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1284","51069050402","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"1285","51127700200","51127","New Kent",756,676,676,596,596,756,676,676,596,596,756,676,676,596,596
"1286","51683910401","51683","Manassas",1080,940,940,940,586.16,1652,1580,1484,1436,1036,3500,3400,3200,3160,2600
"1287","51165011900","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"1288","51800075801","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"1289","51005080100","51005","Alleghany",648,574.666666666667,534.666666666667,502.666666666667,400,648,604,537.333333333333,505.333333333333,400,648,634.666666666667,541.333333333333,509.333333333333,400
"1290","51059450602","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1291","51700032131","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"1292","51650010304","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"1293","51115951302","51115","Mathews",837.553190476191,747.055571428572,592.088095238095,549.705714285714,514.733333333333,893.511904761905,805.971428571429,687.042857142857,627.609523809524,573.555555555556,960.598809523809,860.807142857143,778.995238095238,717.364285714286,639.677777777778
"1294","51107611002","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"1295","51135000102","51135","Nottoway",723.234513888889,694.477569444444,540.937666666667,527.701,526.084722222222,842.983333333333,799.643055555556,637.271333333333,612.762333333333,616.895833333333,967.647222222222,923.195833333333,718.523666666667,696.433,702.8125
"1296","51165010302","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"1297","51680001601","51680","Lynchburg",420,420,320,320,320,660,636,516,496,464,796,796,744,652,560
"1298","51105950200","51105","Lee",591.111111111111,560,545.925925925926,508.148148148148,443.703703703704,594.074074074074,564.740740740741,548.888888888889,514.074074074074,446.666666666667,600,571.851851851852,551.851851851852,520,449.62962962963
"1299","51580060100","51580","Covington",600,560,480,480,400,600,560,480,480,400,600,560,480,480,400
"1300","51710006501","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"1301","51059440202","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1302","51710004002","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"1303","51590000800","51590","Danville",550.921833333333,510.005166666667,472.8,408.8,416.716666666667,649,599.083333333333,512.4,442,464.183333333333,769.033333333333,714.85,555.2,481.2,509.583333333333
"1304","51153900100","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1305","51013102701","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"1306","51041100816","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1307","51035080601","51035","Carroll",460,390,413.333333333333,413.333333333333,450,460,390,413.333333333333,413.333333333333,450,460,390,413.333333333333,413.333333333333,450
"1308","51183870400","51183","Sussex",791.238580555556,765.205525,518.937921626984,509.7253125,502.312761904762,931.947222222222,889.0175,586.694791666667,571.107713293651,574.699047619048,1092.08027777778,1034.94416666667,658.428546626984,645.292633928571,653.063238095238
"1309","51059452802","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1310","51143010100","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"1311","51061930706","51061","Fauquier",1216,1216,708,708,519.857142857143,1216,1216,800,764,696.714285714286,1216,1216,896,820,862
"1312","51770000300","51770","Roanoke",220,220,192,200,340,1084,980,708,656,516,1480,1360,932,860,640
"1313","51093280106","51093","Isle of Wight",1100,1100,400,400,468,1100,1100,700,588,468,1100,1100,1000,780,468
"1314","51143011200","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"1315","51121020701","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"1316","51139030300","51139","Page",678,644.666666666667,609.333333333333,550,527.791666666667,729.833333333333,698,672,592.666666666667,555.708333333333,801.333333333333,762.666666666667,749.333333333333,653.333333333333,584.583333333333
"1317","51019030204","51019","Bedford",560,560,500,500,380,560,560,500,500,380,560,560,500,500,380
"1318","51041100505","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1319","51059480203","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1320","51059481702","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1321","51059480503","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1322","51003010801","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"1323","51179010403","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"1324","51510200703","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"1325","51069051001","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"1326","51185020800","51185","Tazewell",548,524,504,472,407.25,548,524,504,472,407.25,548,524,504,472,407.25
"1327","51059421200","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1328","51155210201","51155","Pulaski",519.466666666667,486.4,500,500,500,609.066666666667,569.973333333333,500,500,500,674.933333333333,633.866666666667,500,500,500
"1329","51061930402","51061","Fauquier",1216,1216,708,708,519.857142857143,1216,1216,800,764,696.714285714286,1216,1216,896,820,862
"1330","51800075407","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"1331","51067020701","51067","Franklin",440,440,360,360,360,960,900,644,576,360,1480,1360,932,792,360
"1332","51760070300","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"1333","51041100821","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1334","51177020203","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"1335","51145500101","51145","Powhatan",580,560,540,500,520,688,668,664,604,528,800,780,740,720,540
"1336","51153900904","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1337","51109950202","51109","Louisa",805.784479166667,743.044895833333,578.75,517.25,513.047916666667,895.55,803.935416666667,683.5,624.5,567.697916666667,998.704166666667,862.75625,765,729.5,620.78125
"1338","51810045428","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1339","51153901211","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1340","51015070300","51015","Augusta",700,700,680,660,465,700,700,680,660,484.333333333333,700,700,680,660,504
"1341","51087201403","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"1342","51810045200","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1343","51195931500","51195","Wise",595,560,543.333333333333,513.333333333333,468.333333333333,596.666666666667,562.666666666667,545,516.666666666667,470,600,566.666666666667,546.666666666667,520,471.666666666667
"1344","51810042801","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"1345","51153901231","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"1346","51089011200","51089","Henry",520,520,368,348,413.333333333333,520,520,432,424,413.333333333333,520,520,500,500,413.333333333333
"1347","51059481600","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1348","51143010301","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"1349","51105950600","51105","Lee",591.111111111111,560,545.925925925926,508.148148148148,443.703703703704,594.074074074074,564.740740740741,548.888888888889,514.074074074074,446.666666666667,600,571.851851851852,551.851851851852,520,449.62962962963
"1350","51143010500","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"1351","51041100819","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"1352","51510200102","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"1353","51143011002","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"1354","51069050900","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"1355","51700030100","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"1356","51085321403","51085","Hanover",880,832,640,472,420,996,916,780,660,600,1196,980,904,800,760
"1357","51001090500","51001","Accomack",600,600,560,560,560,600,600,560,560,560,600,600,560,560,560
"1358","51191010601","51191","Washington",700,700,700,580,240,700,700,700,580,240,700,700,700,580,240
"1359","51085321401","51085","Hanover",880,832,640,472,420,996,916,780,660,600,1196,980,904,800,760
"1360","51161030601","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"1361","51061930401","51061","Fauquier",1216,1216,708,708,519.857142857143,1216,1216,800,764,696.714285714286,1216,1216,896,820,862
"1362","51550020908","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"1363","51059415800","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"1364","51025930203","51025","Brunswick",737.841041732804,709.787992791005,484,484,505.014308767952,855.668849206349,811.991117724868,484,484,584.329359410431,983.842466931217,936.115218253968,484,484,661.236765306122
"1365","51177020106","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"1366","51073100500","51073","Gloucester",845.158222222222,748.002666666667,636.711111111111,590.18,507.68,911.888888888889,831.866666666667,734.533333333333,674.844444444444,584.8,993.044444444444,907.766666666667,836.811111111111,773.7,671.28
"1367","51730811100","51730","Petersburg",788.079098809524,764.281783994709,586.672580073696,567.72097718254,542.499442176871,931.341666666667,885.762288359788,745.45064484127,717.648224914966,652.762562358277,1109.87945767196,1044.32297619048,916.175010629252,899.770673894558,773.098716553288
