"","Tract","GEOID","NAME","ChildcareAware-0yr-min","ChildcareAware-1yr-min","ChildcareAware-2-3yr-min","ChildcareAware-4-5yr-min","ChildcareAware-5-12yr-min","ChildcareAware-0yr-avg","ChildcareAware-1yr-avg","ChildcareAware-2-3yr-avg","ChildcareAware-4-5yr-avg","ChildcareAware-5-12yr-avg","ChildcareAware-0yr-max","ChildcareAware-1yr-max","ChildcareAware-2-3yr-max","ChildcareAware-4-5yr-max","ChildcareAware-5-12yr-max"
"505","51730810600","51730","Petersburg",788.079098809524,764.281783994709,586.672580073696,567.72097718254,542.499442176871,931.341666666667,885.762288359788,745.45064484127,717.648224914966,652.762562358277,1109.87945767196,1044.32297619048,916.175010629252,899.770673894558,773.098716553288
"506","51107611023","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"507","51700031902","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"508","51013102803","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"509","51059980200","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"510","51041100300","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"511","51760021000","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"512","51193010402","51193","Westmoreland",809.897334224166,727.815818999028,421.046011499838,413.743819241983,518.746619047619,852.878988500162,742.797060252672,557.184936831876,510.423769031422,548.043968253968,901.141352850664,758.76684888241,665.731908001296,614.415925655977,580.45776984127
"513","51059481101","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"514","51550021505","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"515","51059451400","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"516","51710004500","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"517","51059430201","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"518","51800075404","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"519","51059482201","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"520","51059421102","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"521","51700032124","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"522","51690000100","51690","Martinsville",540,520,500,480,480,540,520,500,480,480,540,520,500,480,480
"523","51800065301","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"524","51760070602","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"525","51059490101","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"526","51013103504","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"527","51059491803","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"528","51680000902","51680","Lynchburg",420,420,320,320,320,660,636,516,496,464,796,796,744,652,560
"529","51059471303","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"530","51710005701","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"531","51013103200","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"532","51810046009","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"533","51059460503","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"534","51041100820","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"535","51510200404","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"536","51013102802","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"537","51760040300","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"538","51710004200","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"539","51059431900","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"540","51101950200","51101","King William",791.301079365079,720.431238095238,535.28253968254,481.465714285714,522.97,883.81746031746,782.938095238095,656.176190476191,591.487301587302,584.366666666667,1001.40158730159,850.12380952381,769.239682539683,715.414285714286,648.828333333333
"541","51810045405","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"542","51510201900","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"543","51710005500","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"544","51710006607","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"545","51059440702","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"546","51153901101","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"547","51059481000","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"548","51153900203","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"549","51161031102","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"550","51153901237","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"551","51013103401","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"552","51041100937","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"553","51710002400","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"554","51810042400","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"555","51550021010","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"556","51107611031","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"557","51740213002","51740","Portsmouth",696.833333333333,613.333333333333,503.333333333333,480,425.333333333333,890,813.333333333333,704,665.333333333333,568,1082,1002,907.333333333333,851.333333333333,725
"558","51059440505","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"559","51510200407","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"560","51710001100","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"561","51161030206","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"562","51025930202","51025","Brunswick",737.841041732804,709.787992791005,484,484,505.014308767952,855.668849206349,811.991117724868,484,484,584.329359410431,983.842466931217,936.115218253968,484,484,661.236765306122
"563","51810044402","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"564","51177020408","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"565","51177020111","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"566","51550020600","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"567","51810040000","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"568","51087201404","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"569","51067020702","51067","Franklin",440,440,360,360,360,960,900,644,576,360,1480,1360,932,792,360
"570","51059481104","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"571","51001090300","51001","Accomack",600,600,560,560,560,600,600,560,560,560,600,600,560,560,560
"572","51165010900","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"573","51550021405","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"574","51013102500","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"575","51740980100","51740","Portsmouth",696.833333333333,613.333333333333,503.333333333333,480,425.333333333333,890,813.333333333333,704,665.333333333333,568,1082,1002,907.333333333333,851.333333333333,725
"576","51550021009","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"577","51059415100","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"578","51015071101","51015","Augusta",700,700,680,660,465,700,700,680,660,484.333333333333,700,700,680,660,504
"579","51197050401","51197","Wythe",485.6,452.8,433.402777777778,422.236111111111,414.520833333333,533.3,496.48,451.944444444444,437.194444444444,414.520833333333,567.2,528.4,469.944444444444,451.121527777778,414.604166666667
"580","51063920102","51063","Floyd",556,514,458.888888888889,445.555555555555,477.666666666667,796,729.2,570.222222222222,532.222222222222,477.666666666667,960,878,676.222222222222,610.388888888889,478.333333333333
"581","51059432600","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"582","51195931300","51195","Wise",595,560,543.333333333333,513.333333333333,468.333333333333,596.666666666667,562.666666666667,545,516.666666666667,470,600,566.666666666667,546.666666666667,520,471.666666666667
"583","51510201802","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"584","51059451601","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"585","51810044007","51810","Virginia Beach",725,640,600,580,400,996,916,836,792,660,1320,1200,1060,1060,940
"586","51005080302","51005","Alleghany",648,574.666666666667,534.666666666667,502.666666666667,400,648,604,537.333333333333,505.333333333333,400,648,634.666666666667,541.333333333333,509.333333333333,400
"587","51069050600","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"588","51680001700","51680","Lynchburg",420,420,320,320,320,660,636,516,496,464,796,796,744,652,560
"589","51195931700","51195","Wise",595,560,543.333333333333,513.333333333333,468.333333333333,596.666666666667,562.666666666667,545,516.666666666667,470,600,566.666666666667,546.666666666667,520,471.666666666667
"590","51710004800","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"591","51187020101","51187","Warren",540,500,500,480,420,552,544,528,504,448,560,560,540,520,480
"592","51075400500","51075","Goochland",1140,1020,864,840,800,1140,1020,864,840,800,1140,1020,864,840,800
"593","51059480902","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"594","51107611810","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"595","51109950101","51109","Louisa",805.784479166667,743.044895833333,578.75,517.25,513.047916666667,895.55,803.935416666667,683.5,624.5,567.697916666667,998.704166666667,862.75625,765,729.5,620.78125
"596","51013103405","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"597","51670820300","51670","Hopewell",763.616444444444,737.823851851852,586.824305555555,560.617361111111,527.883333333333,946.777777777778,896.474074074074,775.351388888889,745.775694444445,659.805555555556,1202.1537037037,1119.61666666667,1007.54236111111,1019.01458333333,822.661111111111
"598","51041101013","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"599","51550020810","51550","Chesapeake",740,740,500,500,428,1008,920,760,704,620,1216,1176,1056,936,856
"600","51700032228","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"601","51760050100","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"602","51750010101","51750","Radford",554.2,532.1,512.472222222222,478.138888888889,469.416666666667,688.6,657.46,586.555555555556,541.055555555556,469.416666666667,787.4,753.3,660.555555555556,602.159722222222,469.583333333333
"603","51760070100","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"604","51678980000","51678","Lexington",652.617464726632,581.557059082892,534.580952380952,496.316402116402,417.32266313933,673.010582010582,623.542768959436,559.86455026455,530.085714285714,442.069400352734,693.041446208113,667.527777777778,584.479365079365,563.488888888889,466.343650793651
"605","51510200108","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"606","51059430101","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"607","51177020403","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"608","51031020800","51031","Campbell",560,500,440,420,440,608,544,500,472,500,704,640,560,560,560
"609","51069051002","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"610","51710002000","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"611","51177020311","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"612","51003011302","51003","Albemarle",820,760,680,460,404,928,852,812,680,441.333333333333,1040,944,944,900,480
"613","51059421103","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"614","51161030300","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"615","51199051100","51199","York",813.33937281746,730.30943234127,628.41263640873,578.119944940476,490.980423280423,906.17876984127,836.475257936508,734.315758928571,673.671609623016,574.23897707231,1015.08906746032,941.491845238095,849.456669146826,784.521450892857,671.005996472663
"616","51161030804","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"617","51065020104","51065","Fluvanna",836.275833333333,764.359166666667,600,600,540.383333333333,914.4,835.483333333333,600,600,584.25,992.633333333333,910.05,600,600,626.25
"618","51510200704","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"619","51121021000","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"620","51610500300","51610","Falls Church",1800,1320,1100,1100,1100,1800,1560,1332,1180,1100,1800,1800,1644,1344,1100
"621","51059440100","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"622","51141030302","51141","Patrick",500,400,400,400,400,500,400,400,400,400,500,400,400,400,400
"623","51199050303","51199","York",813.33937281746,730.30943234127,628.41263640873,578.119944940476,490.980423280423,906.17876984127,836.475257936508,734.315758928571,673.671609623016,574.23897707231,1015.08906746032,941.491845238095,849.456669146826,784.521450892857,671.005996472663
"624","51143011400","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"625","51069050805","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"626","51121020301","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"627","51077060201","51077","Grayson",420,380,340,340,345,420,380,340,340,345,420,380,340,340,345
"628","51085320902","51085","Hanover",880,832,640,472,420,996,916,780,660,600,1196,980,904,800,760
"629","51760041400","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"630","51095080103","51095","James City",740,740,700,660,580,896,868,756,720,636,1055,1005,880,820,696
"631","51800075208","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"632","51135000101","51135","Nottoway",723.234513888889,694.477569444444,540.937666666667,527.701,526.084722222222,842.983333333333,799.643055555556,637.271333333333,612.762333333333,616.895833333333,967.647222222222,923.195833333333,718.523666666667,696.433,702.8125
"633","51153901102","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"634","51059432702","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"635","51043010200","51043","Clarke",984,948,780,712,544,984,948,780,712,544,984,948,780,712,544
"636","51059491701","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"637","51199050206","51199","York",813.33937281746,730.30943234127,628.41263640873,578.119944940476,490.980423280423,906.17876984127,836.475257936508,734.315758928571,673.671609623016,574.23897707231,1015.08906746032,941.491845238095,849.456669146826,784.521450892857,671.005996472663
"638","51191010101","51191","Washington",700,700,700,580,240,700,700,700,580,240,700,700,700,580,240
"639","51143011301","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"640","51045050100","51045","Craig",584,584,584,488,400,584,584,584,488,400,584,584,584,488,400
"641","51059415200","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"642","51153901228","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"643","51760070601","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"644","51840000302","51840","Winchester",760,760,740,600,280,812,784,744,680,508,840,800,760,720,864
"645","51153901411","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"646","51161030702","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"647","51059451800","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"648","51153900410","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"649","51510201000","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"650","51650011300","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"651","51770001100","51770","Roanoke",220,220,192,200,340,1084,980,708,656,516,1480,1360,932,860,640
"652","51059461603","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"653","51013102302","51013","Arlington",1000,1000,1000,1000,1388,1788,1756,1528,1428,1412,2040,2040,1776,1620,1440
"654","51165011000","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"655","51775010200","51775","Salem",720,620,560,560,468,1224,1112,808,712,556,1480,1360,932,792,620
"656","51153901414","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"657","51117930500","51117","Mecklenburg",612.638518518518,562.268148148148,500,500,446.074074074074,700.444444444444,642.962962962963,500,500,525.777777777778,803.407407407407,749.111111111111,500,500,600
"658","51590001301","51590","Danville",550.921833333333,510.005166666667,472.8,408.8,416.716666666667,649,599.083333333333,512.4,442,464.183333333333,769.033333333333,714.85,555.2,481.2,509.583333333333
"659","51059490501","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"660","51023040502","51023","Botetourt",760,580,540,540,447.533333333333,760,668,548,548,448.822222222222,760,760,560,560,450.933333333333
"661","51179010502","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"662","51165010802","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"663","51179010405","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"664","51650011500","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"665","51009010506","51009","Amherst",600,500,460,400,400,652,568,508,480,480,704,640,560,560,560
"666","51161031101","51161","Roanoke",780,740,500,500,596,1304,1204,736,672,596,1480,1360,932,792,600
"667","51107611502","51107","Loudoun",1180,1180,1000,992,500,1556,1488,1360,1280,1156,1820,1780,1720,1640,1600
"668","51059490104","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"669","51059490105","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"670","51185020200","51185","Tazewell",548,524,504,472,407.25,548,524,504,472,407.25,548,524,504,472,407.25
"671","51143010400","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"672","51031020101","51031","Campbell",560,500,440,420,440,608,544,500,472,500,704,640,560,560,560
"673","51770001200","51770","Roanoke",220,220,192,200,340,1084,980,708,656,516,1480,1360,932,860,640
"674","51143011001","51143","Pittsylvania",530.307277777778,506.668388888889,435.6,407.6,404.461111111111,657.666666666667,620.361111111111,516.8,476,430.283333333333,800.344444444444,751.616666666667,600.4,552.4,455.416666666667
"675","51171040201","51171","Shenandoah",540,420,420,420,800,632,592,592,588,800,800,800,800,800,800
"676","51167030403","51167","Russell",600,560,540,520,500,600,560,540,520,500,600,560,540,520,500
"677","51710005601","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"678","51510200801","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"679","51700031800","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"680","51019030602","51019","Bedford",560,560,500,500,380,560,560,500,500,380,560,560,500,500,380
"681","51007930101","51007","Amelia",703.54,693.54,558,538,518,860,830,756,706,626,1024,990,914,870,730
"682","51093280108","51093","Isle of Wight",1100,1100,400,400,468,1100,1100,700,588,468,1100,1100,1000,780,468
"683","51165011500","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"684","51059491201","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"685","51177020305","51177","Spotsylvania",740,708,660,620,368,800,792,716,692,524,868,868,788,768,680
"686","51770002501","51770","Roanoke",220,220,192,200,340,1084,980,708,656,516,1480,1360,932,860,640
"687","51121021501","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"688","51187020602","51187","Warren",540,500,500,480,420,552,544,528,504,448,560,560,540,520,480
"689","51059431300","51059","Fairfax",289.12,289.12,268.6,232.6,620,1524,1456,1340,1252,1072,2295,2065,1940,1840,1836.92
"690","51660000401","51660","Harrisonburg",640,640,560,560,300,668,660,588,580,300,700,680,620,600,300
"691","51700032400","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"692","51510201400","51510","Alexandria",896,896,848,512,460,1664,1544,1456,1300,460,2032,1800,1708,1660,460
"693","51179010218","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"694","51181860200","51181","Surry",871.765236111111,803.588847222222,607.644618055556,572.048020833333,480.330476190476,971.069444444444,915.276388888889,730.705208333333,675.874826388889,563.661904761905,1090.74583333333,1028.12083333333,867.320659722222,801.5359375,658.749523809524
"695","51087200414","51087","Henrico",620,580,520,460,400,1040,964,796,768,624,1738,1562,1298,1480,1000
"696","51800065200","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"697","51111930300","51111","Lunenburg",683.306388888889,646.778611111111,508.255,496.405,491.305555555556,788.333333333333,739.472222222222,557.89,542.245,583.083333333333,901.055555555556,853.083333333333,603.585,588.865,668.75
"698","51153901407","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"699","51069050401","51069","Frederick",700,680,500,500,280,812,788,624,600,508,1024,984,944,864,864
"700","51171040600","51171","Shenandoah",540,420,420,420,800,632,592,592,588,800,800,800,800,800,800
"701","51019030504","51019","Bedford",560,560,500,500,380,560,560,500,500,380,560,560,500,500,380
"702","51800075504","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"703","51179010219","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"704","51650011800","51650","Hampton",520,520,420,380,360,784,772,640,588,460,1064,1064,876,800,600
"705","51700031100","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"706","51191010502","51191","Washington",700,700,700,580,240,700,700,700,580,240,700,700,700,580,240
"707","51700032128","51700","Newport News",916,580,500,500,340,948,804,716,680,536,980,920,880,820,750
"708","51165010400","51165","Rockingham",592,592,568,500,360,708,696,652,544,400,860,860,800,660,440
"709","51179010307","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"710","51019030101","51019","Bedford",560,560,500,500,380,560,560,500,500,380,560,560,500,500,380
"711","51710005800","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"712","51760010800","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
"713","51149850302","51149","Prince George",766.462666666667,741.973777777778,573.045833333333,550.404166666667,524.233333333333,940.666666666667,892.311111111111,739.908333333333,713.754166666667,644.833333333333,1177.65555555556,1101.1,943.554166666667,952.3875,791.566666666667
"714","51710006901","51710","Norfolk",600,520,480,400,420,808,724,648,624,528,1000,840,840,820,600
"715","51121021502","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"716","51740213101","51740","Portsmouth",696.833333333333,613.333333333333,503.333333333333,480,425.333333333333,890,813.333333333333,704,665.333333333333,568,1082,1002,907.333333333333,851.333333333333,725
"717","51730811300","51730","Petersburg",788.079098809524,764.281783994709,586.672580073696,567.72097718254,542.499442176871,931.341666666667,885.762288359788,745.45064484127,717.648224914966,652.762562358277,1109.87945767196,1044.32297619048,916.175010629252,899.770673894558,773.098716553288
"718","51041100902","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"719","51075400101","51075","Goochland",1140,1020,864,840,800,1140,1020,864,840,800,1140,1020,864,840,800
"720","51061930707","51061","Fauquier",1216,1216,708,708,519.857142857143,1216,1216,800,764,696.714285714286,1216,1216,896,820,862
"721","51067020104","51067","Franklin",440,440,360,360,360,960,900,644,576,360,1480,1360,932,792,360
"722","51153901235","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"723","51121021201","51121","Montgomery",600,600,580,500,560,756,752,728,632,560,880,880,880,765,560
"724","51179010106","51179","Stafford",600,600,368,384,420,856,832,716,712,596,1048,1048,928,908,780
"725","51800075106","51800","Suffolk",680,680,520,520,604,796,744,624,604,604,912,812,732,672,604
"726","51125950202","51125","Nelson",671.536388888889,623.341944444444,537.933333333333,472.6,443.138888888889,736.333333333333,686.472222222222,624.8,576.066666666667,495.027777777778,799.055555555556,752.083333333333,698.866666666667,672.466666666667,543.75
"727","51153901409","51153","Prince William",800,720,640,640,500,1224,1180,1076,1028,792,1616,1540,1452,1360,1200
"728","51041100705","51041","Chesterfield",827.08,827.08,576,576,516,1032,992,848,808,724,1248,1200,1088,1020,920
"729","51760020400","51760","Richmond",208,208,340,340,340,1000,944,704,664,392,1400,1153.84,1153.84,1153.84,500
