"geoid","year","NAME","measure","region_type","value"
51013102802,2020,"Census Tract 1028.02, Arlington County, Virginia","average_years_schooling","tract",16.1420150053591
51013102803,2020,"Census Tract 1028.03, Arlington County, Virginia","average_years_schooling","tract",15.0211062590975
51013102804,2020,"Census Tract 1028.04, Arlington County, Virginia","average_years_schooling","tract",13.8321496858782
51013102901,2020,"Census Tract 1029.01, Arlington County, Virginia","average_years_schooling","tract",16.8846452113222
51013102903,2020,"Census Tract 1029.03, Arlington County, Virginia","average_years_schooling","tract",16.5929768555467
51013102904,2020,"Census Tract 1029.04, Arlington County, Virginia","average_years_schooling","tract",15.5299847211612
51013103000,2020,"Census Tract 1030, Arlington County, Virginia","average_years_schooling","tract",17.1369254538432
51013103100,2020,"Census Tract 1031, Arlington County, Virginia","average_years_schooling","tract",14.9115823164633
51013103200,2020,"Census Tract 1032, Arlington County, Virginia","average_years_schooling","tract",15.6414880461665
51013103300,2020,"Census Tract 1033, Arlington County, Virginia","average_years_schooling","tract",15.9241329479769
51013103401,2020,"Census Tract 1034.01, Arlington County, Virginia","average_years_schooling","tract",12.9745879120879
51013103403,2020,"Census Tract 1034.03, Arlington County, Virginia","average_years_schooling","tract",16.4006622516556
51013103404,2020,"Census Tract 1034.04, Arlington County, Virginia","average_years_schooling","tract",16.4236977256053
51013103405,2020,"Census Tract 1034.05, Arlington County, Virginia","average_years_schooling","tract",16.8825412874958
51013103501,2020,"Census Tract 1035.01, Arlington County, Virginia","average_years_schooling","tract",16.7791411042945
51013103503,2020,"Census Tract 1035.03, Arlington County, Virginia","average_years_schooling","tract",16.729723657605
51013103504,2020,"Census Tract 1035.04, Arlington County, Virginia","average_years_schooling","tract",16.5063915266618
51013103505,2020,"Census Tract 1035.05, Arlington County, Virginia","average_years_schooling","tract",16.3525286083426
51013103601,2020,"Census Tract 1036.01, Arlington County, Virginia","average_years_schooling","tract",16.4473563218391
51013103602,2020,"Census Tract 1036.02, Arlington County, Virginia","average_years_schooling","tract",17.0407816482583
51013103700,2020,"Census Tract 1037, Arlington County, Virginia","average_years_schooling","tract",17.1803991811668
51013103800,2020,"Census Tract 1038, Arlington County, Virginia","average_years_schooling","tract",16.0489599188229
51013980100,2020,"Census Tract 9801, Arlington County, Virginia","average_years_schooling","tract",NA
51013980200,2020,"Census Tract 9802, Arlington County, Virginia","average_years_schooling","tract",NA
51059415100,2020,"Census Tract 4151, Fairfax County, Virginia","average_years_schooling","tract",15.0324675324675
51059415200,2020,"Census Tract 4152, Fairfax County, Virginia","average_years_schooling","tract",16.1825864779874
51059415300,2020,"Census Tract 4153, Fairfax County, Virginia","average_years_schooling","tract",14.3832592121982
51059415401,2020,"Census Tract 4154.01, Fairfax County, Virginia","average_years_schooling","tract",13.380821559393
51059415402,2020,"Census Tract 4154.02, Fairfax County, Virginia","average_years_schooling","tract",15.7142548596112
51059415500,2020,"Census Tract 4155, Fairfax County, Virginia","average_years_schooling","tract",15.6291282051282
51059415600,2020,"Census Tract 4156, Fairfax County, Virginia","average_years_schooling","tract",16.5094428706327
51059415700,2020,"Census Tract 4157, Fairfax County, Virginia","average_years_schooling","tract",16.7289866457188
51059415800,2020,"Census Tract 4158, Fairfax County, Virginia","average_years_schooling","tract",15.9842497927604
51059415900,2020,"Census Tract 4159, Fairfax County, Virginia","average_years_schooling","tract",15.6564393939394
51059416000,2020,"Census Tract 4160, Fairfax County, Virginia","average_years_schooling","tract",14.4122281402574
51059416100,2020,"Census Tract 4161, Fairfax County, Virginia","average_years_schooling","tract",16.1375502008032
51059416200,2020,"Census Tract 4162, Fairfax County, Virginia","average_years_schooling","tract",14.8425105891413
51059416300,2020,"Census Tract 4163, Fairfax County, Virginia","average_years_schooling","tract",15.2903010033445
51059420100,2020,"Census Tract 4201, Fairfax County, Virginia","average_years_schooling","tract",13.7032773564464
51059420201,2020,"Census Tract 4202.01, Fairfax County, Virginia","average_years_schooling","tract",15.0768414671112
51059420202,2020,"Census Tract 4202.02, Fairfax County, Virginia","average_years_schooling","tract",16.0158244002042
51059420203,2020,"Census Tract 4202.03, Fairfax County, Virginia","average_years_schooling","tract",16.01231633535
51059420300,2020,"Census Tract 4203, Fairfax County, Virginia","average_years_schooling","tract",15.1946345771694
51059420400,2020,"Census Tract 4204, Fairfax County, Virginia","average_years_schooling","tract",16.2212478920742
51059420501,2020,"Census Tract 4205.01, Fairfax County, Virginia","average_years_schooling","tract",16.3671171171171
51059420502,2020,"Census Tract 4205.02, Fairfax County, Virginia","average_years_schooling","tract",15.6158798283262
51059420503,2020,"Census Tract 4205.03, Fairfax County, Virginia","average_years_schooling","tract",15.2321428571429
51059420600,2020,"Census Tract 4206, Fairfax County, Virginia","average_years_schooling","tract",14.6558251133031
51059420700,2020,"Census Tract 4207, Fairfax County, Virginia","average_years_schooling","tract",14.9961663226187
51059420800,2020,"Census Tract 4208, Fairfax County, Virginia","average_years_schooling","tract",14.6780631725095
51059421001,2020,"Census Tract 4210.01, Fairfax County, Virginia","average_years_schooling","tract",14.344696969697
51059421002,2020,"Census Tract 4210.02, Fairfax County, Virginia","average_years_schooling","tract",14.5049911268855
51059421101,2020,"Census Tract 4211.01, Fairfax County, Virginia","average_years_schooling","tract",15.2101765522714
51059421102,2020,"Census Tract 4211.02, Fairfax County, Virginia","average_years_schooling","tract",15.3142039717267
51059421103,2020,"Census Tract 4211.03, Fairfax County, Virginia","average_years_schooling","tract",15.0853867580887
51059421200,2020,"Census Tract 4212, Fairfax County, Virginia","average_years_schooling","tract",15.3339719029374
51059421300,2020,"Census Tract 4213, Fairfax County, Virginia","average_years_schooling","tract",15.1810610734115
51059421400,2020,"Census Tract 4214, Fairfax County, Virginia","average_years_schooling","tract",13.4246105919003
51059421500,2020,"Census Tract 4215, Fairfax County, Virginia","average_years_schooling","tract",12.9459222961148
51059421600,2020,"Census Tract 4216, Fairfax County, Virginia","average_years_schooling","tract",12.5665664590938
51059421701,2020,"Census Tract 4217.01, Fairfax County, Virginia","average_years_schooling","tract",12.7154127923359
51059421702,2020,"Census Tract 4217.02, Fairfax County, Virginia","average_years_schooling","tract",13.8557300756254
51059421800,2020,"Census Tract 4218, Fairfax County, Virginia","average_years_schooling","tract",13.3060318741174
51059421900,2020,"Census Tract 4219, Fairfax County, Virginia","average_years_schooling","tract",13.9240719910011
51059422000,2020,"Census Tract 4220, Fairfax County, Virginia","average_years_schooling","tract",14.6711811023622
51059422101,2020,"Census Tract 4221.01, Fairfax County, Virginia","average_years_schooling","tract",14.567628650904
51059422102,2020,"Census Tract 4221.02, Fairfax County, Virginia","average_years_schooling","tract",14.027015154843
51059422201,2020,"Census Tract 4222.01, Fairfax County, Virginia","average_years_schooling","tract",15.3395536040981
51059422202,2020,"Census Tract 4222.02, Fairfax County, Virginia","average_years_schooling","tract",14.6920007979254
51059422301,2020,"Census Tract 4223.01, Fairfax County, Virginia","average_years_schooling","tract",14.9242488362251
51059422302,2020,"Census Tract 4223.02, Fairfax County, Virginia","average_years_schooling","tract",14.6938575899844
51059422401,2020,"Census Tract 4224.01, Fairfax County, Virginia","average_years_schooling","tract",15.3190804597701
51059422402,2020,"Census Tract 4224.02, Fairfax County, Virginia","average_years_schooling","tract",15.3883655804481
51059422403,2020,"Census Tract 4224.03, Fairfax County, Virginia","average_years_schooling","tract",14.8075664621677
51059430101,2020,"Census Tract 4301.01, Fairfax County, Virginia","average_years_schooling","tract",15.8218250744652
51059430102,2020,"Census Tract 4301.02, Fairfax County, Virginia","average_years_schooling","tract",15.1206369982548
51059430201,2020,"Census Tract 4302.01, Fairfax County, Virginia","average_years_schooling","tract",15.2778884462151
51059430202,2020,"Census Tract 4302.02, Fairfax County, Virginia","average_years_schooling","tract",15.1393442622951
51059430203,2020,"Census Tract 4302.03, Fairfax County, Virginia","average_years_schooling","tract",15.5089402529437
51059430400,2020,"Census Tract 4304, Fairfax County, Virginia","average_years_schooling","tract",14.8104158860997
51059430500,2020,"Census Tract 4305, Fairfax County, Virginia","average_years_schooling","tract",14.8971471471471
51059430600,2020,"Census Tract 4306, Fairfax County, Virginia","average_years_schooling","tract",12.7881932912654
51059430700,2020,"Census Tract 4307, Fairfax County, Virginia","average_years_schooling","tract",14.2255555555556
51059430801,2020,"Census Tract 4308.01, Fairfax County, Virginia","average_years_schooling","tract",14.8331730769231
51059430802,2020,"Census Tract 4308.02, Fairfax County, Virginia","average_years_schooling","tract",15.2785690626035
51059430901,2020,"Census Tract 4309.01, Fairfax County, Virginia","average_years_schooling","tract",15.3184442418718
51059430902,2020,"Census Tract 4309.02, Fairfax County, Virginia","average_years_schooling","tract",15.0938697318008
51059431001,2020,"Census Tract 4310.01, Fairfax County, Virginia","average_years_schooling","tract",14.6821014181349
51059431002,2020,"Census Tract 4310.02, Fairfax County, Virginia","average_years_schooling","tract",15.0012547051443
51059431300,2020,"Census Tract 4313, Fairfax County, Virginia","average_years_schooling","tract",15.1118728121354
51059431400,2020,"Census Tract 4314, Fairfax County, Virginia","average_years_schooling","tract",15.1531886024423
51059431500,2020,"Census Tract 4315, Fairfax County, Virginia","average_years_schooling","tract",15.6088719017836
51059431601,2020,"Census Tract 4316.01, Fairfax County, Virginia","average_years_schooling","tract",15.7386759581882
51059431602,2020,"Census Tract 4316.02, Fairfax County, Virginia","average_years_schooling","tract",13.997335538405
51059431801,2020,"Census Tract 4318.01, Fairfax County, Virginia","average_years_schooling","tract",14.8901684427638
51059431802,2020,"Census Tract 4318.02, Fairfax County, Virginia","average_years_schooling","tract",14.9808168316832
51059431900,2020,"Census Tract 4319, Fairfax County, Virginia","average_years_schooling","tract",15.6221701795472
51059432000,2020,"Census Tract 4320, Fairfax County, Virginia","average_years_schooling","tract",15.206797235023
51059432100,2020,"Census Tract 4321, Fairfax County, Virginia","average_years_schooling","tract",15.2867144252686
51059432201,2020,"Census Tract 4322.01, Fairfax County, Virginia","average_years_schooling","tract",15.0006714413608
51059432202,2020,"Census Tract 4322.02, Fairfax County, Virginia","average_years_schooling","tract",15.4893848666304
51059432300,2020,"Census Tract 4323, Fairfax County, Virginia","average_years_schooling","tract",15.8346409890632
51059432401,2020,"Census Tract 4324.01, Fairfax County, Virginia","average_years_schooling","tract",16.2339130434783
51059432402,2020,"Census Tract 4324.02, Fairfax County, Virginia","average_years_schooling","tract",15.6438074504112
51059432500,2020,"Census Tract 4325, Fairfax County, Virginia","average_years_schooling","tract",15.5182092321967
51059432600,2020,"Census Tract 4326, Fairfax County, Virginia","average_years_schooling","tract",15.8977304567106
51059432701,2020,"Census Tract 4327.01, Fairfax County, Virginia","average_years_schooling","tract",16.1557939914163
51059432702,2020,"Census Tract 4327.02, Fairfax County, Virginia","average_years_schooling","tract",14.8195384615385
51059432800,2020,"Census Tract 4328, Fairfax County, Virginia","average_years_schooling","tract",14.9981214777708
51059440100,2020,"Census Tract 4401, Fairfax County, Virginia","average_years_schooling","tract",16.0754294917681
51059440201,2020,"Census Tract 4402.01, Fairfax County, Virginia","average_years_schooling","tract",16.3210199411572
51059440202,2020,"Census Tract 4402.02, Fairfax County, Virginia","average_years_schooling","tract",14.7992645672261
51059440300,2020,"Census Tract 4403, Fairfax County, Virginia","average_years_schooling","tract",16.132957884427
51059440501,2020,"Census Tract 4405.01, Fairfax County, Virginia","average_years_schooling","tract",15.8313253012048
51059440503,2020,"Census Tract 4405.03, Fairfax County, Virginia","average_years_schooling","tract",13.3647720770551
51059440504,2020,"Census Tract 4405.04, Fairfax County, Virginia","average_years_schooling","tract",11.8852880658436
51059440505,2020,"Census Tract 4405.05, Fairfax County, Virginia","average_years_schooling","tract",15.5887949260042
51059440600,2020,"Census Tract 4406, Fairfax County, Virginia","average_years_schooling","tract",14.9592006661116
51059440701,2020,"Census Tract 4407.01, Fairfax County, Virginia","average_years_schooling","tract",16.073837739289
51059440702,2020,"Census Tract 4407.02, Fairfax County, Virginia","average_years_schooling","tract",16.0085096036956
51059440800,2020,"Census Tract 4408, Fairfax County, Virginia","average_years_schooling","tract",15.6829562925544
51059450100,2020,"Census Tract 4501, Fairfax County, Virginia","average_years_schooling","tract",14.4197860962567
51059450200,2020,"Census Tract 4502, Fairfax County, Virginia","average_years_schooling","tract",13.4431914293769
51059450300,2020,"Census Tract 4503, Fairfax County, Virginia","average_years_schooling","tract",14.4754248966468
51059450400,2020,"Census Tract 4504, Fairfax County, Virginia","average_years_schooling","tract",15.2015355086372
51059450500,2020,"Census Tract 4505, Fairfax County, Virginia","average_years_schooling","tract",13.1509054325956
51059450601,2020,"Census Tract 4506.01, Fairfax County, Virginia","average_years_schooling","tract",14.9571769621009
51059450602,2020,"Census Tract 4506.02, Fairfax County, Virginia","average_years_schooling","tract",14.0163200462161
51059450701,2020,"Census Tract 4507.01, Fairfax County, Virginia","average_years_schooling","tract",15.016313559322
51059450702,2020,"Census Tract 4507.02, Fairfax County, Virginia","average_years_schooling","tract",12.3817016317016
51059450800,2020,"Census Tract 4508, Fairfax County, Virginia","average_years_schooling","tract",13.9273705447209
51059450900,2020,"Census Tract 4509, Fairfax County, Virginia","average_years_schooling","tract",15.5072098053353
51059451000,2020,"Census Tract 4510, Fairfax County, Virginia","average_years_schooling","tract",14.5104166666667
51059451100,2020,"Census Tract 4511, Fairfax County, Virginia","average_years_schooling","tract",15.2672495274102
51059451200,2020,"Census Tract 4512, Fairfax County, Virginia","average_years_schooling","tract",15.7431129476584
51059451300,2020,"Census Tract 4513, Fairfax County, Virginia","average_years_schooling","tract",15.888117712382
51059451400,2020,"Census Tract 4514, Fairfax County, Virginia","average_years_schooling","tract",12.5003779289494
51059451501,2020,"Census Tract 4515.01, Fairfax County, Virginia","average_years_schooling","tract",13.9208103130755
51059451502,2020,"Census Tract 4515.02, Fairfax County, Virginia","average_years_schooling","tract",15.0787102892366
51059451601,2020,"Census Tract 4516.01, Fairfax County, Virginia","average_years_schooling","tract",10.9126200274348
51059451602,2020,"Census Tract 4516.02, Fairfax County, Virginia","average_years_schooling","tract",14.4463012477718
51059451800,2020,"Census Tract 4518, Fairfax County, Virginia","average_years_schooling","tract",14.5213424064337
51059451900,2020,"Census Tract 4519, Fairfax County, Virginia","average_years_schooling","tract",14.7221502590674
51059452000,2020,"Census Tract 4520, Fairfax County, Virginia","average_years_schooling","tract",14.5497193263833
51059452101,2020,"Census Tract 4521.01, Fairfax County, Virginia","average_years_schooling","tract",14.1015663848831
51059452102,2020,"Census Tract 4521.02, Fairfax County, Virginia","average_years_schooling","tract",14.251871257485
51059452200,2020,"Census Tract 4522, Fairfax County, Virginia","average_years_schooling","tract",13.9373701703365
51059452301,2020,"Census Tract 4523.01, Fairfax County, Virginia","average_years_schooling","tract",13.0898423817863
51059452302,2020,"Census Tract 4523.02, Fairfax County, Virginia","average_years_schooling","tract",13.4382699151382
51059452400,2020,"Census Tract 4524, Fairfax County, Virginia","average_years_schooling","tract",13.6358646751845
51059452501,2020,"Census Tract 4525.01, Fairfax County, Virginia","average_years_schooling","tract",14.1800379027164
51059452502,2020,"Census Tract 4525.02, Fairfax County, Virginia","average_years_schooling","tract",13.6752917300863
51059452600,2020,"Census Tract 4526, Fairfax County, Virginia","average_years_schooling","tract",14.3862489120975
51059452700,2020,"Census Tract 4527, Fairfax County, Virginia","average_years_schooling","tract",13.5245202558635
51059452801,2020,"Census Tract 4528.01, Fairfax County, Virginia","average_years_schooling","tract",14.5012528188424
51059452802,2020,"Census Tract 4528.02, Fairfax County, Virginia","average_years_schooling","tract",15.2828381548084
51059460100,2020,"Census Tract 4601, Fairfax County, Virginia","average_years_schooling","tract",16.5618445404072
51059460200,2020,"Census Tract 4602, Fairfax County, Virginia","average_years_schooling","tract",16.6860153897625
51059460300,2020,"Census Tract 4603, Fairfax County, Virginia","average_years_schooling","tract",16.6162959381045
51059460400,2020,"Census Tract 4604, Fairfax County, Virginia","average_years_schooling","tract",16.6944140197152
51059460501,2020,"Census Tract 4605.01, Fairfax County, Virginia","average_years_schooling","tract",16.142540620384
51059460503,2020,"Census Tract 4605.03, Fairfax County, Virginia","average_years_schooling","tract",15.8898071625344
51059460504,2020,"Census Tract 4605.04, Fairfax County, Virginia","average_years_schooling","tract",15.9978040540541
51059460600,2020,"Census Tract 4606, Fairfax County, Virginia","average_years_schooling","tract",16.2484879032258
51059460701,2020,"Census Tract 4607.01, Fairfax County, Virginia","average_years_schooling","tract",14.8462830743385
51059460702,2020,"Census Tract 4607.02, Fairfax County, Virginia","average_years_schooling","tract",16.216301843318
51059460800,2020,"Census Tract 4608, Fairfax County, Virginia","average_years_schooling","tract",15.8241801659423
51059460900,2020,"Census Tract 4609, Fairfax County, Virginia","average_years_schooling","tract",16.0120945574492
51059461000,2020,"Census Tract 4610, Fairfax County, Virginia","average_years_schooling","tract",16.0278907611854
51059461100,2020,"Census Tract 4611, Fairfax County, Virginia","average_years_schooling","tract",15.9873256042445
51059461201,2020,"Census Tract 4612.01, Fairfax County, Virginia","average_years_schooling","tract",17.0183098591549
51059461202,2020,"Census Tract 4612.02, Fairfax County, Virginia","average_years_schooling","tract",15.8528047237453
51059461500,2020,"Census Tract 4615, Fairfax County, Virginia","average_years_schooling","tract",16.3201029033444
51059461603,2020,"Census Tract 4616.03, Fairfax County, Virginia","average_years_schooling","tract",15.9629363940698
51059461604,2020,"Census Tract 4616.04, Fairfax County, Virginia","average_years_schooling","tract",15.8018018018018
51059461605,2020,"Census Tract 4616.05, Fairfax County, Virginia","average_years_schooling","tract",16.7300416800257
51059461606,2020,"Census Tract 4616.06, Fairfax County, Virginia","average_years_schooling","tract",15.7403403863845
51059461700,2020,"Census Tract 4617, Fairfax County, Virginia","average_years_schooling","tract",15.9773023255814
51059461801,2020,"Census Tract 4618.01, Fairfax County, Virginia","average_years_schooling","tract",15.2095134350036
51059461802,2020,"Census Tract 4618.02, Fairfax County, Virginia","average_years_schooling","tract",15.7285031847134
51059461901,2020,"Census Tract 4619.01, Fairfax County, Virginia","average_years_schooling","tract",15.4147133068878
51059461902,2020,"Census Tract 4619.02, Fairfax County, Virginia","average_years_schooling","tract",12.3592307692308
51059470100,2020,"Census Tract 4701, Fairfax County, Virginia","average_years_schooling","tract",17.152800435019
51059470300,2020,"Census Tract 4703, Fairfax County, Virginia","average_years_schooling","tract",16.8460107482431
51059470400,2020,"Census Tract 4704, Fairfax County, Virginia","average_years_schooling","tract",16.6336898395722
51059470500,2020,"Census Tract 4705, Fairfax County, Virginia","average_years_schooling","tract",16.8852698104035
51059470600,2020,"Census Tract 4706, Fairfax County, Virginia","average_years_schooling","tract",16.3104457451598
51059470700,2020,"Census Tract 4707, Fairfax County, Virginia","average_years_schooling","tract",16.5532919254658
51059470800,2020,"Census Tract 4708, Fairfax County, Virginia","average_years_schooling","tract",16.850728725905
51059470900,2020,"Census Tract 4709, Fairfax County, Virginia","average_years_schooling","tract",16.6438176737688
51059471000,2020,"Census Tract 4710, Fairfax County, Virginia","average_years_schooling","tract",16.780385078219
51059471100,2020,"Census Tract 4711, Fairfax County, Virginia","average_years_schooling","tract",15.6643383047008
51059471201,2020,"Census Tract 4712.01, Fairfax County, Virginia","average_years_schooling","tract",16.3590064331666
51059471203,2020,"Census Tract 4712.03, Fairfax County, Virginia","average_years_schooling","tract",16.8425141242938
51059471204,2020,"Census Tract 4712.04, Fairfax County, Virginia","average_years_schooling","tract",16.6140904311251
51059471301,2020,"Census Tract 4713.01, Fairfax County, Virginia","average_years_schooling","tract",15.4472436277416
51059471303,2020,"Census Tract 4713.03, Fairfax County, Virginia","average_years_schooling","tract",15.7656543519098
51059471304,2020,"Census Tract 4713.04, Fairfax County, Virginia","average_years_schooling","tract",16.4962534059946
51059471401,2020,"Census Tract 4714.01, Fairfax County, Virginia","average_years_schooling","tract",14.6381645783949
51059471402,2020,"Census Tract 4714.02, Fairfax County, Virginia","average_years_schooling","tract",14.0933142652842
51059480100,2020,"Census Tract 4801, Fairfax County, Virginia","average_years_schooling","tract",16.4435188270576
51059480201,2020,"Census Tract 4802.01, Fairfax County, Virginia","average_years_schooling","tract",16.9507127691841
51059480203,2020,"Census Tract 4802.03, Fairfax County, Virginia","average_years_schooling","tract",16.2384259259259
51059480204,2020,"Census Tract 4802.04, Fairfax County, Virginia","average_years_schooling","tract",16.6905837387074
51059480205,2020,"Census Tract 4802.05, Fairfax County, Virginia","average_years_schooling","tract",16.6009490940466
51059480301,2020,"Census Tract 4803.01, Fairfax County, Virginia","average_years_schooling","tract",16.460162601626
51059480302,2020,"Census Tract 4803.02, Fairfax County, Virginia","average_years_schooling","tract",16.7890987921957
51059480401,2020,"Census Tract 4804.01, Fairfax County, Virginia","average_years_schooling","tract",16.7419786096257
51059480402,2020,"Census Tract 4804.02, Fairfax County, Virginia","average_years_schooling","tract",16.4774741506647
51059480501,2020,"Census Tract 4805.01, Fairfax County, Virginia","average_years_schooling","tract",16.081187254474
51059480502,2020,"Census Tract 4805.02, Fairfax County, Virginia","average_years_schooling","tract",15.5653409090909
51059480503,2020,"Census Tract 4805.03, Fairfax County, Virginia","average_years_schooling","tract",15.8734984984985
51059480504,2020,"Census Tract 4805.04, Fairfax County, Virginia","average_years_schooling","tract",15.856
51059480505,2020,"Census Tract 4805.05, Fairfax County, Virginia","average_years_schooling","tract",16.3269465960049
51059480801,2020,"Census Tract 4808.01, Fairfax County, Virginia","average_years_schooling","tract",13.5592255125285
51059480802,2020,"Census Tract 4808.02, Fairfax County, Virginia","average_years_schooling","tract",15.6786484543494
51059480901,2020,"Census Tract 4809.01, Fairfax County, Virginia","average_years_schooling","tract",13.9167725540025
51059480902,2020,"Census Tract 4809.02, Fairfax County, Virginia","average_years_schooling","tract",14.0678972712681
51059480903,2020,"Census Tract 4809.03, Fairfax County, Virginia","average_years_schooling","tract",14.2780480389176
51059481000,2020,"Census Tract 4810, Fairfax County, Virginia","average_years_schooling","tract",13.6091099676005
51059481101,2020,"Census Tract 4811.01, Fairfax County, Virginia","average_years_schooling","tract",15.8897200772201
51059481102,2020,"Census Tract 4811.02, Fairfax County, Virginia","average_years_schooling","tract",16.2178165007112
51059481103,2020,"Census Tract 4811.03, Fairfax County, Virginia","average_years_schooling","tract",14.9966902030009
51059481104,2020,"Census Tract 4811.04, Fairfax County, Virginia","average_years_schooling","tract",15.213630406291
51059481105,2020,"Census Tract 4811.05, Fairfax County, Virginia","average_years_schooling","tract",16.4291857027681
51059481106,2020,"Census Tract 4811.06, Fairfax County, Virginia","average_years_schooling","tract",15.9934286373069
51059481201,2020,"Census Tract 4812.01, Fairfax County, Virginia","average_years_schooling","tract",16.0906838453915
51059481202,2020,"Census Tract 4812.02, Fairfax County, Virginia","average_years_schooling","tract",14.1172881355932
51059481400,2020,"Census Tract 4814, Fairfax County, Virginia","average_years_schooling","tract",15.4165373340231
51059481500,2020,"Census Tract 4815, Fairfax County, Virginia","average_years_schooling","tract",16.3295724465558
51059481600,2020,"Census Tract 4816, Fairfax County, Virginia","average_years_schooling","tract",16.6469555035129
51059481701,2020,"Census Tract 4817.01, Fairfax County, Virginia","average_years_schooling","tract",16.2191011235955
51059481702,2020,"Census Tract 4817.02, Fairfax County, Virginia","average_years_schooling","tract",15.6125959248478
51059481900,2020,"Census Tract 4819, Fairfax County, Virginia","average_years_schooling","tract",15.9668076109937
51059482001,2020,"Census Tract 4820.01, Fairfax County, Virginia","average_years_schooling","tract",16.7609686609687
51059482002,2020,"Census Tract 4820.02, Fairfax County, Virginia","average_years_schooling","tract",16.6278059377263
51059482100,2020,"Census Tract 4821, Fairfax County, Virginia","average_years_schooling","tract",15.4582867783985
51059482201,2020,"Census Tract 4822.01, Fairfax County, Virginia","average_years_schooling","tract",14.6217851739788
51059482203,2020,"Census Tract 4822.03, Fairfax County, Virginia","average_years_schooling","tract",16.6428048780488
51059482204,2020,"Census Tract 4822.04, Fairfax County, Virginia","average_years_schooling","tract",16.2970374220374
51059482205,2020,"Census Tract 4822.05, Fairfax County, Virginia","average_years_schooling","tract",16.749621785174
51059482206,2020,"Census Tract 4822.06, Fairfax County, Virginia","average_years_schooling","tract",15.4811435523114
51059482301,2020,"Census Tract 4823.01, Fairfax County, Virginia","average_years_schooling","tract",16.4754098360656
51059482302,2020,"Census Tract 4823.02, Fairfax County, Virginia","average_years_schooling","tract",14.0072010869565
51059482303,2020,"Census Tract 4823.03, Fairfax County, Virginia","average_years_schooling","tract",15.8551333576909
51059482400,2020,"Census Tract 4824, Fairfax County, Virginia","average_years_schooling","tract",16.6214017521902
51059482502,2020,"Census Tract 4825.02, Fairfax County, Virginia","average_years_schooling","tract",15.8868894601542
51059482503,2020,"Census Tract 4825.03, Fairfax County, Virginia","average_years_schooling","tract",16.1452334358401
51059482504,2020,"Census Tract 4825.04, Fairfax County, Virginia","average_years_schooling","tract",16.4253071253071
51059482505,2020,"Census Tract 4825.05, Fairfax County, Virginia","average_years_schooling","tract",16.7889150943396
51059482506,2020,"Census Tract 4825.06, Fairfax County, Virginia","average_years_schooling","tract",15.9429160935351
51059482507,2020,"Census Tract 4825.07, Fairfax County, Virginia","average_years_schooling","tract",15.3839899937461
51059482601,2020,"Census Tract 4826.01, Fairfax County, Virginia","average_years_schooling","tract",15.7794831940936
51059482603,2020,"Census Tract 4826.03, Fairfax County, Virginia","average_years_schooling","tract",15.3224358974359
51059482604,2020,"Census Tract 4826.04, Fairfax County, Virginia","average_years_schooling","tract",16.5736446255092
51059490101,2020,"Census Tract 4901.01, Fairfax County, Virginia","average_years_schooling","tract",14.6827239112572
51059490104,2020,"Census Tract 4901.04, Fairfax County, Virginia","average_years_schooling","tract",13.7420432220039
51059490105,2020,"Census Tract 4901.05, Fairfax County, Virginia","average_years_schooling","tract",14.439898989899
51059490501,2020,"Census Tract 4905.01, Fairfax County, Virginia","average_years_schooling","tract",14.5939937597504
51059490502,2020,"Census Tract 4905.02, Fairfax County, Virginia","average_years_schooling","tract",15.5406232077997
51059491000,2020,"Census Tract 4910, Fairfax County, Virginia","average_years_schooling","tract",16.0515394912985
51059491101,2020,"Census Tract 4911.01, Fairfax County, Virginia","average_years_schooling","tract",15.4710257204834
51059491102,2020,"Census Tract 4911.02, Fairfax County, Virginia","average_years_schooling","tract",14.5805047867711
51059491103,2020,"Census Tract 4911.03, Fairfax County, Virginia","average_years_schooling","tract",14.5742472627737
51059491201,2020,"Census Tract 4912.01, Fairfax County, Virginia","average_years_schooling","tract",14.5437119675456
51059491202,2020,"Census Tract 4912.02, Fairfax County, Virginia","average_years_schooling","tract",14.9737402413059
51059491301,2020,"Census Tract 4913.01, Fairfax County, Virginia","average_years_schooling","tract",14.4136120263591
51059491302,2020,"Census Tract 4913.02, Fairfax County, Virginia","average_years_schooling","tract",14.9528081123245
51059491303,2020,"Census Tract 4913.03, Fairfax County, Virginia","average_years_schooling","tract",13.8112199465717
51059491401,2020,"Census Tract 4914.01, Fairfax County, Virginia","average_years_schooling","tract",14.734296315929
51059491402,2020,"Census Tract 4914.02, Fairfax County, Virginia","average_years_schooling","tract",14.9444796954315
51059491403,2020,"Census Tract 4914.03, Fairfax County, Virginia","average_years_schooling","tract",15.2552944589498
51059491404,2020,"Census Tract 4914.04, Fairfax County, Virginia","average_years_schooling","tract",15.0860984980789
51059491405,2020,"Census Tract 4914.05, Fairfax County, Virginia","average_years_schooling","tract",16.1106171548117
51059491501,2020,"Census Tract 4915.01, Fairfax County, Virginia","average_years_schooling","tract",15.3475991649269
51059491502,2020,"Census Tract 4915.02, Fairfax County, Virginia","average_years_schooling","tract",16.4098610317914
51059491601,2020,"Census Tract 4916.01, Fairfax County, Virginia","average_years_schooling","tract",14.4468058030033
51059491602,2020,"Census Tract 4916.02, Fairfax County, Virginia","average_years_schooling","tract",14.1291676381441
51059491701,2020,"Census Tract 4917.01, Fairfax County, Virginia","average_years_schooling","tract",15.857297005665
