geoid,year,measure,value,moe
51053,2019,average_years_schooling,12.686137261596995,
51053,2018,average_years_schooling,12.668863996827913,
51053,2017,average_years_schooling,12.556427125506072,
51057,2017,average_years_schooling,12.641688144329896,
51057,2019,average_years_schooling,12.580553088925535,
51057,2018,average_years_schooling,12.535572616762632,
51059,2017,average_years_schooling,14.923046685512604,
51059,2019,average_years_schooling,15.001877417278903,
51059,2018,average_years_schooling,14.952108690845328,
51061,2018,average_years_schooling,13.812891890754534,
51061,2019,average_years_schooling,13.862302107387295,
51061,2017,average_years_schooling,13.740292922813769,
51063,2018,average_years_schooling,12.934274543874892,
51063,2017,average_years_schooling,12.700165750676083,
51063,2019,average_years_schooling,12.901368448231349,
51065,2017,average_years_schooling,13.754415338914397,
51065,2018,average_years_schooling,13.850617090262526,
51065,2019,average_years_schooling,13.832356753953851,
51067,2019,average_years_schooling,12.998836411738768,
51067,2017,average_years_schooling,12.91042369334548,
51067,2018,average_years_schooling,12.93955262318805,
51069,2018,average_years_schooling,13.297784761481836,
51069,2019,average_years_schooling,13.358756115541851,
51069,2017,average_years_schooling,13.266339869281046,
51071,2018,average_years_schooling,12.83625875566543,
51071,2017,average_years_schooling,12.748191978961207,
51071,2019,average_years_schooling,12.880525489548043,
51073,2017,average_years_schooling,13.21006380835106,
51073,2018,average_years_schooling,13.178473305116212,
51073,2019,average_years_schooling,13.20731211415474,
51075,2019,average_years_schooling,14.086797851220368,
51075,2017,average_years_schooling,13.949867197875166,
51075,2018,average_years_schooling,13.90895052562808,
51077,2018,average_years_schooling,12.30736165595526,
51077,2017,average_years_schooling,12.204735376044567,
51077,2019,average_years_schooling,12.342596450295808,
51079,2018,average_years_schooling,13.237236013338274,
51079,2019,average_years_schooling,13.326642066420666,
51079,2017,average_years_schooling,13.142145767315526,
51081,2018,average_years_schooling,11.921437478743904,
51081,2019,average_years_schooling,12.051847640704942,
51081,2017,average_years_schooling,11.769756489777166,
51083,2019,average_years_schooling,12.46387626211835,
51083,2017,average_years_schooling,12.44003992015968,
51083,2018,average_years_schooling,12.505324046275168,
51085,2017,average_years_schooling,13.937724941196477,
51085,2019,average_years_schooling,14.052476996385144,
51085,2018,average_years_schooling,14.003819980795726,
51087,2019,average_years_schooling,14.186055938386705,
51087,2018,average_years_schooling,14.098320531876071,
51087,2017,average_years_schooling,14.047036151938762,
51089,2018,average_years_schooling,12.295505588289696,
51089,2019,average_years_schooling,12.363101689090955,
51089,2017,average_years_schooling,12.354958819040602,
51091,2017,average_years_schooling,13.001604278074868,
51091,2018,average_years_schooling,12.949705724986623,
51091,2019,average_years_schooling,12.938067271756536,
51093,2019,average_years_schooling,13.348335552596538,
51093,2017,average_years_schooling,13.274803088503472,
51093,2018,average_years_schooling,13.383208470300437,
51095,2019,average_years_schooling,14.713911653375474,
51095,2018,average_years_schooling,14.667086764129278,
51095,2017,average_years_schooling,14.531077675238294,
51097,2018,average_years_schooling,12.860196418255343,
51097,2019,average_years_schooling,13.147644580620454,
51097,2017,average_years_schooling,12.761150801312992,
51099,2017,average_years_schooling,13.811130300142926,
51099,2018,average_years_schooling,13.78046710372278,
51099,2019,average_years_schooling,13.896187294822322,
51101,2019,average_years_schooling,13.127097278970703,
51101,2017,average_years_schooling,12.9404846126636,
51101,2018,average_years_schooling,13.050096508159328,
51103,2019,average_years_schooling,13.634439160190231,
51103,2018,average_years_schooling,13.50938994517672,
51103,2017,average_years_schooling,13.673327895595431,
51105,2018,average_years_schooling,11.990792255480136,
51105,2017,average_years_schooling,11.938487367204273,
51105,2019,average_years_schooling,12.031407942238268,
51107,2018,average_years_schooling,14.921563054485215,
51107,2019,average_years_schooling,14.975882900361206,
51107,2017,average_years_schooling,14.854914685174512,
51109,2019,average_years_schooling,13.067734553775743,
51109,2017,average_years_schooling,12.899466900063656,
51109,2018,average_years_schooling,12.92501945525292,
51111,2019,average_years_schooling,12.190394033837933,
51111,2017,average_years_schooling,12.044325458158532,
51111,2018,average_years_schooling,12.09097452934662,
51113,2017,average_years_schooling,12.96731221913118,
51113,2019,average_years_schooling,12.884145705041226,
51113,2018,average_years_schooling,12.957879716731847,
51115,2018,average_years_schooling,13.447925796085304,
51115,2019,average_years_schooling,13.38892903598786,
51115,2017,average_years_schooling,13.415552680753196,
51117,2017,average_years_schooling,12.523336992316136,
51117,2018,average_years_schooling,12.426934223237025,
51117,2019,average_years_schooling,12.55812059859155,
51119,2017,average_years_schooling,13.08452237001209,
51119,2019,average_years_schooling,13.0851750089595,
51119,2018,average_years_schooling,13.022575555285837,
51121,2019,average_years_schooling,14.53572832535201,
51121,2017,average_years_schooling,14.519453302961274,
51121,2018,average_years_schooling,14.52437135240291,
51125,2018,average_years_schooling,13.380618979664646,
51125,2019,average_years_schooling,13.287846001262286,
51125,2017,average_years_schooling,13.27642753885074,
51127,2017,average_years_schooling,13.471134300040656,
51127,2018,average_years_schooling,13.559823719002829,
51127,2019,average_years_schooling,13.517198547678197,
51131,2017,average_years_schooling,12.736959505833909,
51131,2019,average_years_schooling,12.816980698529411,
51131,2018,average_years_schooling,12.756537627041224,
51133,2019,average_years_schooling,13.516921508664623,
51133,2017,average_years_schooling,13.435696746470228,
51133,2018,average_years_schooling,13.501733455694913,
51135,2018,average_years_schooling,12.11748137379611,
51135,2017,average_years_schooling,12.05357305416477,
51135,2019,average_years_schooling,12.312494324888767,
51137,2018,average_years_schooling,13.17250749250749,
51137,2017,average_years_schooling,13.2047968989744,
51137,2019,average_years_schooling,13.206962100510871,
51139,2019,average_years_schooling,12.32919254658385,
51139,2018,average_years_schooling,12.310481308141211,
51139,2017,average_years_schooling,12.226149642462648,
51141,2017,average_years_schooling,12.333160851567118,
51141,2019,average_years_schooling,12.418395216653131,
51141,2018,average_years_schooling,12.342688330871496,
51143,2017,average_years_schooling,12.477673143665582,
51143,2019,average_years_schooling,12.532180680536824,
51143,2018,average_years_schooling,12.466436644327958,
51145,2018,average_years_schooling,13.412971385256771,
51145,2019,average_years_schooling,13.420578295155838,
51145,2017,average_years_schooling,13.41184999033443,
51147,2018,average_years_schooling,13.22357376029846,
51147,2017,average_years_schooling,12.906176331918909,
51147,2019,average_years_schooling,13.052607361963194,
51149,2017,average_years_schooling,13.12682126783126,
51149,2018,average_years_schooling,13.172538958570888,
51149,2019,average_years_schooling,13.171363463729586,
51153,2019,average_years_schooling,13.757946794343978,
51153,2017,average_years_schooling,13.734479510127178,
51153,2018,average_years_schooling,13.727013093177256,
51155,2018,average_years_schooling,12.908783122627108,
51155,2019,average_years_schooling,12.990516600836886,
51155,2017,average_years_schooling,12.819881735588972,
51157,2018,average_years_schooling,13.580007256894048,
51157,2017,average_years_schooling,13.598553345388789,
51157,2019,average_years_schooling,13.74813602473177,
51159,2017,average_years_schooling,12.261036468330136,
51159,2018,average_years_schooling,12.481036284903688,
51159,2019,average_years_schooling,12.5633102852204,
51161,2019,average_years_schooling,13.900795060851024,
51161,2017,average_years_schooling,13.79277944850906,
51161,2018,average_years_schooling,13.830137557315547,
51163,2018,average_years_schooling,13.223754947716664,
51163,2017,average_years_schooling,13.114837639251007,
51163,2019,average_years_schooling,13.195109047087175,
51165,2018,average_years_schooling,12.970507557208345,
51165,2019,average_years_schooling,12.996177370030582,
51165,2017,average_years_schooling,12.840447722278094,
51167,2018,average_years_schooling,12.127909856364536,
51167,2019,average_years_schooling,12.115794210289486,
51167,2017,average_years_schooling,12.132189010555392,
51169,2019,average_years_schooling,12.309228147065983,
51169,2017,average_years_schooling,12.209951089910026,
51169,2018,average_years_schooling,12.353019889301136,
51171,2017,average_years_schooling,12.703596534248812,
51171,2019,average_years_schooling,12.80543980359854,
51171,2018,average_years_schooling,12.765951568340649,
51173,2019,average_years_schooling,12.442108538157251,
51173,2018,average_years_schooling,12.443380828444129,
51173,2017,average_years_schooling,12.416611690196596,
51175,2018,average_years_schooling,12.745088371387393,
51175,2019,average_years_schooling,12.808862483917355,
51175,2017,average_years_schooling,12.72670101530535,
51177,2017,average_years_schooling,13.480481427003806,
51177,2018,average_years_schooling,13.548937025971044,
51177,2019,average_years_schooling,13.595726747146074,
51179,2019,average_years_schooling,14.06777541245343,
51179,2017,average_years_schooling,14.07393780358439,
51179,2018,average_years_schooling,14.123308934056595,
51181,2019,average_years_schooling,12.822092084006462,
51181,2018,average_years_schooling,12.713858527531448,
51181,2017,average_years_schooling,12.717809867629365,
51183,2018,average_years_schooling,12.082094751509524,
51183,2019,average_years_schooling,12.29851101846337,
51183,2017,average_years_schooling,11.999776486365668,
51185,2017,average_years_schooling,12.33009991269764,
51185,2018,average_years_schooling,12.3896285686383,
51185,2019,average_years_schooling,12.40621307601418,
51187,2019,average_years_schooling,12.965589117238352,
51187,2017,average_years_schooling,12.922670795865828,
51187,2018,average_years_schooling,12.95911081667955,
51191,2019,average_years_schooling,12.966866412596527,
51191,2018,average_years_schooling,12.914392649709596,
51191,2017,average_years_schooling,12.93614913996289,
51193,2018,average_years_schooling,12.9062404986318,
51193,2017,average_years_schooling,12.9476695077939,
51193,2019,average_years_schooling,12.778788567963003,
51195,2018,average_years_schooling,12.209129126952488,
51195,2019,average_years_schooling,12.285714285714286,
51195,2017,average_years_schooling,12.165260501171804,
51197,2019,average_years_schooling,12.899622195985836,
51197,2017,average_years_schooling,12.665138698549216,
51197,2018,average_years_schooling,12.832103495577314,
51199,2019,average_years_schooling,14.525203002910985,
51199,2017,average_years_schooling,14.349041872086016,
51199,2018,average_years_schooling,14.452852448894085,
51510,2017,average_years_schooling,15.021331928202338,
51510,2019,average_years_schooling,15.1912547751001,
51510,2018,average_years_schooling,15.097972232063023,
51520,2018,average_years_schooling,13.037046225088895,
51520,2019,average_years_schooling,13.185410460112545,
51520,2017,average_years_schooling,12.93476482617587,
51530,2017,average_years_schooling,12.54818092428712,
51530,2018,average_years_schooling,12.485819070904643,
51530,2019,average_years_schooling,12.487751637157409,
51540,2017,average_years_schooling,14.571200510855684,
51540,2019,average_years_schooling,14.794076953485307,
51540,2018,average_years_schooling,14.6757510373444,
51550,2019,average_years_schooling,13.75699196482905,
51550,2017,average_years_schooling,13.689839162624455,
51550,2018,average_years_schooling,13.731869755162336,
51570,2018,average_years_schooling,13.142599721516913,
51570,2019,average_years_schooling,13.286423019679178,
51570,2017,average_years_schooling,13.159168564920272,
51580,2017,average_years_schooling,12.554167728778994,
51580,2018,average_years_schooling,12.668483647175416,
51580,2019,average_years_schooling,12.734939759036145,
51590,2017,average_years_schooling,12.642367601246104,
51590,2019,average_years_schooling,12.628534884535863,
51590,2018,average_years_schooling,12.650663978307724,
51595,2019,average_years_schooling,12.221621621621622,
51595,2017,average_years_schooling,12.311475409836069,
51595,2018,average_years_schooling,12.13949325254751,
51600,2018,average_years_schooling,14.944961715160796,
51600,2017,average_years_schooling,14.769027581546776,
51600,2019,average_years_schooling,15.094870363478478,
51610,2018,average_years_schooling,16.346365463972067,
51610,2017,average_years_schooling,16.299334811529935,
51610,2019,average_years_schooling,16.282098121085596,
51620,2019,average_years_schooling,13.0211732037487,
51620,2018,average_years_schooling,12.914912435874756,
51620,2017,average_years_schooling,13.015965800034898,
51630,2017,average_years_schooling,14.06113302258874,
51630,2019,average_years_schooling,13.921141036779613,
51630,2018,average_years_schooling,13.95479845324584,
51640,2017,average_years_schooling,11.992449831114644,
51640,2019,average_years_schooling,11.951724863273034,
51640,2018,average_years_schooling,11.572515212981743,
51650,2018,average_years_schooling,13.475720369448592,
51650,2019,average_years_schooling,13.462333572730786,
51650,2017,average_years_schooling,13.395883924235063,
51660,2018,average_years_schooling,13.32296597219634,
51660,2019,average_years_schooling,13.339400785127028,
51660,2017,average_years_schooling,13.286274138583869,
51670,2018,average_years_schooling,12.337989203778676,
51670,2019,average_years_schooling,12.41851851851852,
51670,2017,average_years_schooling,12.435858380720282,
51678,2018,average_years_schooling,13.961970300615718,
51678,2019,average_years_schooling,14.348746081504702,
51678,2017,average_years_schooling,13.59479126771352,
51680,2018,average_years_schooling,13.712920489296636,
51680,2019,average_years_schooling,13.720060546701095,
51680,2017,average_years_schooling,13.613218063929018,
51683,2018,average_years_schooling,12.882877953053065,
51683,2019,average_years_schooling,12.970079157671476,
51683,2017,average_years_schooling,12.79375165475245,
51685,2018,average_years_schooling,12.923585428994082,
51685,2019,average_years_schooling,12.930173889539596,
51685,2017,average_years_schooling,13.111691518662742,
51690,2018,average_years_schooling,12.860687659953264,
51690,2019,average_years_schooling,12.836940426016628,
51690,2017,average_years_schooling,12.733008646163947,
51700,2018,average_years_schooling,13.31632231760395,
51700,2019,average_years_schooling,13.402767877845813,
51700,2017,average_years_schooling,13.279765805539268,
51710,2018,average_years_schooling,13.38133537053188,
51710,2017,average_years_schooling,13.34906462865395,
51710,2019,average_years_schooling,13.434158869331936,
51720,2018,average_years_schooling,12.760438782731775,
51720,2017,average_years_schooling,12.82922168172342,
51720,2019,average_years_schooling,13.1798325445941,
51730,2017,average_years_schooling,12.49196380334954,
51730,2018,average_years_schooling,12.555187287173668,
51730,2019,average_years_schooling,12.65472027972028,
51735,2019,average_years_schooling,14.24869976359338,
51735,2017,average_years_schooling,14.285163312040495,
51735,2018,average_years_schooling,14.396746229663934,
51740,2019,average_years_schooling,13.10128910548656,
51740,2018,average_years_schooling,13.06080570511004,
51740,2017,average_years_schooling,13.01595350961463,
51750,2019,average_years_schooling,13.989390243902438,
51750,2018,average_years_schooling,13.981146400101228,
51750,2017,average_years_schooling,13.56805044666316,
51760,2019,average_years_schooling,13.70358945774929,
51760,2018,average_years_schooling,13.650198485937612,
51760,2017,average_years_schooling,13.565516784744752,
51770,2019,average_years_schooling,13.01584454195909,
51770,2018,average_years_schooling,12.966623812584816,
51770,2017,average_years_schooling,12.88139227028116,
51775,2019,average_years_schooling,13.41480593874211,
51775,2018,average_years_schooling,13.472339304531086,
51775,2017,average_years_schooling,13.390363901018922,
51790,2019,average_years_schooling,13.673203355248244,
51790,2018,average_years_schooling,13.661100364132908,
51790,2017,average_years_schooling,13.70578713071631,
51800,2019,average_years_schooling,13.498991340287343,
51800,2018,average_years_schooling,13.377933921363432,
51800,2017,average_years_schooling,13.347344232269442,
51810,2019,average_years_schooling,13.962349255354832,
51810,2018,average_years_schooling,13.898202426020775,
51810,2017,average_years_schooling,13.88756046287876,
51820,2019,average_years_schooling,13.24031437516306,
51820,2018,average_years_schooling,13.206632821256676,
51820,2017,average_years_schooling,12.99419657832942,
51830,2019,average_years_schooling,15.118631536496842,
51830,2018,average_years_schooling,15.141425236852944,
51830,2017,average_years_schooling,14.98796423658872,
51840,2018,average_years_schooling,13.22291055320074,
51840,2019,average_years_schooling,13.289868364264134,
51840,2017,average_years_schooling,13.215649692712908,
51001,2021,average_years_schooling,12.73848011131118,
51001,2020,average_years_schooling,12.67547138117835,
51003,2021,average_years_schooling,15.078750378892714,
51003,2020,average_years_schooling,15.035025332574712,
51005,2021,average_years_schooling,12.826327039543996,
51005,2020,average_years_schooling,12.778843567906767,
51007,2021,average_years_schooling,12.620112605567718,
51007,2020,average_years_schooling,12.63344120819849,
51009,2021,average_years_schooling,13.01356238698011,
51009,2020,average_years_schooling,12.93819071331848,
51011,2021,average_years_schooling,12.883995419712852,
51011,2020,average_years_schooling,12.93157427937916,
51013,2021,average_years_schooling,15.87405246805052,
51013,2020,average_years_schooling,15.864265666170237,
51015,2021,average_years_schooling,13.05389697569248,
51015,2020,average_years_schooling,13.00994060756132,
51017,2021,average_years_schooling,12.569436112777446,
51017,2020,average_years_schooling,12.766627078384795,
51019,2021,average_years_schooling,13.648185834550894,
51019,2020,average_years_schooling,13.616832856844017,
51021,2021,average_years_schooling,12.708983978908943,
51021,2020,average_years_schooling,12.72744702320888,
51023,2021,average_years_schooling,13.514126919967662,
51023,2020,average_years_schooling,13.510081787999027,
51025,2020,average_years_schooling,12.280327602984103,
51025,2021,average_years_schooling,12.4825900008431,
51027,2020,average_years_schooling,11.929613150414042,
51027,2021,average_years_schooling,11.834361346697507,
51029,2020,average_years_schooling,12.306517705272924,
51029,2021,average_years_schooling,12.117253130448566,
51031,2021,average_years_schooling,13.11386015206282,
51031,2020,average_years_schooling,13.059231443234449,
51033,2021,average_years_schooling,13.028242033994603,
51033,2020,average_years_schooling,13.054075652637188,
51035,2020,average_years_schooling,12.283105326072516,
51035,2021,average_years_schooling,12.363671678625291,
51036,2020,average_years_schooling,12.520593080724876,
51036,2021,average_years_schooling,12.546133731789318,
51037,2021,average_years_schooling,12.619237371260422,
51037,2020,average_years_schooling,12.51139482162033,
51041,2021,average_years_schooling,14.065047115586667,
51041,2020,average_years_schooling,14.01490003531419,
51043,2020,average_years_schooling,13.80915273448569,
51043,2021,average_years_schooling,13.800278940027892,
51045,2020,average_years_schooling,13.038191738113795,
51045,2021,average_years_schooling,12.889362912400452,
51047,2021,average_years_schooling,13.201553708622512,
51047,2020,average_years_schooling,13.083755118289352,
51049,2021,average_years_schooling,12.829966795794132,
51049,2020,average_years_schooling,12.724294562973157,
51051,2020,average_years_schooling,12.062889571122897,
51051,2021,average_years_schooling,12.109604626908126,
51053,2020,average_years_schooling,12.688062842599845,
51053,2021,average_years_schooling,12.895582834431757,
51057,2020,average_years_schooling,12.4828025477707,
51057,2021,average_years_schooling,12.544152122948685,
51059,2021,average_years_schooling,15.155354267156309,
51059,2020,average_years_schooling,15.045037402982029,
51061,2021,average_years_schooling,13.931706780305303,
51061,2020,average_years_schooling,13.893644364025167,
51063,2020,average_years_schooling,13.077659120034175,
51063,2021,average_years_schooling,13.121106522113234,
51065,2020,average_years_schooling,13.892817400101164,
51065,2021,average_years_schooling,13.956541330796576,
51067,2021,average_years_schooling,13.067318050858072,
51067,2020,average_years_schooling,13.089619529360018,
51069,2021,average_years_schooling,13.245269612148114,
51069,2020,average_years_schooling,13.24128011801344,
51071,2020,average_years_schooling,13.007489095547694,
51071,2021,average_years_schooling,12.892860070497582,
51073,2020,average_years_schooling,13.18781094527363,
51073,2021,average_years_schooling,13.291981148789906,
51075,2021,average_years_schooling,14.45802859949787,
51075,2020,average_years_schooling,14.293012281100747,
51077,2021,average_years_schooling,12.480947476828014,
51077,2020,average_years_schooling,12.545503882441343,
51079,2020,average_years_schooling,13.41378932768815,
51079,2021,average_years_schooling,13.378285511866808,
51081,2020,average_years_schooling,12.12088535754824,
51081,2021,average_years_schooling,12.112775130474244,
51083,2020,average_years_schooling,12.539343334276818,
51083,2021,average_years_schooling,12.53403713141609,
51085,2021,average_years_schooling,14.063106412149336,
51085,2020,average_years_schooling,14.088999173990167,
51087,2021,average_years_schooling,14.245648600718024,
51087,2020,average_years_schooling,14.20882776880234,
51089,2021,average_years_schooling,12.401567967518766,
51089,2020,average_years_schooling,12.361512466405896,
51091,2020,average_years_schooling,13.344155844155845,
51091,2021,average_years_schooling,13.267476303317537,
51093,2021,average_years_schooling,13.535003094397322,
51093,2020,average_years_schooling,13.42974260843464,
51095,2021,average_years_schooling,14.780504037625343,
51095,2020,average_years_schooling,14.822897709868643,
51097,2021,average_years_schooling,12.918129770992364,
51097,2020,average_years_schooling,13.311016320474778,
51099,2020,average_years_schooling,13.768689087938707,
51099,2021,average_years_schooling,13.727295903914792,
51101,2021,average_years_schooling,13.342978970028152,
51101,2020,average_years_schooling,13.36566911826866,
51103,2021,average_years_schooling,13.679040055248617,
51103,2020,average_years_schooling,13.735632183908049,
51105,2021,average_years_schooling,12.092639519123106,
51105,2020,average_years_schooling,12.051923399028531,
51107,2020,average_years_schooling,14.984261876853065,
51107,2021,average_years_schooling,15.086484835309816,
51109,2020,average_years_schooling,13.230877548721416,
51109,2021,average_years_schooling,13.2390807563304,
51111,2020,average_years_schooling,12.441824075108975,
51111,2021,average_years_schooling,12.254539186393933,
51113,2021,average_years_schooling,13.107639236076391,
51113,2020,average_years_schooling,13.105968142325198,
51115,2021,average_years_schooling,13.582414168090724,
51115,2020,average_years_schooling,13.489149560117305,
51117,2020,average_years_schooling,12.858011194682524,
51117,2021,average_years_schooling,12.957994760445803,
51119,2020,average_years_schooling,13.250967351874245,
51119,2021,average_years_schooling,13.333135814173977,
51121,2021,average_years_schooling,14.588914773830323,
51121,2020,average_years_schooling,14.587105441087507,
51125,2021,average_years_schooling,13.365707111469822,
51125,2020,average_years_schooling,13.324466648663249,
51127,2020,average_years_schooling,13.72498784342329,
51127,2021,average_years_schooling,13.732242593491986,
51131,2020,average_years_schooling,13.038290344670168,
51131,2021,average_years_schooling,13.15779342206578,
51133,2021,average_years_schooling,13.733909960244976,
51133,2020,average_years_schooling,13.778940886699507,
51135,2021,average_years_schooling,12.495743926228052,
51135,2020,average_years_schooling,12.493685160126295,
51137,2020,average_years_schooling,13.224921962310686,
51137,2021,average_years_schooling,13.202341920374709,
51139,2020,average_years_schooling,12.45022909507446,
51139,2021,average_years_schooling,12.449274527867342,
51141,2020,average_years_schooling,12.460628465804067,
51141,2021,average_years_schooling,12.525635359116022,
51143,2021,average_years_schooling,12.496752814965866,
51143,2020,average_years_schooling,12.537891378049588,
51145,2021,average_years_schooling,13.552210703526493,
51145,2020,average_years_schooling,13.453328145028385,
51147,2020,average_years_schooling,12.980063674954518,
51147,2021,average_years_schooling,12.911916892214617,
51149,2020,average_years_schooling,13.149954730647352,
51149,2021,average_years_schooling,13.1970642705261,
51153,2021,average_years_schooling,13.865110955826651,
51153,2020,average_years_schooling,13.829847857911588,
51155,2021,average_years_schooling,13.02519919927778,
51155,2020,average_years_schooling,13.033248780487805,
51157,2020,average_years_schooling,13.81277332361516,
51157,2021,average_years_schooling,13.680612426562222,
51159,2020,average_years_schooling,12.552449068053743,
51159,2021,average_years_schooling,12.51621818181818,
51161,2021,average_years_schooling,13.942290014937376,
51161,2020,average_years_schooling,13.907529062504594,
51163,2021,average_years_schooling,13.364521442437791,
51163,2020,average_years_schooling,13.321852243363873,
51165,2020,average_years_schooling,13.079597577581882,
51165,2021,average_years_schooling,13.130778120184898,
51167,2020,average_years_schooling,12.14608046035031,
51167,2021,average_years_schooling,12.22207495192058,
51169,2020,average_years_schooling,12.396110260336908,
51169,2021,average_years_schooling,12.346086902467832,
51171,2021,average_years_schooling,12.898301055500966,
51171,2020,average_years_schooling,12.812574254246542,
51173,2021,average_years_schooling,12.534566832247188,
51173,2020,average_years_schooling,12.475830546265328,
51175,2021,average_years_schooling,12.816789902158488,
51175,2020,average_years_schooling,12.83879966825002,
51177,2020,average_years_schooling,13.61395899053628,
51177,2021,average_years_schooling,13.70674705032247,
51179,2021,average_years_schooling,14.12977781819284,
51179,2020,average_years_schooling,14.08680051437342,
51181,2021,average_years_schooling,12.928686868686867,
51181,2020,average_years_schooling,12.752789612497462,
51183,2021,average_years_schooling,12.432497233493176,
51183,2020,average_years_schooling,12.384183858125228,
51185,2020,average_years_schooling,12.456723107569722,
51185,2021,average_years_schooling,12.545151124966116,
51187,2021,average_years_schooling,13.04049395877754,
51187,2020,average_years_schooling,12.939023512044072,
51191,2021,average_years_schooling,13.110402073933743,
51191,2020,average_years_schooling,13.054279723421782,
51193,2021,average_years_schooling,12.557822633534942,
51193,2020,average_years_schooling,12.732320959880012,
51195,2020,average_years_schooling,12.336036529680364,
51195,2021,average_years_schooling,12.36715261611266,
51197,2020,average_years_schooling,12.960323848302638,
51197,2021,average_years_schooling,13.019202150640874,
51199,2020,average_years_schooling,14.707049410747109,
51199,2021,average_years_schooling,14.650097507207056,
51510,2021,average_years_schooling,15.267727109694963,
51510,2020,average_years_schooling,15.24831397917587,
51520,2021,average_years_schooling,13.249918646274,
51520,2020,average_years_schooling,13.17556029882604,
51530,2020,average_years_schooling,12.758213041314086,
51530,2021,average_years_schooling,12.771250610649732,
51540,2020,average_years_schooling,14.88471045779638,
51540,2021,average_years_schooling,15.043089403863416,
51550,2021,average_years_schooling,13.901444577422012,
51550,2020,average_years_schooling,13.84594534996968,
51570,2021,average_years_schooling,13.24487471526196,
51570,2020,average_years_schooling,13.372427136505848,
51580,2020,average_years_schooling,12.83270817704426,
51580,2021,average_years_schooling,12.744479882237489,
51590,2020,average_years_schooling,12.746688800197786,
51590,2021,average_years_schooling,12.728221936879097,
51595,2021,average_years_schooling,11.896268267223382,
51595,2020,average_years_schooling,11.897829232995658,
