STATEFP,COUNTYFP,TRACTCE,PUMA5CE,fips,income_cat,hh_size,ccc_avg
51,059,492300,59304,51059492300,"$60,000 to $74,999",3,1462.83
51,059,492300,59304,51059492300,"$75,000 to $99,999",3,1139.8
51,059,492300,59304,51059492300,"$100,000 to $124,999",3,1243.08
51,059,492300,59304,51059492300,"$125,000 to $149,999",3,1072
51,059,492300,59304,51059492300,"$150,000 to $199,999",3,1409.95
51,059,492300,59304,51059492300,"$200,000 or more",3,1199.08
51,059,492300,59304,51059492300,"$15,000 to $19,999",4,NA
51,059,492300,59304,51059492300,"$25,000 to $29,999",4,NA
51,059,492300,59304,51059492300,"$35,000 to $39,999",4,1072
51,059,492300,59304,51059492300,"$40,000 to $44,999",4,1472.91
51,059,492300,59304,51059492300,"$45,000 to $49,999",4,NA
51,059,492300,59304,51059492300,"$50,000 to $59,999",4,1072
51,059,492300,59304,51059492300,"$60,000 to $74,999",4,1072
51,059,492300,59304,51059492300,"$75,000 to $99,999",4,1289.26
51,059,492300,59304,51059492300,"$100,000 to $124,999",4,1126.67
51,059,492300,59304,51059492300,"$125,000 to $149,999",4,1310.54
51,059,492300,59304,51059492300,"$150,000 to $199,999",4,1231.63
51,059,492300,59304,51059492300,"$200,000 or more",4,1198.74
51,059,492300,59304,51059492300,"$15,000 to $19,999",5,NA
51,059,492300,59304,51059492300,"$25,000 to $29,999",5,1491.11
51,059,492300,59304,51059492300,"$35,000 to $39,999",5,1460
51,059,492300,59304,51059492300,"$40,000 to $44,999",5,1202.11
51,059,492300,59304,51059492300,"$45,000 to $49,999",5,1072
51,059,492300,59304,51059492300,"$50,000 to $59,999",5,1072
51,059,492300,59304,51059492300,"$60,000 to $74,999",5,1177.96
51,059,492300,59304,51059492300,"$75,000 to $99,999",5,1361.79
51,059,492300,59304,51059492300,"$100,000 to $124,999",5,1090.12
51,059,492300,59304,51059492300,"$125,000 to $149,999",5,NA
51,059,492300,59304,51059492300,"$150,000 to $199,999",5,1480.62
51,059,492300,59304,51059492300,"$200,000 or more",5,1192.95
51,059,492300,59304,51059492300,"$15,000 to $19,999",6,1072
51,059,492300,59304,51059492300,"$25,000 to $29,999",6,NA
51,059,492300,59304,51059492300,"$35,000 to $39,999",6,NA
51,059,492300,59304,51059492300,"$40,000 to $44,999",6,NA
51,059,492300,59304,51059492300,"$45,000 to $49,999",6,NA
51,059,492300,59304,51059492300,"$50,000 to $59,999",6,NA
51,059,492300,59304,51059492300,"$60,000 to $74,999",6,NA
51,059,492300,59304,51059492300,"$75,000 to $99,999",6,1072
51,059,492300,59304,51059492300,"$100,000 to $124,999",6,1072
51,059,492300,59304,51059492300,"$125,000 to $149,999",6,NA
51,059,492300,59304,51059492300,"$150,000 to $199,999",6,1228.95
51,059,492300,59304,51059492300,"$200,000 or more",6,NA
51,059,492300,59304,51059492300,"$15,000 to $19,999",7,NA
51,059,492300,59304,51059492300,"$25,000 to $29,999",7,NA
51,059,492300,59304,51059492300,"$35,000 to $39,999",7,NA
51,059,492300,59304,51059492300,"$40,000 to $44,999",7,NA
51,059,492300,59304,51059492300,"$45,000 to $49,999",7,NA
51,059,492300,59304,51059492300,"$50,000 to $59,999",7,NA
51,059,492300,59304,51059492300,"$60,000 to $74,999",7,1206.89
51,059,492300,59304,51059492300,"$75,000 to $99,999",7,NA
51,059,492300,59304,51059492300,"$100,000 to $124,999",7,1157.49
51,059,492300,59304,51059492300,"$125,000 to $149,999",7,NA
51,059,492300,59304,51059492300,"$150,000 to $199,999",7,1072
51,059,492300,59304,51059492300,"$200,000 or more",7,1072
51,059,492400,59304,51059492400,"$15,000 to $19,999",2,NA
51,059,492400,59304,51059492400,"$25,000 to $29,999",2,NA
51,059,492400,59304,51059492400,"$35,000 to $39,999",2,NA
51,059,492400,59304,51059492400,"$40,000 to $44,999",2,NA
51,059,492400,59304,51059492400,"$45,000 to $49,999",2,NA
51,059,492400,59304,51059492400,"$50,000 to $59,999",2,NA
51,059,492400,59304,51059492400,"$60,000 to $74,999",2,1072
51,059,492400,59304,51059492400,"$75,000 to $99,999",2,NA
51,059,492400,59304,51059492400,"$100,000 to $124,999",2,NA
51,059,492400,59304,51059492400,"$125,000 to $149,999",2,1072
51,059,492400,59304,51059492400,"$150,000 to $199,999",2,NA
51,059,492400,59304,51059492400,"$200,000 or more",2,NA
51,059,492400,59304,51059492400,"$15,000 to $19,999",3,NA
51,059,492400,59304,51059492400,"$25,000 to $29,999",3,NA
51,059,492400,59304,51059492400,"$35,000 to $39,999",3,NA
51,059,492400,59304,51059492400,"$40,000 to $44,999",3,NA
51,059,492400,59304,51059492400,"$45,000 to $49,999",3,NA
51,059,492400,59304,51059492400,"$50,000 to $59,999",3,1072
51,059,492400,59304,51059492400,"$60,000 to $74,999",3,1462.83
51,059,492400,59304,51059492400,"$75,000 to $99,999",3,1139.8
51,059,492400,59304,51059492400,"$100,000 to $124,999",3,1243.08
51,059,492400,59304,51059492400,"$125,000 to $149,999",3,1072
51,059,492400,59304,51059492400,"$150,000 to $199,999",3,1409.95
51,059,492400,59304,51059492400,"$200,000 or more",3,1199.08
51,059,492400,59304,51059492400,"$15,000 to $19,999",4,NA
51,059,492400,59304,51059492400,"$25,000 to $29,999",4,NA
51,059,492400,59304,51059492400,"$35,000 to $39,999",4,1072
51,059,492400,59304,51059492400,"$40,000 to $44,999",4,1472.91
51,059,492400,59304,51059492400,"$45,000 to $49,999",4,NA
51,059,492400,59304,51059492400,"$50,000 to $59,999",4,1072
51,059,492400,59304,51059492400,"$60,000 to $74,999",4,1072
51,059,492400,59304,51059492400,"$75,000 to $99,999",4,1289.26
51,059,492400,59304,51059492400,"$100,000 to $124,999",4,1126.67
51,059,492400,59304,51059492400,"$125,000 to $149,999",4,1310.54
51,059,492400,59304,51059492400,"$150,000 to $199,999",4,1231.63
51,059,492400,59304,51059492400,"$200,000 or more",4,1198.74
51,059,492400,59304,51059492400,"$15,000 to $19,999",5,NA
51,059,492400,59304,51059492400,"$25,000 to $29,999",5,1491.11
51,059,492400,59304,51059492400,"$35,000 to $39,999",5,1460
51,059,492400,59304,51059492400,"$40,000 to $44,999",5,1202.11
51,059,492400,59304,51059492400,"$45,000 to $49,999",5,1072
51,059,492400,59304,51059492400,"$50,000 to $59,999",5,1072
51,059,492400,59304,51059492400,"$60,000 to $74,999",5,1177.96
51,059,492400,59304,51059492400,"$75,000 to $99,999",5,1361.79
51,059,492400,59304,51059492400,"$100,000 to $124,999",5,1090.12
51,059,492400,59304,51059492400,"$125,000 to $149,999",5,NA
51,059,492400,59304,51059492400,"$150,000 to $199,999",5,1480.62
51,059,492400,59304,51059492400,"$200,000 or more",5,1192.95
51,059,492400,59304,51059492400,"$15,000 to $19,999",6,1072
51,059,492400,59304,51059492400,"$25,000 to $29,999",6,NA
51,059,492400,59304,51059492400,"$35,000 to $39,999",6,NA
51,059,492400,59304,51059492400,"$40,000 to $44,999",6,NA
51,059,492400,59304,51059492400,"$45,000 to $49,999",6,NA
51,059,492400,59304,51059492400,"$50,000 to $59,999",6,NA
51,059,492400,59304,51059492400,"$60,000 to $74,999",6,NA
51,059,492400,59304,51059492400,"$75,000 to $99,999",6,1072
51,059,492400,59304,51059492400,"$100,000 to $124,999",6,1072
51,059,492400,59304,51059492400,"$125,000 to $149,999",6,NA
51,059,492400,59304,51059492400,"$150,000 to $199,999",6,1228.95
51,059,492400,59304,51059492400,"$200,000 or more",6,NA
51,059,492400,59304,51059492400,"$15,000 to $19,999",7,NA
51,059,492400,59304,51059492400,"$25,000 to $29,999",7,NA
51,059,492400,59304,51059492400,"$35,000 to $39,999",7,NA
51,059,492400,59304,51059492400,"$40,000 to $44,999",7,NA
51,059,492400,59304,51059492400,"$45,000 to $49,999",7,NA
51,059,492400,59304,51059492400,"$50,000 to $59,999",7,NA
51,059,492400,59304,51059492400,"$60,000 to $74,999",7,1206.89
51,059,492400,59304,51059492400,"$75,000 to $99,999",7,NA
51,059,492400,59304,51059492400,"$100,000 to $124,999",7,1157.49
51,059,492400,59304,51059492400,"$125,000 to $149,999",7,NA
51,059,492400,59304,51059492400,"$150,000 to $199,999",7,1072
51,059,492400,59304,51059492400,"$200,000 or more",7,1072
51,059,492500,59304,51059492500,"$15,000 to $19,999",2,NA
51,059,492500,59304,51059492500,"$25,000 to $29,999",2,NA
51,059,492500,59304,51059492500,"$35,000 to $39,999",2,NA
51,059,492500,59304,51059492500,"$40,000 to $44,999",2,NA
51,059,492500,59304,51059492500,"$45,000 to $49,999",2,NA
51,059,492500,59304,51059492500,"$50,000 to $59,999",2,NA
51,059,492500,59304,51059492500,"$60,000 to $74,999",2,1072
51,059,492500,59304,51059492500,"$75,000 to $99,999",2,NA
51,059,492500,59304,51059492500,"$100,000 to $124,999",2,NA
51,059,492500,59304,51059492500,"$125,000 to $149,999",2,1072
51,059,492500,59304,51059492500,"$150,000 to $199,999",2,NA
51,059,492500,59304,51059492500,"$200,000 or more",2,NA
51,059,492500,59304,51059492500,"$15,000 to $19,999",3,NA
51,059,492500,59304,51059492500,"$25,000 to $29,999",3,NA
51,059,492500,59304,51059492500,"$35,000 to $39,999",3,NA
51,059,492500,59304,51059492500,"$40,000 to $44,999",3,NA
51,059,492500,59304,51059492500,"$45,000 to $49,999",3,NA
51,059,492500,59304,51059492500,"$50,000 to $59,999",3,1072
51,059,492500,59304,51059492500,"$60,000 to $74,999",3,1462.83
51,059,492500,59304,51059492500,"$75,000 to $99,999",3,1139.8
51,059,492500,59304,51059492500,"$100,000 to $124,999",3,1243.08
51,059,492500,59304,51059492500,"$125,000 to $149,999",3,1072
51,059,492500,59304,51059492500,"$150,000 to $199,999",3,1409.95
51,059,492500,59304,51059492500,"$200,000 or more",3,1199.08
51,059,492500,59304,51059492500,"$15,000 to $19,999",4,NA
51,059,492500,59304,51059492500,"$25,000 to $29,999",4,NA
51,059,492500,59304,51059492500,"$35,000 to $39,999",4,1072
51,059,492500,59304,51059492500,"$40,000 to $44,999",4,1472.91
51,059,492500,59304,51059492500,"$45,000 to $49,999",4,NA
51,059,492500,59304,51059492500,"$50,000 to $59,999",4,1072
51,059,492500,59304,51059492500,"$60,000 to $74,999",4,1072
51,059,492500,59304,51059492500,"$75,000 to $99,999",4,1289.26
51,059,492500,59304,51059492500,"$100,000 to $124,999",4,1126.67
51,059,492500,59304,51059492500,"$125,000 to $149,999",4,1310.54
51,059,492500,59304,51059492500,"$150,000 to $199,999",4,1231.63
51,059,492500,59304,51059492500,"$200,000 or more",4,1198.74
51,059,492500,59304,51059492500,"$15,000 to $19,999",5,NA
51,059,492500,59304,51059492500,"$25,000 to $29,999",5,1491.11
51,059,492500,59304,51059492500,"$35,000 to $39,999",5,1460
51,059,492500,59304,51059492500,"$40,000 to $44,999",5,1202.11
51,059,492500,59304,51059492500,"$45,000 to $49,999",5,1072
51,059,492500,59304,51059492500,"$50,000 to $59,999",5,1072
51,059,492500,59304,51059492500,"$60,000 to $74,999",5,1177.96
51,059,492500,59304,51059492500,"$75,000 to $99,999",5,1361.79
51,059,492500,59304,51059492500,"$100,000 to $124,999",5,1090.12
51,059,492500,59304,51059492500,"$125,000 to $149,999",5,NA
51,059,492500,59304,51059492500,"$150,000 to $199,999",5,1480.62
51,059,492500,59304,51059492500,"$200,000 or more",5,1192.95
51,059,492500,59304,51059492500,"$15,000 to $19,999",6,1072
51,059,492500,59304,51059492500,"$25,000 to $29,999",6,NA
51,059,492500,59304,51059492500,"$35,000 to $39,999",6,NA
51,059,492500,59304,51059492500,"$40,000 to $44,999",6,NA
51,059,492500,59304,51059492500,"$45,000 to $49,999",6,NA
51,059,492500,59304,51059492500,"$50,000 to $59,999",6,NA
51,059,492500,59304,51059492500,"$60,000 to $74,999",6,NA
51,059,492500,59304,51059492500,"$75,000 to $99,999",6,1072
51,059,492500,59304,51059492500,"$100,000 to $124,999",6,1072
51,059,492500,59304,51059492500,"$125,000 to $149,999",6,NA
51,059,492500,59304,51059492500,"$150,000 to $199,999",6,1228.95
51,059,492500,59304,51059492500,"$200,000 or more",6,NA
51,059,492500,59304,51059492500,"$15,000 to $19,999",7,NA
51,059,492500,59304,51059492500,"$25,000 to $29,999",7,NA
51,059,492500,59304,51059492500,"$35,000 to $39,999",7,NA
51,059,492500,59304,51059492500,"$40,000 to $44,999",7,NA
51,059,492500,59304,51059492500,"$45,000 to $49,999",7,NA
51,059,492500,59304,51059492500,"$50,000 to $59,999",7,NA
51,059,492500,59304,51059492500,"$60,000 to $74,999",7,1206.89
51,059,492500,59304,51059492500,"$75,000 to $99,999",7,NA
51,059,492500,59304,51059492500,"$100,000 to $124,999",7,1157.49
51,059,492500,59304,51059492500,"$125,000 to $149,999",7,NA
51,059,492500,59304,51059492500,"$150,000 to $199,999",7,1072
51,059,492500,59304,51059492500,"$200,000 or more",7,1072
51,059,460100,59305,51059460100,"Less than $10,000",2,1402
51,059,460100,59305,51059460100,"$10,000 to $14,999",2,1072
51,059,460100,59305,51059460100,"$40,000 to $44,999",2,1532
51,059,460100,59305,51059460100,"$45,000 to $49,999",2,NA
51,059,460100,59305,51059460100,"$50,000 to $59,999",2,NA
51,059,460100,59305,51059460100,"$60,000 to $74,999",2,NA
51,059,460100,59305,51059460100,"$75,000 to $99,999",2,1402
51,059,460100,59305,51059460100,"$100,000 to $124,999",2,1072
51,059,460100,59305,51059460100,"$125,000 to $149,999",2,1072
51,059,460100,59305,51059460100,"$150,000 to $199,999",2,NA
51,059,460100,59305,51059460100,"$200,000 or more",2,1072
51,059,460100,59305,51059460100,"Less than $10,000",3,1328.38
51,059,460100,59305,51059460100,"$10,000 to $14,999",3,NA
51,059,460100,59305,51059460100,"$40,000 to $44,999",3,NA
51,059,460100,59305,51059460100,"$45,000 to $49,999",3,1072
51,059,460100,59305,51059460100,"$50,000 to $59,999",3,1230.24
51,059,460100,59305,51059460100,"$60,000 to $74,999",3,NA
51,059,460100,59305,51059460100,"$75,000 to $99,999",3,1072
51,059,460100,59305,51059460100,"$100,000 to $124,999",3,1072
51,059,460100,59305,51059460100,"$125,000 to $149,999",3,1394.17
51,059,460100,59305,51059460100,"$150,000 to $199,999",3,1201.97
51,059,460100,59305,51059460100,"$200,000 or more",3,1203.65
51,059,460100,59305,51059460100,"Less than $10,000",4,NA
51,059,460100,59305,51059460100,"$10,000 to $14,999",4,NA
51,059,460100,59305,51059460100,"$40,000 to $44,999",4,1072
51,059,460100,59305,51059460100,"$45,000 to $49,999",4,1072
51,059,460100,59305,51059460100,"$50,000 to $59,999",4,NA
51,059,460100,59305,51059460100,"$60,000 to $74,999",4,1072
51,059,460100,59305,51059460100,"$75,000 to $99,999",4,NA
51,059,460100,59305,51059460100,"$100,000 to $124,999",4,1072
51,059,460100,59305,51059460100,"$125,000 to $149,999",4,1414.14
51,059,460100,59305,51059460100,"$150,000 to $199,999",4,1153.52
51,059,460100,59305,51059460100,"$200,000 or more",4,1215.8
51,059,460100,59305,51059460100,"Less than $10,000",5,NA
51,059,460100,59305,51059460100,"$10,000 to $14,999",5,NA
51,059,460100,59305,51059460100,"$40,000 to $44,999",5,NA
51,059,460100,59305,51059460100,"$45,000 to $49,999",5,NA
51,059,460100,59305,51059460100,"$50,000 to $59,999",5,1072
51,059,460100,59305,51059460100,"$60,000 to $74,999",5,1072
51,059,460100,59305,51059460100,"$75,000 to $99,999",5,1532
51,059,460100,59305,51059460100,"$100,000 to $124,999",5,NA
51,059,460100,59305,51059460100,"$125,000 to $149,999",5,1285.53
51,059,460100,59305,51059460100,"$150,000 to $199,999",5,1199.02
51,059,460100,59305,51059460100,"$200,000 or more",5,1152.5
51,059,460100,59305,51059460100,"Less than $10,000",6,NA
51,059,460100,59305,51059460100,"$10,000 to $14,999",6,NA
51,059,460100,59305,51059460100,"$40,000 to $44,999",6,NA
51,059,460100,59305,51059460100,"$45,000 to $49,999",6,NA
51,059,460100,59305,51059460100,"$50,000 to $59,999",6,NA
51,059,460100,59305,51059460100,"$60,000 to $74,999",6,NA
51,059,460100,59305,51059460100,"$75,000 to $99,999",6,NA
51,059,460100,59305,51059460100,"$100,000 to $124,999",6,NA
51,059,460100,59305,51059460100,"$125,000 to $149,999",6,NA
51,059,460100,59305,51059460100,"$150,000 to $199,999",6,1381.53
51,059,460100,59305,51059460100,"$200,000 or more",6,1187.46
51,059,460100,59305,51059460100,"Less than $10,000",7,NA
51,059,460100,59305,51059460100,"$10,000 to $14,999",7,NA
51,059,460100,59305,51059460100,"$40,000 to $44,999",7,NA
51,059,460100,59305,51059460100,"$45,000 to $49,999",7,NA
51,059,460100,59305,51059460100,"$50,000 to $59,999",7,1072
51,059,460100,59305,51059460100,"$60,000 to $74,999",7,NA
51,059,460100,59305,51059460100,"$75,000 to $99,999",7,NA
51,059,460100,59305,51059460100,"$100,000 to $124,999",7,NA
51,059,460100,59305,51059460100,"$125,000 to $149,999",7,1072
51,059,460100,59305,51059460100,"$150,000 to $199,999",7,NA
51,059,460100,59305,51059460100,"$200,000 or more",7,1156.46
51,059,460200,59305,51059460200,"Less than $10,000",2,1402
51,059,460200,59305,51059460200,"$10,000 to $14,999",2,1072
51,059,460200,59305,51059460200,"$40,000 to $44,999",2,1532
51,059,460200,59305,51059460200,"$45,000 to $49,999",2,NA
51,059,460200,59305,51059460200,"$50,000 to $59,999",2,NA
51,059,460200,59305,51059460200,"$60,000 to $74,999",2,NA
51,059,460200,59305,51059460200,"$75,000 to $99,999",2,1402
51,059,460200,59305,51059460200,"$100,000 to $124,999",2,1072
51,059,460200,59305,51059460200,"$125,000 to $149,999",2,1072
51,059,460200,59305,51059460200,"$150,000 to $199,999",2,NA
51,059,460200,59305,51059460200,"$200,000 or more",2,1072
51,059,460200,59305,51059460200,"Less than $10,000",3,1328.38
51,059,460200,59305,51059460200,"$10,000 to $14,999",3,NA
51,059,460200,59305,51059460200,"$40,000 to $44,999",3,NA
51,059,460200,59305,51059460200,"$45,000 to $49,999",3,1072
51,059,460200,59305,51059460200,"$50,000 to $59,999",3,1230.24
51,059,460200,59305,51059460200,"$60,000 to $74,999",3,NA
51,059,460200,59305,51059460200,"$75,000 to $99,999",3,1072
51,059,460200,59305,51059460200,"$100,000 to $124,999",3,1072
51,059,460200,59305,51059460200,"$125,000 to $149,999",3,1394.17
51,059,460200,59305,51059460200,"$150,000 to $199,999",3,1201.97
51,059,460200,59305,51059460200,"$200,000 or more",3,1203.65
51,059,460200,59305,51059460200,"Less than $10,000",4,NA
51,059,460200,59305,51059460200,"$10,000 to $14,999",4,NA
51,059,460200,59305,51059460200,"$40,000 to $44,999",4,1072
51,059,460200,59305,51059460200,"$45,000 to $49,999",4,1072
51,059,460200,59305,51059460200,"$50,000 to $59,999",4,NA
51,059,460200,59305,51059460200,"$60,000 to $74,999",4,1072
51,059,460200,59305,51059460200,"$75,000 to $99,999",4,NA
51,059,460200,59305,51059460200,"$100,000 to $124,999",4,1072
51,059,460200,59305,51059460200,"$125,000 to $149,999",4,1414.14
51,059,460200,59305,51059460200,"$150,000 to $199,999",4,1153.52
51,059,460200,59305,51059460200,"$200,000 or more",4,1215.8
51,059,460200,59305,51059460200,"Less than $10,000",5,NA
51,059,460200,59305,51059460200,"$10,000 to $14,999",5,NA
51,059,460200,59305,51059460200,"$40,000 to $44,999",5,NA
51,059,460200,59305,51059460200,"$45,000 to $49,999",5,NA
51,059,460200,59305,51059460200,"$50,000 to $59,999",5,1072
51,059,460200,59305,51059460200,"$60,000 to $74,999",5,1072
51,059,460200,59305,51059460200,"$75,000 to $99,999",5,1532
51,059,460200,59305,51059460200,"$100,000 to $124,999",5,NA
51,059,460200,59305,51059460200,"$125,000 to $149,999",5,1285.53
51,059,460200,59305,51059460200,"$150,000 to $199,999",5,1199.02
51,059,460200,59305,51059460200,"$200,000 or more",5,1152.5
51,059,460200,59305,51059460200,"Less than $10,000",6,NA
51,059,460200,59305,51059460200,"$10,000 to $14,999",6,NA
51,059,460200,59305,51059460200,"$40,000 to $44,999",6,NA
51,059,460200,59305,51059460200,"$45,000 to $49,999",6,NA
51,059,460200,59305,51059460200,"$50,000 to $59,999",6,NA
51,059,460200,59305,51059460200,"$60,000 to $74,999",6,NA
51,059,460200,59305,51059460200,"$75,000 to $99,999",6,NA
51,059,460200,59305,51059460200,"$100,000 to $124,999",6,NA
51,059,460200,59305,51059460200,"$125,000 to $149,999",6,NA
51,059,460200,59305,51059460200,"$150,000 to $199,999",6,1381.53
51,059,460200,59305,51059460200,"$200,000 or more",6,1187.46
51,059,460200,59305,51059460200,"Less than $10,000",7,NA
51,059,460200,59305,51059460200,"$10,000 to $14,999",7,NA
51,059,460200,59305,51059460200,"$40,000 to $44,999",7,NA
51,059,460200,59305,51059460200,"$45,000 to $49,999",7,NA
51,059,460200,59305,51059460200,"$50,000 to $59,999",7,1072
51,059,460200,59305,51059460200,"$60,000 to $74,999",7,NA
51,059,460200,59305,51059460200,"$75,000 to $99,999",7,NA
51,059,460200,59305,51059460200,"$100,000 to $124,999",7,NA
51,059,460200,59305,51059460200,"$125,000 to $149,999",7,1072
51,059,460200,59305,51059460200,"$150,000 to $199,999",7,NA
51,059,460200,59305,51059460200,"$200,000 or more",7,1156.46
51,059,460300,59305,51059460300,"Less than $10,000",2,1402
51,059,460300,59305,51059460300,"$10,000 to $14,999",2,1072
51,059,460300,59305,51059460300,"$40,000 to $44,999",2,1532
51,059,460300,59305,51059460300,"$45,000 to $49,999",2,NA
51,059,460300,59305,51059460300,"$50,000 to $59,999",2,NA
51,059,460300,59305,51059460300,"$60,000 to $74,999",2,NA
51,059,460300,59305,51059460300,"$75,000 to $99,999",2,1402
51,059,460300,59305,51059460300,"$100,000 to $124,999",2,1072
51,059,460300,59305,51059460300,"$125,000 to $149,999",2,1072
51,059,460300,59305,51059460300,"$150,000 to $199,999",2,NA
51,059,460300,59305,51059460300,"$200,000 or more",2,1072
51,059,460300,59305,51059460300,"Less than $10,000",3,1328.38
51,059,460300,59305,51059460300,"$10,000 to $14,999",3,NA
51,059,460300,59305,51059460300,"$40,000 to $44,999",3,NA
51,059,460300,59305,51059460300,"$45,000 to $49,999",3,1072
51,059,460300,59305,51059460300,"$50,000 to $59,999",3,1230.24
51,059,460300,59305,51059460300,"$60,000 to $74,999",3,NA
51,059,460300,59305,51059460300,"$75,000 to $99,999",3,1072
51,059,460300,59305,51059460300,"$100,000 to $124,999",3,1072
51,059,460300,59305,51059460300,"$125,000 to $149,999",3,1394.17
51,059,460300,59305,51059460300,"$150,000 to $199,999",3,1201.97
51,059,460300,59305,51059460300,"$200,000 or more",3,1203.65
51,059,460300,59305,51059460300,"Less than $10,000",4,NA
51,059,460300,59305,51059460300,"$10,000 to $14,999",4,NA
51,059,460300,59305,51059460300,"$40,000 to $44,999",4,1072
51,059,460300,59305,51059460300,"$45,000 to $49,999",4,1072
51,059,460300,59305,51059460300,"$50,000 to $59,999",4,NA
51,059,460300,59305,51059460300,"$60,000 to $74,999",4,1072
51,059,460300,59305,51059460300,"$75,000 to $99,999",4,NA
51,059,460300,59305,51059460300,"$100,000 to $124,999",4,1072
51,059,460300,59305,51059460300,"$125,000 to $149,999",4,1414.14
51,059,460300,59305,51059460300,"$150,000 to $199,999",4,1153.52
51,059,460300,59305,51059460300,"$200,000 or more",4,1215.8
51,059,460300,59305,51059460300,"Less than $10,000",5,NA
51,059,460300,59305,51059460300,"$10,000 to $14,999",5,NA
51,059,460300,59305,51059460300,"$40,000 to $44,999",5,NA
51,059,460300,59305,51059460300,"$45,000 to $49,999",5,NA
51,059,460300,59305,51059460300,"$50,000 to $59,999",5,1072
51,059,460300,59305,51059460300,"$60,000 to $74,999",5,1072
51,059,460300,59305,51059460300,"$75,000 to $99,999",5,1532
51,059,460300,59305,51059460300,"$100,000 to $124,999",5,NA
51,059,460300,59305,51059460300,"$125,000 to $149,999",5,1285.53
51,059,460300,59305,51059460300,"$150,000 to $199,999",5,1199.02
51,059,460300,59305,51059460300,"$200,000 or more",5,1152.5
51,059,460300,59305,51059460300,"Less than $10,000",6,NA
51,059,460300,59305,51059460300,"$10,000 to $14,999",6,NA
51,059,460300,59305,51059460300,"$40,000 to $44,999",6,NA
51,059,460300,59305,51059460300,"$45,000 to $49,999",6,NA
51,059,460300,59305,51059460300,"$50,000 to $59,999",6,NA
51,059,460300,59305,51059460300,"$60,000 to $74,999",6,NA
51,059,460300,59305,51059460300,"$75,000 to $99,999",6,NA
51,059,460300,59305,51059460300,"$100,000 to $124,999",6,NA
51,059,460300,59305,51059460300,"$125,000 to $149,999",6,NA
51,059,460300,59305,51059460300,"$150,000 to $199,999",6,1381.53
51,059,460300,59305,51059460300,"$200,000 or more",6,1187.46
51,059,460300,59305,51059460300,"Less than $10,000",7,NA
51,059,460300,59305,51059460300,"$10,000 to $14,999",7,NA
51,059,460300,59305,51059460300,"$40,000 to $44,999",7,NA
51,059,460300,59305,51059460300,"$45,000 to $49,999",7,NA
51,059,460300,59305,51059460300,"$50,000 to $59,999",7,1072
51,059,460300,59305,51059460300,"$60,000 to $74,999",7,NA
51,059,460300,59305,51059460300,"$75,000 to $99,999",7,NA
51,059,460300,59305,51059460300,"$100,000 to $124,999",7,NA
51,059,460300,59305,51059460300,"$125,000 to $149,999",7,1072
51,059,460300,59305,51059460300,"$150,000 to $199,999",7,NA
51,059,460300,59305,51059460300,"$200,000 or more",7,1156.46
51,059,460400,59305,51059460400,"Less than $10,000",2,1402
51,059,460400,59305,51059460400,"$10,000 to $14,999",2,1072
51,059,460400,59305,51059460400,"$40,000 to $44,999",2,1532
51,059,460400,59305,51059460400,"$45,000 to $49,999",2,NA
51,059,460400,59305,51059460400,"$50,000 to $59,999",2,NA
51,059,460400,59305,51059460400,"$60,000 to $74,999",2,NA
51,059,460400,59305,51059460400,"$75,000 to $99,999",2,1402
51,059,460400,59305,51059460400,"$100,000 to $124,999",2,1072
51,059,460400,59305,51059460400,"$125,000 to $149,999",2,1072
51,059,460400,59305,51059460400,"$150,000 to $199,999",2,NA
51,059,460400,59305,51059460400,"$200,000 or more",2,1072
51,059,460400,59305,51059460400,"Less than $10,000",3,1328.38
51,059,460400,59305,51059460400,"$10,000 to $14,999",3,NA
51,059,460400,59305,51059460400,"$40,000 to $44,999",3,NA
51,059,460400,59305,51059460400,"$45,000 to $49,999",3,1072
51,059,460400,59305,51059460400,"$50,000 to $59,999",3,1230.24
51,059,460400,59305,51059460400,"$60,000 to $74,999",3,NA
51,059,460400,59305,51059460400,"$75,000 to $99,999",3,1072
51,059,460400,59305,51059460400,"$100,000 to $124,999",3,1072
51,059,460400,59305,51059460400,"$125,000 to $149,999",3,1394.17
51,059,460400,59305,51059460400,"$150,000 to $199,999",3,1201.97
51,059,460400,59305,51059460400,"$200,000 or more",3,1203.65
51,059,460400,59305,51059460400,"Less than $10,000",4,NA
51,059,460400,59305,51059460400,"$10,000 to $14,999",4,NA
51,059,460400,59305,51059460400,"$40,000 to $44,999",4,1072
51,059,460400,59305,51059460400,"$45,000 to $49,999",4,1072
51,059,460400,59305,51059460400,"$50,000 to $59,999",4,NA
51,059,460400,59305,51059460400,"$60,000 to $74,999",4,1072
51,059,460400,59305,51059460400,"$75,000 to $99,999",4,NA
51,059,460400,59305,51059460400,"$100,000 to $124,999",4,1072
51,059,460400,59305,51059460400,"$125,000 to $149,999",4,1414.14
51,059,460400,59305,51059460400,"$150,000 to $199,999",4,1153.52
51,059,460400,59305,51059460400,"$200,000 or more",4,1215.8
51,059,460400,59305,51059460400,"Less than $10,000",5,NA
51,059,460400,59305,51059460400,"$10,000 to $14,999",5,NA
51,059,460400,59305,51059460400,"$40,000 to $44,999",5,NA
51,059,460400,59305,51059460400,"$45,000 to $49,999",5,NA
51,059,460400,59305,51059460400,"$50,000 to $59,999",5,1072
