STATEFP,COUNTYFP,TRACTCE,PUMA5CE,fips,income_cat,hh_size,ccc_avg
51,059,430201,59303,51059430201,"$125,000 to $149,999",2,1072
51,059,430201,59303,51059430201,"$150,000 to $199,999",2,1402
51,059,430201,59303,51059430201,"$200,000 or more",2,NA
51,059,430201,59303,51059430201,"$10,000 to $14,999",3,NA
51,059,430201,59303,51059430201,"$20,000 to $24,999",3,NA
51,059,430201,59303,51059430201,"$25,000 to $29,999",3,NA
51,059,430201,59303,51059430201,"$30,000 to $34,999",3,NA
51,059,430201,59303,51059430201,"$35,000 to $39,999",3,NA
51,059,430201,59303,51059430201,"$45,000 to $49,999",3,NA
51,059,430201,59303,51059430201,"$50,000 to $59,999",3,1460
51,059,430201,59303,51059430201,"$60,000 to $74,999",3,NA
51,059,430201,59303,51059430201,"$75,000 to $99,999",3,1272.99
51,059,430201,59303,51059430201,"$100,000 to $124,999",3,1468.64
51,059,430201,59303,51059430201,"$125,000 to $149,999",3,1282.11
51,059,430201,59303,51059430201,"$150,000 to $199,999",3,1275.95
51,059,430201,59303,51059430201,"$200,000 or more",3,1313.88
51,059,430201,59303,51059430201,"$10,000 to $14,999",4,NA
51,059,430201,59303,51059430201,"$20,000 to $24,999",4,1496
51,059,430201,59303,51059430201,"$25,000 to $29,999",4,1072
51,059,430201,59303,51059430201,"$30,000 to $34,999",4,1140.75
51,059,430201,59303,51059430201,"$35,000 to $39,999",4,NA
51,059,430201,59303,51059430201,"$45,000 to $49,999",4,1072
51,059,430201,59303,51059430201,"$50,000 to $59,999",4,1072
51,059,430201,59303,51059430201,"$60,000 to $74,999",4,1092.17
51,059,430201,59303,51059430201,"$75,000 to $99,999",4,1113.66
51,059,430201,59303,51059430201,"$100,000 to $124,999",4,1072
51,059,430201,59303,51059430201,"$125,000 to $149,999",4,1180.44
51,059,430201,59303,51059430201,"$150,000 to $199,999",4,1169.22
51,059,430201,59303,51059430201,"$200,000 or more",4,1199.32
51,059,430201,59303,51059430201,"$10,000 to $14,999",5,1218.02
51,059,430201,59303,51059430201,"$20,000 to $24,999",5,NA
51,059,430201,59303,51059430201,"$25,000 to $29,999",5,1393.81
51,059,430201,59303,51059430201,"$30,000 to $34,999",5,NA
51,059,430201,59303,51059430201,"$35,000 to $39,999",5,NA
51,059,430201,59303,51059430201,"$45,000 to $49,999",5,NA
51,059,430201,59303,51059430201,"$50,000 to $59,999",5,1355.09
51,059,430201,59303,51059430201,"$60,000 to $74,999",5,1460
51,059,430201,59303,51059430201,"$75,000 to $99,999",5,1072
51,059,430201,59303,51059430201,"$100,000 to $124,999",5,1179.12
51,059,430201,59303,51059430201,"$125,000 to $149,999",5,1089.09
51,059,430201,59303,51059430201,"$150,000 to $199,999",5,1135.92
51,059,430201,59303,51059430201,"$200,000 or more",5,1170.84
51,059,430201,59303,51059430201,"$10,000 to $14,999",6,NA
51,059,430201,59303,51059430201,"$20,000 to $24,999",6,NA
51,059,430201,59303,51059430201,"$25,000 to $29,999",6,NA
51,059,430201,59303,51059430201,"$30,000 to $34,999",6,NA
51,059,430201,59303,51059430201,"$35,000 to $39,999",6,NA
51,059,430201,59303,51059430201,"$45,000 to $49,999",6,NA
51,059,430201,59303,51059430201,"$50,000 to $59,999",6,NA
51,059,430201,59303,51059430201,"$60,000 to $74,999",6,1072
51,059,430201,59303,51059430201,"$75,000 to $99,999",6,1278.17
51,059,430201,59303,51059430201,"$100,000 to $124,999",6,NA
51,059,430201,59303,51059430201,"$125,000 to $149,999",6,NA
51,059,430201,59303,51059430201,"$150,000 to $199,999",6,1474.98
51,059,430201,59303,51059430201,"$200,000 or more",6,1105.41
51,059,430201,59303,51059430201,"$10,000 to $14,999",7,NA
51,059,430201,59303,51059430201,"$20,000 to $24,999",7,NA
51,059,430201,59303,51059430201,"$25,000 to $29,999",7,NA
51,059,430201,59303,51059430201,"$30,000 to $34,999",7,NA
51,059,430201,59303,51059430201,"$35,000 to $39,999",7,NA
51,059,430201,59303,51059430201,"$45,000 to $49,999",7,NA
51,059,430201,59303,51059430201,"$50,000 to $59,999",7,NA
51,059,430201,59303,51059430201,"$60,000 to $74,999",7,NA
51,059,430201,59303,51059430201,"$75,000 to $99,999",7,1186
51,059,430201,59303,51059430201,"$100,000 to $124,999",7,1165.05
51,059,430201,59303,51059430201,"$125,000 to $149,999",7,NA
51,059,430201,59303,51059430201,"$150,000 to $199,999",7,NA
51,059,430201,59303,51059430201,"$200,000 or more",7,1203.83
51,059,430202,59303,51059430202,"$10,000 to $14,999",2,NA
51,059,430202,59303,51059430202,"$20,000 to $24,999",2,NA
51,059,430202,59303,51059430202,"$25,000 to $29,999",2,NA
51,059,430202,59303,51059430202,"$30,000 to $34,999",2,NA
51,059,430202,59303,51059430202,"$35,000 to $39,999",2,1072
51,059,430202,59303,51059430202,"$45,000 to $49,999",2,NA
51,059,430202,59303,51059430202,"$50,000 to $59,999",2,NA
51,059,430202,59303,51059430202,"$60,000 to $74,999",2,NA
51,059,430202,59303,51059430202,"$75,000 to $99,999",2,1484.5
51,059,430202,59303,51059430202,"$100,000 to $124,999",2,1532
51,059,430202,59303,51059430202,"$125,000 to $149,999",2,1072
51,059,430202,59303,51059430202,"$150,000 to $199,999",2,1402
51,059,430202,59303,51059430202,"$200,000 or more",2,NA
51,059,430202,59303,51059430202,"$10,000 to $14,999",3,NA
51,059,430202,59303,51059430202,"$20,000 to $24,999",3,NA
51,059,430202,59303,51059430202,"$25,000 to $29,999",3,NA
51,059,430202,59303,51059430202,"$30,000 to $34,999",3,NA
51,059,430202,59303,51059430202,"$35,000 to $39,999",3,NA
51,059,430202,59303,51059430202,"$45,000 to $49,999",3,NA
51,059,430202,59303,51059430202,"$50,000 to $59,999",3,1460
51,059,430202,59303,51059430202,"$60,000 to $74,999",3,NA
51,059,430202,59303,51059430202,"$75,000 to $99,999",3,1272.99
51,059,430202,59303,51059430202,"$100,000 to $124,999",3,1468.64
51,059,430202,59303,51059430202,"$125,000 to $149,999",3,1282.11
51,059,430202,59303,51059430202,"$150,000 to $199,999",3,1275.95
51,059,430202,59303,51059430202,"$200,000 or more",3,1313.88
51,059,430202,59303,51059430202,"$10,000 to $14,999",4,NA
51,059,430202,59303,51059430202,"$20,000 to $24,999",4,1496
51,059,430202,59303,51059430202,"$25,000 to $29,999",4,1072
51,059,430202,59303,51059430202,"$30,000 to $34,999",4,1140.75
51,059,430202,59303,51059430202,"$35,000 to $39,999",4,NA
51,059,430202,59303,51059430202,"$45,000 to $49,999",4,1072
51,059,430202,59303,51059430202,"$50,000 to $59,999",4,1072
51,059,430202,59303,51059430202,"$60,000 to $74,999",4,1092.17
51,059,430202,59303,51059430202,"$75,000 to $99,999",4,1113.66
51,059,430202,59303,51059430202,"$100,000 to $124,999",4,1072
51,059,430202,59303,51059430202,"$125,000 to $149,999",4,1180.44
51,059,430202,59303,51059430202,"$150,000 to $199,999",4,1169.22
51,059,430202,59303,51059430202,"$200,000 or more",4,1199.32
51,059,430202,59303,51059430202,"$10,000 to $14,999",5,1218.02
51,059,430202,59303,51059430202,"$20,000 to $24,999",5,NA
51,059,430202,59303,51059430202,"$25,000 to $29,999",5,1393.81
51,059,430202,59303,51059430202,"$30,000 to $34,999",5,NA
51,059,430202,59303,51059430202,"$35,000 to $39,999",5,NA
51,059,430202,59303,51059430202,"$45,000 to $49,999",5,NA
51,059,430202,59303,51059430202,"$50,000 to $59,999",5,1355.09
51,059,430202,59303,51059430202,"$60,000 to $74,999",5,1460
51,059,430202,59303,51059430202,"$75,000 to $99,999",5,1072
51,059,430202,59303,51059430202,"$100,000 to $124,999",5,1179.12
51,059,430202,59303,51059430202,"$125,000 to $149,999",5,1089.09
51,059,430202,59303,51059430202,"$150,000 to $199,999",5,1135.92
51,059,430202,59303,51059430202,"$200,000 or more",5,1170.84
51,059,430202,59303,51059430202,"$10,000 to $14,999",6,NA
51,059,430202,59303,51059430202,"$20,000 to $24,999",6,NA
51,059,430202,59303,51059430202,"$25,000 to $29,999",6,NA
51,059,430202,59303,51059430202,"$30,000 to $34,999",6,NA
51,059,430202,59303,51059430202,"$35,000 to $39,999",6,NA
51,059,430202,59303,51059430202,"$45,000 to $49,999",6,NA
51,059,430202,59303,51059430202,"$50,000 to $59,999",6,NA
51,059,430202,59303,51059430202,"$60,000 to $74,999",6,1072
51,059,430202,59303,51059430202,"$75,000 to $99,999",6,1278.17
51,059,430202,59303,51059430202,"$100,000 to $124,999",6,NA
51,059,430202,59303,51059430202,"$125,000 to $149,999",6,NA
51,059,430202,59303,51059430202,"$150,000 to $199,999",6,1474.98
51,059,430202,59303,51059430202,"$200,000 or more",6,1105.41
51,059,430202,59303,51059430202,"$10,000 to $14,999",7,NA
51,059,430202,59303,51059430202,"$20,000 to $24,999",7,NA
51,059,430202,59303,51059430202,"$25,000 to $29,999",7,NA
51,059,430202,59303,51059430202,"$30,000 to $34,999",7,NA
51,059,430202,59303,51059430202,"$35,000 to $39,999",7,NA
51,059,430202,59303,51059430202,"$45,000 to $49,999",7,NA
51,059,430202,59303,51059430202,"$50,000 to $59,999",7,NA
51,059,430202,59303,51059430202,"$60,000 to $74,999",7,NA
51,059,430202,59303,51059430202,"$75,000 to $99,999",7,1186
51,059,430202,59303,51059430202,"$100,000 to $124,999",7,1165.05
51,059,430202,59303,51059430202,"$125,000 to $149,999",7,NA
51,059,430202,59303,51059430202,"$150,000 to $199,999",7,NA
51,059,430202,59303,51059430202,"$200,000 or more",7,1203.83
51,059,430203,59303,51059430203,"$10,000 to $14,999",2,NA
51,059,430203,59303,51059430203,"$20,000 to $24,999",2,NA
51,059,430203,59303,51059430203,"$25,000 to $29,999",2,NA
51,059,430203,59303,51059430203,"$30,000 to $34,999",2,NA
51,059,430203,59303,51059430203,"$35,000 to $39,999",2,1072
51,059,430203,59303,51059430203,"$45,000 to $49,999",2,NA
51,059,430203,59303,51059430203,"$50,000 to $59,999",2,NA
51,059,430203,59303,51059430203,"$60,000 to $74,999",2,NA
51,059,430203,59303,51059430203,"$75,000 to $99,999",2,1484.5
51,059,430203,59303,51059430203,"$100,000 to $124,999",2,1532
51,059,430203,59303,51059430203,"$125,000 to $149,999",2,1072
51,059,430203,59303,51059430203,"$150,000 to $199,999",2,1402
51,059,430203,59303,51059430203,"$200,000 or more",2,NA
51,059,430203,59303,51059430203,"$10,000 to $14,999",3,NA
51,059,430203,59303,51059430203,"$20,000 to $24,999",3,NA
51,059,430203,59303,51059430203,"$25,000 to $29,999",3,NA
51,059,430203,59303,51059430203,"$30,000 to $34,999",3,NA
51,059,430203,59303,51059430203,"$35,000 to $39,999",3,NA
51,059,430203,59303,51059430203,"$45,000 to $49,999",3,NA
51,059,430203,59303,51059430203,"$50,000 to $59,999",3,1460
51,059,430203,59303,51059430203,"$60,000 to $74,999",3,NA
51,059,430203,59303,51059430203,"$75,000 to $99,999",3,1272.99
51,059,430203,59303,51059430203,"$100,000 to $124,999",3,1468.64
51,059,430203,59303,51059430203,"$125,000 to $149,999",3,1282.11
51,059,430203,59303,51059430203,"$150,000 to $199,999",3,1275.95
51,059,430203,59303,51059430203,"$200,000 or more",3,1313.88
51,059,430203,59303,51059430203,"$10,000 to $14,999",4,NA
51,059,430203,59303,51059430203,"$20,000 to $24,999",4,1496
51,059,430203,59303,51059430203,"$25,000 to $29,999",4,1072
51,059,430203,59303,51059430203,"$30,000 to $34,999",4,1140.75
51,059,430203,59303,51059430203,"$35,000 to $39,999",4,NA
51,059,430203,59303,51059430203,"$45,000 to $49,999",4,1072
51,059,430203,59303,51059430203,"$50,000 to $59,999",4,1072
51,059,430203,59303,51059430203,"$60,000 to $74,999",4,1092.17
51,059,430203,59303,51059430203,"$75,000 to $99,999",4,1113.66
51,059,430203,59303,51059430203,"$100,000 to $124,999",4,1072
51,059,430203,59303,51059430203,"$125,000 to $149,999",4,1180.44
51,059,430203,59303,51059430203,"$150,000 to $199,999",4,1169.22
51,059,430203,59303,51059430203,"$200,000 or more",4,1199.32
51,059,430203,59303,51059430203,"$10,000 to $14,999",5,1218.02
51,059,430203,59303,51059430203,"$20,000 to $24,999",5,NA
51,059,430203,59303,51059430203,"$25,000 to $29,999",5,1393.81
51,059,430203,59303,51059430203,"$30,000 to $34,999",5,NA
51,059,430203,59303,51059430203,"$35,000 to $39,999",5,NA
51,059,430203,59303,51059430203,"$45,000 to $49,999",5,NA
51,059,430203,59303,51059430203,"$50,000 to $59,999",5,1355.09
51,059,430203,59303,51059430203,"$60,000 to $74,999",5,1460
51,059,430203,59303,51059430203,"$75,000 to $99,999",5,1072
51,059,430203,59303,51059430203,"$100,000 to $124,999",5,1179.12
51,059,430203,59303,51059430203,"$125,000 to $149,999",5,1089.09
51,059,430203,59303,51059430203,"$150,000 to $199,999",5,1135.92
51,059,430203,59303,51059430203,"$200,000 or more",5,1170.84
51,059,430203,59303,51059430203,"$10,000 to $14,999",6,NA
51,059,430203,59303,51059430203,"$20,000 to $24,999",6,NA
51,059,430203,59303,51059430203,"$25,000 to $29,999",6,NA
51,059,430203,59303,51059430203,"$30,000 to $34,999",6,NA
51,059,430203,59303,51059430203,"$35,000 to $39,999",6,NA
51,059,430203,59303,51059430203,"$45,000 to $49,999",6,NA
51,059,430203,59303,51059430203,"$50,000 to $59,999",6,NA
51,059,430203,59303,51059430203,"$60,000 to $74,999",6,1072
51,059,430203,59303,51059430203,"$75,000 to $99,999",6,1278.17
51,059,430203,59303,51059430203,"$100,000 to $124,999",6,NA
51,059,430203,59303,51059430203,"$125,000 to $149,999",6,NA
51,059,430203,59303,51059430203,"$150,000 to $199,999",6,1474.98
51,059,430203,59303,51059430203,"$200,000 or more",6,1105.41
51,059,430203,59303,51059430203,"$10,000 to $14,999",7,NA
51,059,430203,59303,51059430203,"$20,000 to $24,999",7,NA
51,059,430203,59303,51059430203,"$25,000 to $29,999",7,NA
51,059,430203,59303,51059430203,"$30,000 to $34,999",7,NA
51,059,430203,59303,51059430203,"$35,000 to $39,999",7,NA
51,059,430203,59303,51059430203,"$45,000 to $49,999",7,NA
51,059,430203,59303,51059430203,"$50,000 to $59,999",7,NA
51,059,430203,59303,51059430203,"$60,000 to $74,999",7,NA
51,059,430203,59303,51059430203,"$75,000 to $99,999",7,1186
51,059,430203,59303,51059430203,"$100,000 to $124,999",7,1165.05
51,059,430203,59303,51059430203,"$125,000 to $149,999",7,NA
51,059,430203,59303,51059430203,"$150,000 to $199,999",7,NA
51,059,430203,59303,51059430203,"$200,000 or more",7,1203.83
51,059,430902,59303,51059430902,"$10,000 to $14,999",2,NA
51,059,430902,59303,51059430902,"$20,000 to $24,999",2,NA
51,059,430902,59303,51059430902,"$25,000 to $29,999",2,NA
51,059,430902,59303,51059430902,"$30,000 to $34,999",2,NA
51,059,430902,59303,51059430902,"$35,000 to $39,999",2,1072
51,059,430902,59303,51059430902,"$45,000 to $49,999",2,NA
51,059,430902,59303,51059430902,"$50,000 to $59,999",2,NA
51,059,430902,59303,51059430902,"$60,000 to $74,999",2,NA
51,059,430902,59303,51059430902,"$75,000 to $99,999",2,1484.5
51,059,430902,59303,51059430902,"$100,000 to $124,999",2,1532
51,059,430902,59303,51059430902,"$125,000 to $149,999",2,1072
51,059,430902,59303,51059430902,"$150,000 to $199,999",2,1402
51,059,430902,59303,51059430902,"$200,000 or more",2,NA
51,059,430902,59303,51059430902,"$10,000 to $14,999",3,NA
51,059,430902,59303,51059430902,"$20,000 to $24,999",3,NA
51,059,430902,59303,51059430902,"$25,000 to $29,999",3,NA
51,059,430902,59303,51059430902,"$30,000 to $34,999",3,NA
51,059,430902,59303,51059430902,"$35,000 to $39,999",3,NA
51,059,430902,59303,51059430902,"$45,000 to $49,999",3,NA
51,059,430902,59303,51059430902,"$50,000 to $59,999",3,1460
51,059,430902,59303,51059430902,"$60,000 to $74,999",3,NA
51,059,430902,59303,51059430902,"$75,000 to $99,999",3,1272.99
51,059,430902,59303,51059430902,"$100,000 to $124,999",3,1468.64
51,059,430902,59303,51059430902,"$125,000 to $149,999",3,1282.11
51,059,430902,59303,51059430902,"$150,000 to $199,999",3,1275.95
51,059,430902,59303,51059430902,"$200,000 or more",3,1313.88
51,059,430902,59303,51059430902,"$10,000 to $14,999",4,NA
51,059,430902,59303,51059430902,"$20,000 to $24,999",4,1496
51,059,430902,59303,51059430902,"$25,000 to $29,999",4,1072
51,059,430902,59303,51059430902,"$30,000 to $34,999",4,1140.75
51,059,430902,59303,51059430902,"$35,000 to $39,999",4,NA
51,059,430902,59303,51059430902,"$45,000 to $49,999",4,1072
51,059,430902,59303,51059430902,"$50,000 to $59,999",4,1072
51,059,430902,59303,51059430902,"$60,000 to $74,999",4,1092.17
51,059,430902,59303,51059430902,"$75,000 to $99,999",4,1113.66
51,059,430902,59303,51059430902,"$100,000 to $124,999",4,1072
51,059,430902,59303,51059430902,"$125,000 to $149,999",4,1180.44
51,059,430902,59303,51059430902,"$150,000 to $199,999",4,1169.22
51,059,430902,59303,51059430902,"$200,000 or more",4,1199.32
51,059,430902,59303,51059430902,"$10,000 to $14,999",5,1218.02
51,059,430902,59303,51059430902,"$20,000 to $24,999",5,NA
51,059,430902,59303,51059430902,"$25,000 to $29,999",5,1393.81
51,059,430902,59303,51059430902,"$30,000 to $34,999",5,NA
51,059,430902,59303,51059430902,"$35,000 to $39,999",5,NA
51,059,430902,59303,51059430902,"$45,000 to $49,999",5,NA
51,059,430902,59303,51059430902,"$50,000 to $59,999",5,1355.09
51,059,430902,59303,51059430902,"$60,000 to $74,999",5,1460
51,059,430902,59303,51059430902,"$75,000 to $99,999",5,1072
51,059,430902,59303,51059430902,"$100,000 to $124,999",5,1179.12
51,059,430902,59303,51059430902,"$125,000 to $149,999",5,1089.09
51,059,430902,59303,51059430902,"$150,000 to $199,999",5,1135.92
51,059,430902,59303,51059430902,"$200,000 or more",5,1170.84
51,059,430902,59303,51059430902,"$10,000 to $14,999",6,NA
51,059,430902,59303,51059430902,"$20,000 to $24,999",6,NA
51,059,430902,59303,51059430902,"$25,000 to $29,999",6,NA
51,059,430902,59303,51059430902,"$30,000 to $34,999",6,NA
51,059,430902,59303,51059430902,"$35,000 to $39,999",6,NA
51,059,430902,59303,51059430902,"$45,000 to $49,999",6,NA
51,059,430902,59303,51059430902,"$50,000 to $59,999",6,NA
51,059,430902,59303,51059430902,"$60,000 to $74,999",6,1072
51,059,430902,59303,51059430902,"$75,000 to $99,999",6,1278.17
51,059,430902,59303,51059430902,"$100,000 to $124,999",6,NA
51,059,430902,59303,51059430902,"$125,000 to $149,999",6,NA
51,059,430902,59303,51059430902,"$150,000 to $199,999",6,1474.98
51,059,430902,59303,51059430902,"$200,000 or more",6,1105.41
51,059,430902,59303,51059430902,"$10,000 to $14,999",7,NA
51,059,430902,59303,51059430902,"$20,000 to $24,999",7,NA
51,059,430902,59303,51059430902,"$25,000 to $29,999",7,NA
51,059,430902,59303,51059430902,"$30,000 to $34,999",7,NA
51,059,430902,59303,51059430902,"$35,000 to $39,999",7,NA
51,059,430902,59303,51059430902,"$45,000 to $49,999",7,NA
51,059,430902,59303,51059430902,"$50,000 to $59,999",7,NA
51,059,430902,59303,51059430902,"$60,000 to $74,999",7,NA
51,059,430902,59303,51059430902,"$75,000 to $99,999",7,1186
51,059,430902,59303,51059430902,"$100,000 to $124,999",7,1165.05
51,059,430902,59303,51059430902,"$125,000 to $149,999",7,NA
51,059,430902,59303,51059430902,"$150,000 to $199,999",7,NA
51,059,430902,59303,51059430902,"$200,000 or more",7,1203.83
51,059,431001,59303,51059431001,"$10,000 to $14,999",2,NA
51,059,431001,59303,51059431001,"$20,000 to $24,999",2,NA
51,059,431001,59303,51059431001,"$25,000 to $29,999",2,NA
51,059,431001,59303,51059431001,"$30,000 to $34,999",2,NA
51,059,431001,59303,51059431001,"$35,000 to $39,999",2,1072
51,059,431001,59303,51059431001,"$45,000 to $49,999",2,NA
51,059,431001,59303,51059431001,"$50,000 to $59,999",2,NA
51,059,431001,59303,51059431001,"$60,000 to $74,999",2,NA
51,059,431001,59303,51059431001,"$75,000 to $99,999",2,1484.5
51,059,431001,59303,51059431001,"$100,000 to $124,999",2,1532
51,059,431001,59303,51059431001,"$125,000 to $149,999",2,1072
51,059,431001,59303,51059431001,"$150,000 to $199,999",2,1402
51,059,431001,59303,51059431001,"$200,000 or more",2,NA
51,059,431001,59303,51059431001,"$10,000 to $14,999",3,NA
51,059,431001,59303,51059431001,"$20,000 to $24,999",3,NA
51,059,431001,59303,51059431001,"$25,000 to $29,999",3,NA
51,059,431001,59303,51059431001,"$30,000 to $34,999",3,NA
51,059,431001,59303,51059431001,"$35,000 to $39,999",3,NA
51,059,431001,59303,51059431001,"$45,000 to $49,999",3,NA
51,059,431001,59303,51059431001,"$50,000 to $59,999",3,1460
51,059,431001,59303,51059431001,"$60,000 to $74,999",3,NA
51,059,431001,59303,51059431001,"$75,000 to $99,999",3,1272.99
51,059,431001,59303,51059431001,"$100,000 to $124,999",3,1468.64
51,059,431001,59303,51059431001,"$125,000 to $149,999",3,1282.11
51,059,431001,59303,51059431001,"$150,000 to $199,999",3,1275.95
51,059,431001,59303,51059431001,"$200,000 or more",3,1313.88
51,059,431001,59303,51059431001,"$10,000 to $14,999",4,NA
51,059,431001,59303,51059431001,"$20,000 to $24,999",4,1496
51,059,431001,59303,51059431001,"$25,000 to $29,999",4,1072
51,059,431001,59303,51059431001,"$30,000 to $34,999",4,1140.75
51,059,431001,59303,51059431001,"$35,000 to $39,999",4,NA
51,059,431001,59303,51059431001,"$45,000 to $49,999",4,1072
51,059,431001,59303,51059431001,"$50,000 to $59,999",4,1072
51,059,431001,59303,51059431001,"$60,000 to $74,999",4,1092.17
51,059,431001,59303,51059431001,"$75,000 to $99,999",4,1113.66
51,059,431001,59303,51059431001,"$100,000 to $124,999",4,1072
51,059,431001,59303,51059431001,"$125,000 to $149,999",4,1180.44
51,059,431001,59303,51059431001,"$150,000 to $199,999",4,1169.22
51,059,431001,59303,51059431001,"$200,000 or more",4,1199.32
51,059,431001,59303,51059431001,"$10,000 to $14,999",5,1218.02
51,059,431001,59303,51059431001,"$20,000 to $24,999",5,NA
51,059,431001,59303,51059431001,"$25,000 to $29,999",5,1393.81
51,059,431001,59303,51059431001,"$30,000 to $34,999",5,NA
51,059,431001,59303,51059431001,"$35,000 to $39,999",5,NA
51,059,431001,59303,51059431001,"$45,000 to $49,999",5,NA
51,059,431001,59303,51059431001,"$50,000 to $59,999",5,1355.09
51,059,431001,59303,51059431001,"$60,000 to $74,999",5,1460
51,059,431001,59303,51059431001,"$75,000 to $99,999",5,1072
51,059,431001,59303,51059431001,"$100,000 to $124,999",5,1179.12
51,059,431001,59303,51059431001,"$125,000 to $149,999",5,1089.09
51,059,431001,59303,51059431001,"$150,000 to $199,999",5,1135.92
51,059,431001,59303,51059431001,"$200,000 or more",5,1170.84
51,059,431001,59303,51059431001,"$10,000 to $14,999",6,NA
51,059,431001,59303,51059431001,"$20,000 to $24,999",6,NA
51,059,431001,59303,51059431001,"$25,000 to $29,999",6,NA
51,059,431001,59303,51059431001,"$30,000 to $34,999",6,NA
51,059,431001,59303,51059431001,"$35,000 to $39,999",6,NA
51,059,431001,59303,51059431001,"$45,000 to $49,999",6,NA
51,059,431001,59303,51059431001,"$50,000 to $59,999",6,NA
51,059,431001,59303,51059431001,"$60,000 to $74,999",6,1072
51,059,431001,59303,51059431001,"$75,000 to $99,999",6,1278.17
51,059,431001,59303,51059431001,"$100,000 to $124,999",6,NA
51,059,431001,59303,51059431001,"$125,000 to $149,999",6,NA
51,059,431001,59303,51059431001,"$150,000 to $199,999",6,1474.98
51,059,431001,59303,51059431001,"$200,000 or more",6,1105.41
51,059,431001,59303,51059431001,"$10,000 to $14,999",7,NA
51,059,431001,59303,51059431001,"$20,000 to $24,999",7,NA
51,059,431001,59303,51059431001,"$25,000 to $29,999",7,NA
51,059,431001,59303,51059431001,"$30,000 to $34,999",7,NA
51,059,431001,59303,51059431001,"$35,000 to $39,999",7,NA
51,059,431001,59303,51059431001,"$45,000 to $49,999",7,NA
51,059,431001,59303,51059431001,"$50,000 to $59,999",7,NA
51,059,431001,59303,51059431001,"$60,000 to $74,999",7,NA
51,059,431001,59303,51059431001,"$75,000 to $99,999",7,1186
51,059,431001,59303,51059431001,"$100,000 to $124,999",7,1165.05
51,059,431001,59303,51059431001,"$125,000 to $149,999",7,NA
51,059,431001,59303,51059431001,"$150,000 to $199,999",7,NA
51,059,431001,59303,51059431001,"$200,000 or more",7,1203.83
51,059,431002,59303,51059431002,"$10,000 to $14,999",2,NA
51,059,431002,59303,51059431002,"$20,000 to $24,999",2,NA
51,059,431002,59303,51059431002,"$25,000 to $29,999",2,NA
51,059,431002,59303,51059431002,"$30,000 to $34,999",2,NA
51,059,431002,59303,51059431002,"$35,000 to $39,999",2,1072
51,059,431002,59303,51059431002,"$45,000 to $49,999",2,NA
51,059,431002,59303,51059431002,"$50,000 to $59,999",2,NA
51,059,431002,59303,51059431002,"$60,000 to $74,999",2,NA
51,059,431002,59303,51059431002,"$75,000 to $99,999",2,1484.5
51,059,431002,59303,51059431002,"$100,000 to $124,999",2,1532
51,059,431002,59303,51059431002,"$125,000 to $149,999",2,1072
51,059,431002,59303,51059431002,"$150,000 to $199,999",2,1402
51,059,431002,59303,51059431002,"$200,000 or more",2,NA
51,059,431002,59303,51059431002,"$10,000 to $14,999",3,NA
51,059,431002,59303,51059431002,"$20,000 to $24,999",3,NA
51,059,431002,59303,51059431002,"$25,000 to $29,999",3,NA
51,059,431002,59303,51059431002,"$30,000 to $34,999",3,NA
51,059,431002,59303,51059431002,"$35,000 to $39,999",3,NA
51,059,431002,59303,51059431002,"$45,000 to $49,999",3,NA
51,059,431002,59303,51059431002,"$50,000 to $59,999",3,1460
51,059,431002,59303,51059431002,"$60,000 to $74,999",3,NA
51,059,431002,59303,51059431002,"$75,000 to $99,999",3,1272.99
51,059,431002,59303,51059431002,"$100,000 to $124,999",3,1468.64
51,059,431002,59303,51059431002,"$125,000 to $149,999",3,1282.11
51,059,431002,59303,51059431002,"$150,000 to $199,999",3,1275.95
51,059,431002,59303,51059431002,"$200,000 or more",3,1313.88
51,059,431002,59303,51059431002,"$10,000 to $14,999",4,NA
51,059,431002,59303,51059431002,"$20,000 to $24,999",4,1496
51,059,431002,59303,51059431002,"$25,000 to $29,999",4,1072
51,059,431002,59303,51059431002,"$30,000 to $34,999",4,1140.75
51,059,431002,59303,51059431002,"$35,000 to $39,999",4,NA
51,059,431002,59303,51059431002,"$45,000 to $49,999",4,1072
51,059,431002,59303,51059431002,"$50,000 to $59,999",4,1072
51,059,431002,59303,51059431002,"$60,000 to $74,999",4,1092.17
51,059,431002,59303,51059431002,"$75,000 to $99,999",4,1113.66
51,059,431002,59303,51059431002,"$100,000 to $124,999",4,1072
51,059,431002,59303,51059431002,"$125,000 to $149,999",4,1180.44
51,059,431002,59303,51059431002,"$150,000 to $199,999",4,1169.22
51,059,431002,59303,51059431002,"$200,000 or more",4,1199.32
51,059,431002,59303,51059431002,"$10,000 to $14,999",5,1218.02
51,059,431002,59303,51059431002,"$20,000 to $24,999",5,NA
51,059,431002,59303,51059431002,"$25,000 to $29,999",5,1393.81
51,059,431002,59303,51059431002,"$30,000 to $34,999",5,NA
51,059,431002,59303,51059431002,"$35,000 to $39,999",5,NA
51,059,431002,59303,51059431002,"$45,000 to $49,999",5,NA
51,059,431002,59303,51059431002,"$50,000 to $59,999",5,1355.09
51,059,431002,59303,51059431002,"$60,000 to $74,999",5,1460
51,059,431002,59303,51059431002,"$75,000 to $99,999",5,1072
51,059,431002,59303,51059431002,"$100,000 to $124,999",5,1179.12
51,059,431002,59303,51059431002,"$125,000 to $149,999",5,1089.09
